3.80557 1.01209 0.126811 8.52023 0.0154468 -0.0122509 0.01278360.0108,-0.0002,0.0716,0.7089,0.02998,0.03107,-0.70399
3.90566 0.976202 0.138774 8.53698 0.0186427 -0.0122509 0.0106530.0106,-0.0003,0.0716,0.71032,0.03073,0.03132,-0.70251
4.00558 0.930741 0.0717795 8.52262 0.0191753 -0.0138489 0.0106530.0105,-0.0005,0.0712,0.70992,0.02943,0.03133,-0.70297
4.10572 0.890066 0.119633 8.62551 0.01811 -0.0154468 0.005859130.0103,-0.0007,0.0711,0.70936,0.0284,0.03145,-0.70357
4.20562 0.899637 0.131596 8.58244 0.0186427 -0.0149142 0.007457080.0105,-0.0005,0.0715,0.70932,0.02995,0.03171,-0.70354
4.30563 0.868532 0.119633 8.51305 0.0159795 -0.0133162 0.008522380.0107,-0.0003,0.0715,0.70918,0.02968,0.03131,-0.70371
4.40555 0.94749 0.119633 8.48913 0.0191753 -0.0127836 0.009055020.0107,-0.0004,0.0713,0.70879,0.02955,0.0317,-0.70408
4.50556 0.949883 0.145952 8.60158 0.0154468 -0.0133162 0.009055020.0105,-0.0002,0.0715,0.71004,0.02997,0.03157,-0.70281
4.60555 0.99295 0.138774 8.55373 0.0191753 -0.0154468 0.009587670.0105,-0.0005,0.0714,0.70954,0.03035,0.03077,-0.70334
4.70812 0.925956 0.129203 8.55851 0.0186427 -0.0111856 0.004261190.0106,-0.0004,0.0714,0.70854,0.02951,0.03133,-0.70436
4.80573 0.959453 0.167486 8.48434 0.0213059 -0.0154468 0.008522380.0107,-0.0004,0.0715,0.70892,0.02987,0.03135,-0.70396
4.90569 0.890066 0.102884 8.50827 0.0159795 -0.0143815 0.0106530.0108,-0.0003,0.0716,0.7095,0.03056,0.03057,-0.70338
5.00561 0.87571 0.110062 8.49152 0.0170448 -0.01811 0.007989730.0107,-0.0003,0.0716,0.70929,0.03052,0.0312,-0.70357
5.10557 0.882888 0.11724 8.5298 0.0165121 -0.0138489 0.006924430.0109,-0.0002,0.0715,0.70925,0.03005,0.03083,-0.70364
5.20592 0.952275 0.167486 8.56091 0.0175774 -0.0149142 0.01118560.0106,-0.0003,0.071,0.70847,0.02838,0.03326,-0.70439
5.30566 1.00731 0.15313 8.58962 0.0191753 -0.0170448 0.005859130.0108,-0.0002,0.0718,0.70964,0.03075,0.03093,-0.70321
5.40568 0.954668 0.157915 8.57526 0.0165121 -0.0159795 0.01012030.0103,-0.0007,0.0711,0.70874,0.0286,0.03172,-0.70417
5.50557 0.995343 0.184234 8.44606 0.0191753 -0.0101203 0.01278360.0106,-0.0003,0.0714,0.7098,0.03084,0.03157,-0.70302
5.60557 0.894852 0.186627 8.57526 0.01811 -0.0127836 0.009587670.0108,-0.0003,0.0713,0.70887,0.0297,0.03156,-0.704
5.7056 0.906815 0.157915 8.58244 0.0186427 -0.0127836 0.006924430.0107,-0.0003,0.0713,0.70855,0.02902,0.03132,-0.70437
5.80566 0.854176 0.143559 8.49152 0.019708 -0.0122509 0.007457080.0106,-0.0003,0.0719,0.71034,0.03083,0.03137,-0.70248
5.90567 0.923563 0.124418 8.58244 0.0191753 -0.0133162 0.006391780.0109,-0.0002,0.0717,0.70868,0.03049,0.03144,-0.70417
6.00567 0.942705 0.181841 8.54416 0.01811 -0.0111856 0.005859130.0108,-0.0003,0.0719,0.70984,0.03048,0.03124,-0.70301
6.10557 1.01927 0.205768 8.58962 0.0165121 -0.0165121 0.007457080.0109,-0.0002,0.0717,0.7093,0.03023,0.03146,-0.70356
6.20561 0.971416 0.15313 8.57526 0.019708 -0.0159795 0.01118560.0108,-0.0004,0.0717,0.70898,0.02988,0.031,-0.70391
6.3057 0.906815 0.124418 8.57287 0.01811 -0.0159795 0.01012030.0107,-0.0003,0.0714,0.70861,0.02998,0.0315,-0.70425
6.40562 0.95706 0.184234 8.56091 0.0149142 -0.0143815 0.009587670.0107,-0.0003,0.0717,0.70974,0.03039,0.03116,-0.70312
6.50561 0.880496 0.141166 8.48913 0.0191753 -0.01811 0.006391780.0106,-0.0006,0.0712,0.70851,0.02892,0.03153,-0.7044
6.60566 0.86614 0.155522 8.65661 0.0170448 -0.0149142 0.009587670.0105,-0.0005,0.0716,0.70963,0.03012,0.03073,-0.70326
6.70594 0.916385 0.126811 8.62311 0.0186427 -0.0133162 0.01171830.0107,-0.0005,0.0717,0.70916,0.03006,0.03075,-0.70374
6.80573 0.9116 0.248836 8.49391 0.01811 -0.0170448 0.005859130.0107,-0.0003,0.0715,0.70937,0.03013,0.03152,-0.70348
6.90574 0.959453 0.19859 8.60397 0.01811 -0.0159795 0.01171830.0105,-0.0005,0.0713,0.70865,0.0286,0.03153,-0.70428
7.0057 1.01688 0.212946 8.56091 0.0165121 -0.0149142 0.007989730.0104,-0.0005,0.0715,0.70966,0.03018,0.03116,-0.70321
7.10568 0.928349 0.105277 8.58722 0.019708 -0.0154468 0.01171830.0104,-0.0005,0.0717,0.70974,0.0301,0.03236,-0.70307
7.20575 0.9116 0.145952 8.63747 0.0143815 -0.0165121 0.007457080.0106,-0.0003,0.0717,0.71031,0.03057,0.03081,-0.70255
7.30565 0.878103 0.11724 8.5298 0.0202406 -0.0143815 0.0106530.0105,-0.0005,0.0715,0.70949,0.0303,0.03108,-0.70337
7.4057 0.83025 0.181841 8.56808 0.01811 -0.0117183 0.009055020.0105,-0.0006,0.0712,0.70859,0.02896,0.0311,-0.70434
7.50569 0.930741 0.126811 8.59919 0.0175774 -0.0143815 0.003195890.0108,-0.0003,0.0715,0.70899,0.03044,0.03123,-0.70386
7.60565 0.918778 0.114847 8.52741 0.0165121 -0.0143815 0.0106530.0108,-0.0002,0.0717,0.70926,0.03031,0.03121,-0.7036
7.70561 1.03841 0.177056 8.55612 0.0191753 -0.0122509 0.007457080.0111,-0,0.0717,0.70801,0.03012,0.03176,-0.70484
7.80575 0.976202 0.200983 8.55373 0.0186427 -0.010653 0.009587670.0107,-0.0004,0.0715,0.70918,0.03037,0.03058,-0.70371
7.90575 0.930741 0.0837428 8.64943 0.0154468 -0.0138489 0.007457080.0107,-0.0004,0.0715,0.70892,0.02944,0.03181,-0.70396
8.00564 0.913993 0.177056 8.62311 0.019708 -0.0127836 0.009587670.0107,-0.0004,0.0715,0.70871,0.02997,0.03156,-0.70415
8.1057 0.870925 0.138774 8.50827 0.0175774 -0.0111856 0.01012030.0107,-0.0003,0.0714,0.70852,0.02993,0.03213,-0.70432
8.20597 0.9116 0.124418 8.57287 0.0154468 -0.0117183 0.004793840.0106,-0.0004,0.0715,0.70953,0.03043,0.03132,-0.70332
8.30572 0.930741 0.133988 8.62551 0.0207733 -0.0117183 0.007457080.011,-0.0001,0.0715,0.70827,0.02966,0.03093,-0.70464
8.40576 0.925956 0.0693869 8.54176 0.0170448 -0.0154468 0.009587670.0108,-0.0004,0.0715,0.70818,0.02925,0.03192,-0.70471
8.50566 0.969024 0.174664 8.54655 0.0202406 -0.0149142 0.007457080.0105,-0.0004,0.0715,0.70954,0.02991,0.03163,-0.70331
8.60565 1.03363 0.112455 8.53937 0.0165121 -0.0111856 0.01225090.0107,-0.0003,0.0715,0.70893,0.0298,0.03192,-0.70392
8.70586 0.949883 0.105277 8.55373 0.01811 -0.0143815 0.008522380.0108,-0.0004,0.0715,0.70912,0.03025,0.03075,-0.70377
8.80573 0.894852 0.133988 8.47956 0.0175774 -0.0117183 0.009055020.0107,-0.0003,0.0714,0.70969,0.03049,0.03113,-0.70317
8.90576 0.832643 0.0885281 8.54416 0.01811 -0.0143815 0.01118560.0108,-0.0005,0.0712,0.70875,0.02923,0.03081,-0.70418
9.00576 0.86614 0.0861354 8.51784 0.0191753 -0.0138489 0.005326480.0106,-0.0005,0.0715,0.70975,0.02966,0.03067,-0.70316
9.10588 0.969024 0.157915 8.53937 0.0143815 -0.0133162 0.01225090.0104,-0.0005,0.0714,0.71028,0.02967,0.03053,-0.70263
9.20583 1.0097 0.172271 8.60158 0.0175774 -0.0133162 0.009587670.0106,-0.0003,0.0713,0.70935,0.02953,0.03231,-0.70349
9.3058 0.952275 0.186627 8.5298 0.0186427 -0.0117183 0.009055020.0108,-0.0002,0.0716,0.70921,0.03017,0.03144,-0.70365
9.40578 0.964238 0.155522 8.60158 0.0133162 -0.0133162 0.009055020.0107,-0.0004,0.0715,0.7089,0.02991,0.03149,-0.70397
9.50571 0.961846 0.133988 8.55612 0.0154468 -0.0159795 0.01331620.0105,-0.0004,0.0716,0.71057,0.03029,0.03077,-0.7023
9.60576 0.9116 0.179449 8.71643 0.0202406 -0.0154468 0.007989730.0107,-0.0004,0.0717,0.71006,0.03066,0.03074,-0.7028
9.70956 0.95706 0.133988 8.78103 0.0207733 -0.0149142 0.01225090.0107,-0.0005,0.0712,0.70879,0.02983,0.03124,-0.70409
9.80858 0.952275 0.177056 8.69011 0.0191753 -0.0143815 0.003728540.0108,-0.0003,0.0715,0.70853,0.03016,0.03168,-0.70433
9.90852 0.98338 0.124418 8.51545 0.0191753 -0.0170448 0.009055020.0108,-0.0004,0.0717,0.71045,0.03135,0.03058,-0.70239
10.0085 0.904422 0.110062 8.60397 0.0202406 -0.0133162 0.01118560.0107,-0.0006,0.071,0.70815,0.02853,0.03148,-0.70478
10.1085 0.825465 0.0980987 8.56091 0.0202406 -0.0122509 0.006391780.0107,-0.0004,0.0714,0.70866,0.02993,0.03148,-0.70422
10.2085 0.839821 0.0885281 8.53698 0.0191753 -0.0143815 0.01438150.0105,-0.0004,0.0714,0.7098,0.03025,0.03078,-0.70308
10.3085 0.959453 0.186627 8.5944 0.0186427 -0.0149142 0.009055020.011,-0.0003,0.0715,0.70745,0.02911,0.03178,-0.70545
10.4085 0.988165 0.181841 8.58244 0.0143815 -0.0159795 0.009587670.0107,-0.0005,0.0714,0.70904,0.03021,0.03106,-0.70383
10.5085 0.954668 0.208161 8.55134 0.0175774 -0.0138489 0.009055020.0106,-0.0002,0.0717,0.70983,0.03052,0.03209,-0.70298
10.6085 1.0097 0.191412 8.47956 0.0154468 -0.0138489 0.01012030.0107,-0.0004,0.0712,0.70907,0.02979,0.03079,-0.70383
10.7087 0.937919 0.141166 8.57287 0.0170448 -0.0143815 0.0106530.0107,-0.0004,0.0714,0.70902,0.02966,0.03142,-0.70387
10.8085 0.909207 0.0861354 8.52741 0.0175774 -0.0154468 0.005326480.0106,-0.0004,0.0713,0.70844,0.03128,0.03139,-0.70437
10.9085 0.861354 0.0861354 8.5633 0.0149142 -0.0149142 0.0106530.0106,-0.0005,0.0712,0.7085,0.02891,0.03131,-0.70443
11.0085 0.861354 0.160308 8.63986 0.01811 -0.0127836 0.01118560.0105,-0.0005,0.0715,0.70975,0.02972,0.03104,-0.70314
11.1085 0.899637 0.133988 8.55851 0.01811 -0.0149142 0.006391780.0106,-0.0002,0.0718,0.71014,0.0311,0.03163,-0.70266
11.2089 0.923563 0.124418 8.63029 0.0175774 -0.0122509 0.01012030.0105,-0.0005,0.0715,0.70945,0.02986,0.03104,-0.70344
11.3085 0.952275 0.169878 8.66858 0.0165121 -0.0138489 0.01118560.0108,-0.0003,0.0716,0.70823,0.02993,0.03168,-0.70464
11.4085 1.0097 0.215339 8.65422 0.0170448 -0.0143815 0.01331620.0104,-0.0005,0.0714,0.70986,0.02967,0.03127,-0.70302
11.5085 0.928349 0.129203 8.60158 0.01811 -0.0138489 0.005859130.0106,-0.0004,0.0714,0.70971,0.02968,0.0315,-0.70316
11.6085 0.9116 0.126811 8.50109 0.0159795 -0.0159795 0.007989730.0108,-0.0002,0.0717,0.70943,0.03077,0.03189,-0.70338
11.7085 0.825465 0.110062 8.56808 0.0213059 -0.0170448 0.007989730.0104,-0.0003,0.0715,0.70998,0.02939,0.03253,-0.70286
11.8085 0.9116 0.148344 8.5298 0.0191753 -0.0138489 0.009055020.0104,-0.0006,0.0715,0.70947,0.03004,0.03129,-0.7034
11.9085 1.03363 0.27994 8.35992 0.0229039 -0.0143815 0.01118560.0109,-0.0002,0.0717,0.70898,0.0297,0.03155,-0.7039
12.0085 0.995343 0.133988 8.52023 0.0175774 -0.0127836 0.008522380.0108,-0.0003,0.0716,0.70872,0.0295,0.03138,-0.70417
12.1085 1.00731 0.141166 8.54894 0.0165121 -0.0149142 0.006924430.0108,-0.0002,0.0715,0.70826,0.02988,0.03225,-0.70458
12.2086 0.978594 0.174664 8.50587 0.0186427 -0.0117183 0.005326480.0108,-0.0003,0.0715,0.70865,0.02999,0.03195,-0.7042
12.3085 0.942705 0.181841 8.41017 0.0170448 -0.0143815 0.008522380.0109,-0.0001,0.0718,0.70925,0.03085,0.0319,-0.70356
12.4085 0.858962 0.102884 8.5633 0.0175774 -0.0111856 0.009587670.0104,-0.0003,0.0716,0.71027,0.03034,0.03285,-0.70251
12.5085 0.846999 0.136381 8.55134 0.0159795 -0.0175774 0.009587670.0109,-0.0003,0.0716,0.70835,0.02992,0.03135,-0.70453
12.6085 0.918778 0.126811 8.57287 0.0223712 -0.0149142 0.009587670.0107,-0.0004,0.0713,0.70903,0.03024,0.03152,-0.70383
12.7089 0.897244 0.138774 8.56091 0.01811 -0.0127836 0.006924430.0106,-0.0005,0.071,0.70833,0.02871,0.03181,-0.70458
12.8086 0.964238 0.0861354 8.56569 0.0165121 -0.0138489 0.005326480.0105,-0.0004,0.0714,0.70991,0.02967,0.03156,-0.70296
12.9086 0.95706 0.181841 8.5944 0.0159795 -0.0138489 0.008522380.0105,-0.0005,0.0713,0.70973,0.0299,0.03112,-0.70315
13.0085 1.02645 0.0909207 8.62551 0.0202406 -0.0165121 0.01118560.0105,-0.0005,0.0715,0.70944,0.03017,0.03173,-0.70341
13.1084 0.961846 0.203375 8.51066 0.01811 -0.0159795 0.007989730.0109,-0.0004,0.0717,0.70952,0.03039,0.0311,-0.70334
13.2086 0.952275 0.0717795 8.62072 0.0186427 -0.0149142 0.009055020.0106,-0.0004,0.0714,0.70898,0.02961,0.03132,-0.70391
13.3085 0.856569 0.102884 8.60158 0.0186427 -0.0127836 0.01118560.0106,-0.0004,0.0714,0.70882,0.02976,0.0317,-0.70405
13.4086 0.897244 0.150737 8.5633 0.0186427 -0.0149142 0.006391780.0107,-0.0003,0.0715,0.70906,0.02987,0.03129,-0.70382
13.5085 0.969024 0.15313 8.5633 0.0191753 -0.0159795 0.008522380.0107,-0.0003,0.0716,0.7088,0.02924,0.03164,-0.70409
13.6085 0.961846 0.150737 8.5633 0.0191753 -0.0133162 0.008522380.0107,-0.0002,0.0717,0.70998,0.03139,0.03074,-0.70285
13.7086 0.94749 0.167486 8.55851 0.019708 -0.0149142 0.01171830.0105,-0.0005,0.0717,0.71073,0.03035,0.03157,-0.7021
13.8086 0.942705 0.148344 8.59919 0.0186427 -0.0117183 0.007457080.0101,-0.0011,0.0708,0.71032,0.02925,0.02957,-0.70265
13.9086 0.969024 0.143559 8.58962 0.0175774 -0.0154468 0.01225090.0107,-0.0005,0.0714,0.70902,0.0306,0.03082,-0.70385
14.0086 0.890066 0.0813501 8.57526 0.0186427 -0.0165121 0.009587670.0107,-0.0003,0.0713,0.70883,0.02976,0.03081,-0.70407
14.1087 0.868532 0.0646016 8.5968 0.0159795 -0.0138489 0.01118560.0109,-0.0002,0.0714,0.70868,0.03026,0.03088,-0.7042
14.2089 0.902029 0.129203 8.58722 0.0154468 -0.0154468 0.009055020.0107,-0.0004,0.0716,0.70889,0.0301,0.03142,-0.70398
14.3086 0.868532 0.143559 8.58005 0.0159795 -0.0149142 0.009587670.0103,-0.001,0.071,0.71011,0.02967,0.02992,-0.70283
14.4086 0.978594 0.15313 8.54655 0.0149142 -0.0159795 0.006391780.0107,-0,0.0709,0.70699,0.03132,0.03303,-0.70576
14.5086 0.990558 0.165093 8.58483 0.0186427 -0.0159795 0.01171830.0108,0.0002,0.071,0.70671,0.03241,0.03322,-0.70598
14.6086 0.99295 0.186627 8.5944 0.0186427 -0.0138489 0.009055020.0094,-0.004,0.0686,0.71451,0.03012,0.01868,-0.69872
14.711 0.930741 0.100491 8.65183 0.019708 -0.0133162 0.008522380.0087,-0.0045,0.0691,0.71694,0.02949,0.01886,-0.69626
14.8087 0.856569 0.102884 8.57287 0.0207733 -0.0122509 0.007457080.0107,-0.0006,0.0716,0.70586,0.0345,0.03294,-0.70674
14.9086 0.916385 0.100491 8.69729 0.0165121 -0.0133162 0.008522380.0107,-0.0004,0.0718,0.70682,0.03495,0.03259,-0.70578
15.0086 0.868532 0.143559 8.48195 0.0202406 -0.0138489 0.008522380.0107,-0.0003,0.0714,0.70567,0.03409,0.03431,-0.70689
15.1086 0.899637 0.150737 8.5944 0.0186427 -0.01811 0.004793840.0111,-0.0002,0.0721,0.70605,0.03389,0.03349,-0.70656
15.2133 0.902029 0.0430677 8.61833 0.0170448 -0.0149142 0.007457080.0095,-0.0068,0.0754,0.7285,-0.03352,0.02196,-0.68387
15.311 0.846999 0.107669 8.53219 0.0149142 -0.0143815 0.01118560.0138,-0.0014,0.077,0.73282,-0.04486,0.00718,-0.67891
15.411 0.882888 0.11724 8.54655 0.0159795 -0.0159795 0.009587670.0111,-0.0128,0.1024,0.71857,-0.00938,0.0315,-0.69468
15.511 0.86614 0.169878 8.55373 0.0170448 -0.0154468 0.007989730.0195,-0.0306,0.1716,0.71492,0.04386,0.04824,-0.69616
15.6109 0.921171 0.145952 8.55851 0.0186427 -0.0122509 0.01118560.0185,-0.0451,0.2593,0.70127,0.04492,0.06298,-0.70869
15.7112 0.942705 0.177056 8.55373 0.0191753 -0.0154468 0.0106530.0214,-0.0595,0.3835,0.69478,0.05231,0.05655,-0.71509
15.8111 0.899637 0.1627 8.52502 0.0159795 -0.0133162 0.01171830.0185,-0.0781,0.5739,0.68994,0.03323,0.0564,-0.7209
15.911 0.902029 0.157915 8.51066 0.0165121 -0.0133162 0.01225090.0338,-0.0919,0.7292,0.66545,0.09327,-0.02185,-0.74027
16.011 0.899637 0.133988 8.58005 0.0202406 -0.0133162 0.007457080.0304,-0.0993,0.8699,0.65076,0.0956,-0.01698,-0.75305
16.1109 0.851784 0.15313 8.61833 0.019708 -0.0149142 0.01012030.0231,-0.0989,1.0154,0.66371,0.0929,-0.00857,-0.74215
16.2111 0.894852 0.169878 8.59201 0.0165121 -0.0175774 0.009587670.0156,-0.102,1.0955,0.67386,0.09576,-0.01305,-0.73251
16.311 0.918778 0.124418 8.56091 0.0186427 -0.0154468 0.007457080.0098,-0.1019,1.1433,0.6834,0.11826,-0.00326,-0.72039
16.411 0.937919 0.155522 8.47477 0.0202406 -0.0138489 0.0106530.0039,-0.0944,1.1646,0.67461,0.18448,0.0823,-0.70999
16.511 1.02166 0.169878 8.60876 0.0213059 -0.0138489 0.009055020.0046,-0.0877,1.1523,0.65674,0.23525,0.13572,-0.70352
16.611 0.980987 0.181841 8.58244 0.0207733 -0.0143815 0.005859130.0064,-0.0739,1.1245,0.64646,0.25441,0.17832,-0.69683
16.711 0.937919 0.15313 8.53698 0.0191753 -0.0138489 0.01118560.012,-0.0505,1.089,0.64425,0.2441,0.20846,-0.69419
16.8111 0.909207 0.0622089 8.50348 0.0159795 -0.0149142 0.009055020.0202,-0.0319,1.075,0.66179,0.21311,0.20489,-0.68894
16.911 0.921171 0.167486 8.54655 0.0223712 -0.0143815 0.006391780.0337,-0.0196,1.072,0.68525,0.15958,0.16815,-0.69043
17.011 0.885281 0.124418 8.64943 0.0165121 -0.0159795 0.008522380.0483,-0.0247,1.0867,0.70704,0.05563,0.10808,-0.69665
17.111 1.05755 0.143559 8.46281 0.0175774 -0.00852238 0.007457080.0597,-0.0249,1.108,0.70289,0.04656,0.09322,-0.70362
17.2113 0.976202 0.232087 8.56091 0.0186427 -0.0186427 0.009587670.0665,-0.0289,1.1289,0.6972,0.03486,0.07966,-0.71159
17.311 1.0097 0.200983 8.57526 0.0159795 -0.0143815 0.008522380.0709,-0.0407,1.1523,0.70069,0.00016,-0.00607,-0.71344
17.4112 0.885281 0.177056 8.55851 0.01811 -0.010653 0.007457080.0682,-0.0436,1.1687,0.69759,-0.00154,-0.0491,-0.71481
17.511 0.894852 0.167486 8.54416 0.0186427 -0.0122509 0.007457080.0616,-0.044,1.1841,0.68195,0.00774,-0.09933,-0.72458
17.611 0.858962 0.0669942 8.55851 0.01811 -0.0191753 0.008522380.0459,-0.0484,1.1998,0.67781,0.05633,-0.1363,-0.72029
17.711 0.904422 0.129203 8.54416 0.0154468 -0.0149142 0.01012030.0366,-0.0565,1.203,0.68286,0.09344,-0.18631,-0.70018
17.8111 0.921171 0.126811 8.52023 0.0186427 -0.0149142 0.01331620.0283,-0.0615,1.203,0.68403,0.14412,-0.158,-0.6974
17.911 0.892459 0.129203 8.54416 0.0175774 -0.0154468 0.006924430.0252,-0.0791,1.1893,0.69124,0.16744,-0.05437,-0.70086
18.011 0.978594 0.0933134 8.51784 0.0207733 -0.0149142 0.01012030.0302,-0.0902,1.1745,0.6942,0.15357,-0.02209,-0.70286
18.111 0.971416 0.141166 8.48913 0.0165121 -0.0101203 0.008522380.03,-0.0916,1.1618,0.69073,0.08509,0.04782,-0.71649
18.2111 0.921171 0.107669 8.60158 0.019708 -0.0122509 0.006924430.0301,-0.0835,1.1542,0.69638,0.0269,0.02314,-0.7168
18.311 0.930741 0.0909207 8.6279 0.019708 -0.0159795 0.008522380.0289,-0.0788,1.1544,0.69725,0.01047,-0.01554,-0.71658
18.411 0.887674 0.095706 8.55851 0.0170448 -0.0154468 0.008522380.0241,-0.0759,1.1607,0.69513,0.0237,-0.0369,-0.71754
18.511 0.854176 0.131596 8.58005 0.0170448 -0.0149142 0.007457080.0196,-0.0729,1.165,0.69334,0.04473,-0.05123,-0.7174
18.611 0.921171 0.105277 8.49391 0.01811 -0.0143815 0.007457080.0126,-0.0735,1.1653,0.68978,0.03773,-0.04609,-0.72157
18.7113 0.969024 0.122025 8.56569 0.0186427 -0.0133162 0.0106530.0035,-0.074,1.1619,0.68738,0.04789,-0.03006,-0.7241
18.8111 1.04798 0.189019 8.58483 0.0213059 -0.0149142 0.00852238-0.014,-0.0732,1.1531,0.67769,0.04837,-0.02739,-0.73324
