timu_ground timu_onboard ax_meas ay_meas az_meas wx_meas wy_meas wz_meas
33.884903 35.241184 0.858962 -0.098099 8.206793 0.021839 -0.012251 0.005859
33.889737 35.245923 0.763256 -0.110062 8.190045 0.022371 -0.013849 0.007990
33.894314 35.251015 0.842213 -0.057424 8.288144 0.023969 -0.014382 0.007457
33.898105 35.255945 0.806323 -0.119633 8.276180 0.019708 -0.010653 0.007457
33.905606 35.260972 0.715403 -0.143559 8.254646 0.020773 -0.011186 0.006392
33.910541 35.265941 0.768041 -0.133988 8.288144 0.020241 -0.013849 0.009055
33.915044 35.270962 0.835035 -0.076565 8.273788 0.018110 -0.014914 0.005859
33.919336 35.276444 0.911600 -0.011963 8.314463 0.020773 -0.012784 0.005859
33.930273 35.281139 0.782397 -0.112455 8.235505 0.022371 -0.007457 0.006392
33.930482 35.286150 0.758470 -0.153130 8.335997 0.020241 -0.012784 0.006924
33.939223 35.291142 0.882888 -0.122025 8.295322 0.020241 -0.013849 0.009055
33.939389 35.296294 0.875710 -0.045460 8.225935 0.021839 -0.011186 0.010653
33.945306 35.301281 0.751292 -0.129203 8.278573 0.022371 -0.013316 0.004261
33.949061 35.306173 0.799145 -0.119633 8.269002 0.021306 -0.011718 0.006392
33.958371 35.311190 0.837428 -0.105277 8.300107 0.023437 -0.010653 0.007990
33.959104 35.316171 0.803931 -0.098099 8.273788 0.023437 -0.014914 0.005326
33.965137 35.321257 0.753685 -0.117240 8.216364 0.020241 -0.011186 0.004794
33.970330 35.326173 0.775219 -0.105277 8.223542 0.019175 -0.014382 0.002663
33.974915 35.331342 0.892459 -0.071780 8.331211 0.021839 -0.013316 0.006392
33.980361 35.336183 0.854176 -0.155522 8.319248 0.021306 -0.010120 0.007990
33.984964 35.341197 0.696261 -0.136381 8.338389 0.019175 -0.014382 0.005859
33.988880 35.346232 0.825465 -0.052638 8.209186 0.022371 -0.014382 0.007990
33.998235 35.351209 0.842213 -0.052638 8.309677 0.022904 -0.014382 0.005859
34.000031 35.356393 0.832643 -0.122025 8.276180 0.020773 -0.013316 0.005326
34.007987 35.361333 0.698654 -0.081350 8.297714 0.021306 -0.010120 0.006392
34.010852 35.366362 0.803931 -0.062209 8.292929 0.020241 -0.014382 0.005859
34.014712 35.371339 0.835035 -0.193805 8.280966 0.020773 -0.011186 0.008522
34.025716 35.377854 0.856569 -0.043068 8.280966 0.022371 -0.011718 0.006392
34.026430 35.381657 0.765648 -0.069387 8.369494 0.020773 -0.010653 0.007990
34.031560 35.386587 0.854176 -0.023927 8.314463 0.022371 -0.012784 0.004794
34.036018 35.391619 0.830250 -0.033497 8.388635 0.022904 -0.014914 0.006392
34.041225 35.396573 0.753685 -0.145952 8.261824 0.020241 -0.011718 0.003729
34.047183 35.401607 0.799145 -0.086135 8.376672 0.021839 -0.006924 0.007990
34.048835 35.406707 0.897244 -0.019141 8.314463 0.020773 -0.009055 0.006924
34.065040 35.411998 0.878103 -0.107669 8.288144 0.019175 -0.010653 0.005326
34.065208 35.416937 0.796753 -0.102884 8.209186 0.019175 -0.012251 0.003196
34.065772 35.421934 0.806323 -0.088528 8.343175 0.021839 -0.012251 0.006392
34.069838 35.426934 0.835035 -0.059816 8.259432 0.021306 -0.013316 0.005859
34.074706 35.431897 0.875710 -0.066994 8.398206 0.022371 -0.012784 0.003729
34.079618 35.436924 0.760863 -0.100491 8.283358 0.017577 -0.012251 0.005326
34.089072 35.441936 0.799145 -0.157915 8.278573 0.022904 -0.010120 0.007457
34.093744 35.446921 0.921171 -0.081350 8.278573 0.019175 -0.011186 0.006924
34.094429 35.452095 0.825465 -0.133988 8.259432 0.023437 -0.015447 0.009588
34.099485 35.457031 0.741722 -0.112455 8.367101 0.021839 -0.012784 0.007990
34.104205 35.462109 0.787182 -0.095706 8.345567 0.020773 -0.013316 0.005859
34.142813 35.467097 0.830250 -0.081350 8.278573 0.020773 -0.014914 0.007457
34.142993 35.472118 0.835035 -0.102884 8.302499 0.021306 -0.012784 0.008522
34.143185 35.477953 0.760863 -0.114847 8.271395 0.021839 -0.013849 0.009055
34.143340 35.482106 0.806323 -0.088528 8.170904 0.019175 -0.009588 0.005326
34.143503 35.487279 0.844606 -0.064602 8.237898 0.021839 -0.011186 0.007990
34.143657 35.492207 0.777612 -0.131596 8.252254 0.023437 -0.012784 0.006924
34.143816 35.497223 0.744115 -0.119633 8.194830 0.021306 -0.013316 0.005326
34.149415 35.502232 0.906815 -0.074172 8.321641 0.020241 -0.011186 0.009055
34.150192 35.507246 0.842213 -0.071780 8.278573 0.022371 -0.013316 0.006924
34.166396 35.512364 0.772826 -0.143559 8.295322 0.020241 -0.011718 0.006392
34.166587 35.517254 0.775219 -0.076565 8.266610 0.021306 -0.010653 0.009055
34.166778 35.522407 0.842213 -0.055031 8.321641 0.021306 -0.014382 0.007990
34.172135 35.527347 0.784790 -0.088528 8.230720 0.021306 -0.011718 0.003729
34.175379 35.532368 0.693869 -0.102884 8.266610 0.022371 -0.011186 0.007457
34.187231 35.537362 0.789575 -0.102884 8.257039 0.019708 -0.011718 0.006392
34.187414 35.542380 0.902029 -0.031104 8.312070 0.020241 -0.010653 0.007457
34.196590 35.547404 0.837428 -0.098099 8.304892 0.020773 -0.012784 0.008522
34.197413 35.552389 0.770434 -0.117240 8.237898 0.020241 -0.012251 0.007457
34.200345 35.557592 0.844606 -0.052638 8.283358 0.023437 -0.013849 0.004794
34.212225 35.562719 0.837428 -0.088528 8.240291 0.020773 -0.010120 0.004261
34.212387 35.567591 0.799145 -0.095706 8.288144 0.022371 -0.012251 0.005326
34.223693 35.572574 0.748900 -0.136381 8.333604 0.022371 -0.012784 0.009055
34.224995 35.578856 0.753685 -0.078957 8.216364 0.020241 -0.012784 0.006392
34.225644 35.582957 0.890066 -0.078957 8.223542 0.020241 -0.013316 0.005326
34.230745 35.587922 0.866140 -0.045460 8.319248 0.021839 -0.012251 0.006924
34.239462 35.592945 0.736937 -0.095706 8.328819 0.022371 -0.012784 0.004794
34.241529 35.598195 0.856569 -0.100491 8.280966 0.022904 -0.013849 0.007990
34.264923 35.603127 0.866140 -0.038282 8.324033 0.019708 -0.014914 0.007457
34.265089 35.608426 0.763256 -0.119633 8.261824 0.022904 -0.011718 0.006924
34.265268 35.613408 0.763256 -0.105277 8.252254 0.021839 -0.013849 0.007457
34.265417 35.618586 0.880496 -0.023927 8.345567 0.020773 -0.013849 0.007990
34.266510 35.623549 0.880496 -0.126811 8.225935 0.022904 -0.012784 0.005859
34.272912 35.628466 0.667550 -0.122025 8.190045 0.021306 -0.010653 0.005859
34.286187 35.633591 0.758470 -0.019141 8.347960 0.021306 -0.010653 0.006924
34.286319 35.638619 0.818287 -0.069387 8.230720 0.021306 -0.010653 0.006924
34.287237 35.643551 0.796753 -0.148344 8.280966 0.022371 -0.013316 0.005326
34.293247 35.648496 0.784790 -0.136381 8.269002 0.019175 -0.012784 0.008522
34.295599 35.653510 0.780004 -0.064602 8.240291 0.021306 -0.013316 0.006924
34.309717 35.658507 0.875710 -0.086135 8.331211 0.023437 -0.013316 0.006392
34.309870 35.663514 0.820679 -0.100491 8.245076 0.019708 -0.010653 0.002663
34.316471 35.668710 0.724973 -0.112455 8.249861 0.022371 -0.009055 0.004794
34.317182 35.673530 0.777612 -0.102884 8.316855 0.020241 -0.011718 0.006924
34.333246 35.679481 0.882888 -0.088528 8.285751 0.019175 -0.013316 0.006392
34.333428 35.683601 0.830250 -0.110062 8.228327 0.021839 -0.012251 0.007457
34.333628 35.688634 0.732151 -0.129203 8.290536 0.018643 -0.014914 0.007457
34.339193 35.693651 0.791968 -0.047853 8.316855 0.019708 -0.011186 0.001598
34.340762 35.698684 0.875710 -0.086135 8.266610 0.022371 -0.012251 0.009055
34.358893 35.703657 0.739329 -0.105277 8.230720 0.022904 -0.013316 0.006924
34.359103 35.708682 0.753685 -0.129203 8.376672 0.021306 -0.012251 0.006392
34.359301 35.713823 0.818287 -0.112455 8.266610 0.023437 -0.012251 0.004794
34.366914 35.718973 0.882888 -0.095706 8.252254 0.020773 -0.012784 0.007990
34.367586 35.723782 0.746507 -0.145952 8.300107 0.022904 -0.014382 0.009588
34.382549 35.728920 0.801538 -0.059816 8.304892 0.022371 -0.011186 0.006924
34.382722 35.733789 0.858962 -0.028712 8.280966 0.021306 -0.013849 0.009055
34.382916 35.738806 0.818287 -0.100491 8.273788 0.023437 -0.011718 0.007990
34.389512 35.743798 0.758470 -0.119633 8.352745 0.021839 -0.012251 0.006924
34.391847 35.749567 0.734544 -0.088528 8.307285 0.019175 -0.013316 0.007990
34.403126 35.754547 0.851784 -0.033497 8.304892 0.020773 -0.014914 0.004261
34.403290 35.759593 0.902029 -0.028712 8.242683 0.021306 -0.012251 0.006392
34.408668 35.764600 0.760863 -0.050246 8.221149 0.021839 -0.010653 0.007457
34.411824 35.769528 0.753685 -0.105277 8.328819 0.020241 -0.012784 0.006392
34.427254 35.774559 0.849391 -0.057424 8.254646 0.021839 -0.013849 0.003196
34.427422 35.779542 0.815894 -0.124418 8.280966 0.022371 -0.012784 0.004794
34.427566 35.784571 0.756078 -0.119633 8.326426 0.019708 -0.012251 0.005859
34.434870 35.789591 0.772826 -0.076565 8.216364 0.021839 -0.013316 0.007457
34.436822 35.794585 0.880496 -0.081350 8.269002 0.021306 -0.012251 0.005859
34.441876 35.799749 0.815894 -0.110062 8.295322 0.022904 -0.012251 0.006392
34.456121 35.804688 0.760863 -0.083743 8.374279 0.021839 -0.011718 0.004794
34.456317 35.809833 0.837428 -0.090921 8.302499 0.021839 -0.012784 0.005326
34.459013 35.814907 0.890066 -0.081350 8.225935 0.020773 -0.011186 0.007990
34.463593 35.819717 0.763256 -0.057424 8.240291 0.020773 -0.012251 0.006392
34.467129 35.824849 0.715403 -0.119633 8.271395 0.021839 -0.012784 0.006392
34.475148 35.829829 0.851784 -0.086135 8.340782 0.022371 -0.013849 0.006924
34.477731 35.834904 0.863747 -0.093313 8.230720 0.023969 -0.011186 0.006392
34.484178 35.839838 0.722581 -0.145952 8.292929 0.022371 -0.013849 0.008522
34.486965 35.844869 0.763256 -0.117240 8.230720 0.019708 -0.009588 0.006924
34.492119 35.849859 0.873318 -0.133988 8.331211 0.020773 -0.012784 0.006392
34.496939 35.854877 0.835035 -0.119633 8.230720 0.021839 -0.009588 0.006392
34.502765 35.859902 0.780004 -0.126811 8.261824 0.023969 -0.012784 0.002131
34.514181 35.864891 0.863747 -0.102884 8.269002 0.021306 -0.013316 0.006392
34.514686 35.870064 0.916385 -0.098099 8.304892 0.019175 -0.012251 0.002131
34.518141 35.874997 0.803931 -0.133988 8.309677 0.022371 -0.013849 0.003729
34.524252 35.880657 0.746507 -0.055031 8.314463 0.021306 -0.011718 0.005859
34.528744 35.885029 0.813501 -0.062209 8.254646 0.021839 -0.015979 0.007457
34.533793 35.890037 0.844606 -0.074172 8.245076 0.020241 -0.009588 0.006392
34.539274 35.895059 0.763256 -0.090921 8.271395 0.023437 -0.011718 0.004794
34.544205 35.900043 0.772826 -0.102884 8.216364 0.019708 -0.012251 0.006924
34.547703 35.905229 0.815894 -0.040675 8.307285 0.022371 -0.011186 0.004261
34.553575 35.910132 0.835035 -0.062209 8.302499 0.020773 -0.012784 0.006392
34.561363 35.915145 0.724973 -0.081350 8.314463 0.021839 -0.011186 0.005326
34.564105 35.920133 0.753685 -0.074172 8.362316 0.020241 -0.014382 0.007990
34.574857 35.925160 0.868532 -0.090921 8.278573 0.021306 -0.008522 0.004261
34.575446 35.930216 0.837428 -0.098099 8.290536 0.024502 -0.012784 0.007457
34.578862 35.935164 0.746507 -0.131596 8.316855 0.019708 -0.012251 0.004261
34.584956 35.940337 0.746507 -0.074172 8.338389 0.021839 -0.010120 0.006392
34.588135 35.945148 0.890066 -0.074172 8.230720 0.021306 -0.011186 0.003196
34.595084 35.950211 0.760863 -0.122025 8.269002 0.019708 -0.012784 0.007457
34.597653 35.955325 0.727366 -0.136381 8.371886 0.022371 -0.011186 0.005859
34.606832 35.960353 0.729759 -0.083743 8.259432 0.021306 -0.011718 0.007457
34.609750 35.965633 0.921171 -0.052638 8.261824 0.021306 -0.013316 0.005326
34.616741 35.970524 0.818287 -0.095706 8.300107 0.020241 -0.013849 0.004261
34.618661 35.975685 0.736937 -0.143559 8.261824 0.022904 -0.012784 0.004261
34.624644 35.980875 0.772826 -0.064602 8.266610 0.020773 -0.009588 0.003729
34.635209 35.987769 0.803931 0.002393 8.383850 0.020241 -0.012784 0.007990
34.635654 35.992728 0.902029 -0.004785 8.288144 0.019708 -0.010120 0.002131
34.644711 35.997903 0.782397 -0.136381 8.206793 0.022904 -0.012251 0.009588
34.645420 36.002945 0.744115 -0.126811 8.271395 0.019708 -0.014382 0.006392
34.654954 36.008058 0.818287 -0.069387 8.290536 0.019708 -0.012784 0.005859
34.655684 36.013251 0.885281 -0.124418 8.326426 0.022904 -0.010120 0.009055
34.666767 36.019179 0.844606 -0.129203 8.230720 0.022904 -0.011186 0.002663
34.666984 36.023247 0.717795 -0.145952 8.331211 0.023437 -0.010653 0.002663
34.675596 36.028435 0.787182 -0.052638 8.199615 0.022371 -0.009588 0.005859
34.676222 36.033415 0.899637 -0.055031 8.328819 0.020773 -0.011186 0.006392
34.684264 36.038604 0.765648 -0.157915 8.290536 0.021839 -0.012251 0.004794
34.687039 36.043614 0.756078 -0.093313 8.249861 0.021839 -0.014914 0.008522
34.694882 36.048781 0.775219 -0.081350 8.273788 0.022371 -0.014382 0.006924
34.696484 36.053782 0.813501 -0.031104 8.297714 0.022371 -0.012251 0.004261
34.704572 36.059055 0.703439 -0.093313 8.221149 0.020773 -0.008522 0.006924
34.705986 36.063958 0.744115 -0.148344 8.206793 0.021839 -0.010653 0.005326
34.713546 36.069291 0.772826 -0.038282 8.328819 0.019175 -0.010653 0.008522
34.716290 36.074238 0.885281 -0.040675 8.276180 0.021306 -0.012784 0.007457
34.724381 36.079612 0.820679 -0.105277 8.235505 0.023437 -0.011718 0.008522
34.733826 36.085732 0.751292 -0.131596 8.333604 0.020773 -0.011186 0.005326
34.734468 36.089521 0.837428 -0.045460 8.280966 0.023969 -0.011718 0.006924
34.737016 36.094679 0.902029 -0.081350 8.245076 0.019175 -0.013849 0.004794
34.745745 36.099672 0.768041 -0.138774 8.247468 0.020773 -0.014382 0.005326
34.747390 36.104694 0.722581 -0.110062 8.180474 0.021306 -0.011718 0.010120
34.757581 36.109918 0.839821 -0.057424 8.259432 0.021839 -0.012784 0.005859
34.757758 36.114878 0.820679 -0.059816 8.307285 0.021306 -0.012784 0.003729
34.762547 36.120135 0.854176 -0.059816 8.182867 0.020773 -0.013316 0.006924
34.769976 36.125125 0.729759 -0.107669 8.312070 0.022904 -0.012784 0.004794
34.776238 36.130520 0.794360 -0.069387 8.357530 0.021306 -0.011718 0.004261
34.778725 36.135700 0.858962 -0.071780 8.307285 0.018643 -0.012784 0.004794
34.784934 36.140628 0.808716 -0.136381 8.269002 0.021839 -0.012784 0.010120
34.789004 36.145859 0.705832 -0.088528 8.204401 0.022371 -0.011718 0.007457
34.796204 36.150892 0.832643 -0.035890 8.240291 0.020773 -0.011718 0.005326
34.798719 36.155815 0.897244 -0.095706 8.249861 0.021306 -0.014382 0.007990
34.805342 36.161151 0.741722 -0.045460 8.295322 0.023437 -0.010653 0.004794
34.809682 36.166106 0.729759 -0.143559 8.252254 0.020773 -0.013316 0.007990
34.813428 36.171280 0.813501 -0.076565 8.367101 0.021306 -0.010653 0.006392
34.819753 36.176309 0.899637 -0.069387 8.288144 0.019708 -0.014382 0.004261
34.826593 36.181465 0.756078 -0.083743 8.316855 0.023969 -0.012251 0.005326
34.834545 36.187135 0.782397 -0.117240 8.307285 0.020241 -0.010120 0.009055
34.835302 36.191308 0.789575 -0.021534 8.292929 0.019175 -0.010653 0.006392
34.839170 36.196307 0.866140 -0.028712 8.367101 0.021839 -0.012251 0.004794
34.846230 36.201428 0.736937 -0.167486 8.273788 0.018643 -0.013849 0.008522
34.850044 36.206565 0.727366 -0.090921 8.288144 0.020773 -0.011718 0.006392
34.859197 36.211625 0.870925 -0.069387 8.312070 0.023437 -0.013316 0.006924
34.862176 36.216338 0.825465 -0.119633 8.269002 0.022904 -0.013316 0.009055
34.868856 36.221599 0.763256 -0.078957 8.211579 0.021839 -0.012784 0.005326
34.869495 36.226321 0.794360 -0.043068 8.288144 0.019708 -0.012784 0.007990
34.878149 36.231418 0.933134 -0.098099 8.283358 0.019175 -0.012251 0.006924
34.880444 36.236343 0.775219 -0.136381 8.175689 0.022904 -0.012251 0.010120
34.889219 36.241367 0.715403 -0.143559 8.400598 0.022371 -0.012251 0.007990
34.889416 36.246341 0.808716 -0.040675 8.269002 0.020241 -0.013316 0.010653
34.895645 36.251373 0.933134 -0.078957 8.257039 0.023969 -0.012251 0.008522
34.898851 36.256388 0.806323 -0.107669 8.292929 0.020773 -0.014914 0.004794
34.910565 36.261383 0.734544 -0.160308 8.235505 0.020773 -0.010653 0.005326
34.910762 36.266544 0.866140 -0.059816 8.295322 0.021839 -0.010653 0.006392
34.915038 36.271506 0.880496 -0.052638 8.300107 0.023437 -0.013316 0.007990
34.920667 36.276509 0.734544 -0.148344 8.283358 0.018643 -0.013316 0.005859
34.926693 36.281508 0.746507 -0.162700 8.300107 0.021839 -0.013849 0.004794
34.934054 36.288057 0.904422 -0.035890 8.359923 0.019708 -0.014914 0.006392
34.935003 36.291642 0.780004 -0.093313 8.259432 0.022904 -0.013849 0.002131
34.940435 36.296542 0.736937 -0.100491 8.273788 0.022904 -0.010653 0.005326
34.945105 36.301833 0.787182 -0.040675 8.235505 0.021839 -0.016512 0.007457
34.950882 36.306655 0.858962 -0.047853 8.340782 0.019175 -0.011718 0.007990
34.955559 36.311665 0.791968 -0.112455 8.223542 0.023437 -0.010653 0.008522
34.962600 36.316667 0.720188 -0.095706 8.264217 0.022371 -0.012784 0.008522
34.964456 36.321845 0.796753 -0.117240 8.388635 0.022371 -0.015447 0.007990
34.970530 36.326717 0.909207 -0.023927 8.326426 0.019708 -0.007990 0.006392
34.985195 36.331693 0.818287 -0.150737 8.264217 0.021839 -0.010120 0.006924
34.985423 36.336857 0.720188 -0.141166 8.292929 0.023437 -0.012251 0.007457
34.985828 36.341791 0.760863 -0.114847 8.273788 0.022904 -0.011718 0.004794
34.989409 36.346813 0.899637 -0.112455 8.328819 0.021306 -0.011718 0.009588
34.997436 36.351802 0.784790 -0.126811 8.211579 0.022904 -0.011186 0.002663
34.998992 36.356824 0.746507 -0.141166 8.300107 0.022371 -0.012251 0.006392
35.006895 36.361852 0.846999 -0.093313 8.314463 0.022371 -0.011718 0.007457
35.010300 36.366840 0.870925 -0.016749 8.242683 0.022904 -0.013316 0.004261
35.015555 36.372090 0.837428 -0.086135 8.247468 0.023969 -0.010653 0.005859
35.020150 36.376834 0.724973 -0.098099 8.314463 0.023437 -0.012251 0.006392
35.024668 36.381852 0.849391 -0.026319 8.269002 0.021306 -0.012251 0.006392
35.030381 36.386840 0.863747 -0.088528 8.283358 0.019175 -0.011186 0.005326
35.036497 36.392567 0.756078 -0.110062 8.230720 0.021306 -0.014914 0.004794
35.044154 36.397018 0.760863 -0.043068 8.266610 0.020773 -0.011718 0.007990
35.044879 36.401959 0.875710 -0.019141 8.328819 0.019708 -0.013849 0.007457
35.050654 36.407144 0.823072 -0.114847 8.340782 0.021839 -0.013316 0.005859
35.056781 36.411954 0.796753 -0.098099 8.321641 0.021839 -0.011718 0.005859
35.060819 36.417008 0.787182 -0.057424 8.264217 0.019175 -0.014382 0.007990
35.065625 36.421958 0.947490 -0.066994 8.261824 0.023969 -0.012251 0.005326
35.070218 36.426996 0.799145 -0.093313 8.309677 0.021306 -0.013316 0.004794
35.077983 36.432176 0.736937 -0.112455 8.249861 0.021839 -0.012251 0.006392
35.080939 36.437144 0.863747 -0.093313 8.290536 0.025567 -0.013849 0.004794
35.085538 36.442314 0.830250 -0.086135 8.194830 0.024502 -0.009588 0.006924
35.093923 36.447191 0.801538 -0.050246 8.288144 0.019708 -0.012251 0.009055
35.094746 36.452165 0.770434 -0.062209 8.314463 0.022904 -0.010120 0.011718
35.100956 36.457124 0.856569 -0.076565 8.264217 0.018110 -0.011718 0.007457
35.105546 36.462149 0.878103 -0.114847 8.249861 0.021306 -0.013316 0.009588
35.114786 36.467272 0.758470 -0.136381 8.276180 0.021306 -0.013849 0.008522
35.115435 36.472151 0.856569 -0.066994 8.247468 0.021306 -0.013316 0.007457
35.119495 36.477154 0.902029 -0.045460 8.264217 0.022371 -0.012784 0.008522
35.125694 36.482173 0.815894 -0.095706 8.338389 0.021306 -0.014914 0.008522
35.135476 36.487324 0.732151 -0.059816 8.271395 0.024502 -0.012251 0.005859
35.136746 36.493396 0.777612 -0.083743 8.285751 0.023969 -0.016512 0.005326
35.145106 36.497553 0.801538 -0.069387 8.302499 0.020241 -0.011718 0.005859
35.145735 36.502578 0.815894 -0.069387 8.240291 0.019708 -0.012784 0.007457
35.152073 36.507748 0.780004 -0.045460 8.230720 0.021306 -0.013316 0.006392
35.166824 36.512805 0.772826 -0.126811 8.314463 0.019708 -0.012251 0.009588
35.167912 36.518041 0.918778 -0.057424 8.359923 0.021839 -0.012784 0.004261
35.168848 36.522922 0.791968 -0.086135 8.185260 0.020241 -0.011186 0.006924
35.175270 36.528279 0.732151 -0.107669 8.347960 0.020773 -0.011718 0.006392
35.177524 36.533210 0.806323 0.000000 8.235505 0.021306 -0.012784 0.005859
35.186798 36.538449 0.911600 -0.071780 8.204401 0.019175 -0.014914 0.006924
35.186947 36.543497 0.837428 -0.112455 8.269002 0.019175 -0.011186 0.007990
35.194299 36.548576 0.765648 -0.035890 8.333604 0.021306 -0.010653 0.004261
35.197993 36.553656 0.772826 -0.107669 8.352745 0.022371 -0.009055 0.010120
35.203625 36.558742 0.868532 -0.088528 8.278573 0.022904 -0.014382 0.006924
35.206072 36.563752 0.784790 -0.098099 8.185260 0.019708 -0.008522 0.006392
35.215992 36.568916 0.746507 -0.076565 8.280966 0.020241 -0.010653 0.006924
35.216139 36.573934 0.827857 -0.093313 8.388635 0.024502 -0.009588 0.006924
35.221959 36.579119 0.851784 -0.105277 8.264217 0.023969 -0.015979 0.005859
35.226238 36.584180 0.787182 -0.136381 8.266610 0.021839 -0.011186 0.005326
35.234800 36.589276 0.801538 -0.138774 8.237898 0.018643 -0.013849 0.009055
35.236816 36.594711 0.756078 -0.112455 8.276180 0.020773 -0.012784 0.007457
35.244431 36.599649 0.854176 -0.069387 8.280966 0.019708 -0.011186 0.005859
35.246760 36.604672 0.866140 -0.133988 8.254646 0.021306 -0.013316 0.002131
35.254001 36.609666 0.741722 -0.035890 8.307285 0.021306 -0.011718 0.004261
35.256905 36.614879 0.825465 -0.095706 8.218757 0.020773 -0.011718 0.004794
35.264010 36.619938 0.851784 -0.078957 8.252254 0.024502 -0.012251 0.006924
35.270072 36.624822 0.796753 -0.098099 8.297714 0.023969 -0.013849 0.006924
35.275700 36.629988 0.736937 -0.126811 8.237898 0.020241 -0.014914 0.006924
35.280386 36.634975 0.870925 -0.066994 8.273788 0.020241 -0.011718 0.007457
35.286705 36.640152 0.870925 -0.086135 8.307285 0.022371 -0.011186 0.004261
35.288905 36.645164 0.842213 -0.093313 8.338389 0.021306 -0.013849 0.005326
35.294831 36.650319 0.746507 -0.083743 8.367101 0.022371 -0.008522 0.007457
35.297308 36.655325 0.858962 -0.057424 8.304892 0.025567 -0.013316 0.009588
35.304450 36.660479 0.861354 -0.086135 8.237898 0.020241 -0.010653 0.007990
35.309219 36.665501 0.775219 -0.110062 8.345567 0.018643 -0.015447 0.003729
35.315180 36.670846 0.744115 -0.057424 8.345567 0.023969 -0.012251 0.005859
35.318557 36.675746 0.818287 -0.057424 8.321641 0.020773 -0.014382 0.006924
35.325293 36.680839 0.825465 -0.074172 8.269002 0.020241 -0.012251 0.006924
35.330062 36.685819 0.794360 -0.117240 8.261824 0.019708 -0.013849 0.006924
35.334337 36.690988 0.787182 -0.071780 8.326426 0.019708 -0.012251 0.004794
35.340438 36.696274 0.775219 -0.059816 8.316855 0.021839 -0.011186 0.008522
35.345364 36.701172 0.856569 -0.090921 8.252254 0.022904 -0.014914 0.007457
35.348241 36.706194 0.739329 -0.074172 8.292929 0.021306 -0.012251 0.005859
35.356534 36.711444 0.746507 -0.114847 8.300107 0.022371 -0.013849 0.003729
35.359418 36.716378 0.870925 -0.069387 8.292929 0.020241 -0.013849 0.006392
35.365755 36.721696 0.832643 -0.021534 8.218757 0.020773 -0.012784 0.008522
35.371497 36.726651 0.782397 -0.074172 8.264217 0.021839 -0.013849 0.008522
35.378280 36.731995 0.772826 -0.110062 8.271395 0.021306 -0.011186 0.006392
35.381714 36.737103 0.878103 -0.002393 8.273788 0.021839 -0.011718 0.003729
35.387588 36.742368 0.913993 -0.062209 8.273788 0.021839 -0.015979 0.005326
35.391020 36.747715 0.732151 -0.050246 8.283358 0.020241 -0.012251 0.007990
35.396888 36.752483 0.681906 -0.098099 8.211579 0.021306 -0.007990 0.004794
35.400401 36.757382 0.815894 -0.076565 8.304892 0.020773 -0.012251 0.009055
35.411778 36.762714 0.870925 -0.064602 8.285751 0.020773 -0.012784 0.006924
35.411962 36.767658 0.736937 -0.052638 8.269002 0.021839 -0.009588 0.006392
35.418289 36.772842 0.760863 -0.088528 8.335997 0.023437 -0.013849 0.006924
35.426438 36.777818 0.870925 -0.035890 8.280966 0.021839 -0.014382 0.007990
35.427130 36.782733 0.839821 -0.102884 8.269002 0.021306 -0.012251 0.005326
35.433972 36.787745 0.729759 -0.114847 8.302499 0.021839 -0.012251 0.006392
35.435316 36.793103 0.780004 -0.052638 8.300107 0.021839 -0.012784 0.007457
35.443028 36.797924 0.851784 -0.088528 8.237898 0.021306 -0.014382 0.005859
35.444953 36.802926 0.832643 -0.055031 8.283358 0.021306 -0.015447 0.008522
35.449927 36.807929 0.748900 -0.095706 8.213971 0.020773 -0.012251 0.006392
35.459994 36.813030 0.851784 -0.040675 8.359923 0.020773 -0.014382 0.007457
35.461352 36.818216 0.902029 -0.062209 8.218757 0.021839 -0.015447 0.005859
35.465912 36.823164 0.808716 -0.122025 8.362316 0.020773 -0.012784 0.005859
35.474884 36.827951 0.736937 -0.129203 8.211579 0.020241 -0.011186 0.007990
35.475889 36.833021 0.846999 -0.081350 8.335997 0.021839 -0.011718 0.005859
35.497856 36.837947 0.851784 -0.026319 8.304892 0.021306 -0.012784 0.005859
35.498040 36.842984 0.741722 -0.124418 8.295322 0.021839 -0.009055 0.008522
35.498231 36.848180 0.696261 -0.074172 8.228327 0.019708 -0.011718 0.008522
35.498485 36.853102 0.849391 -0.002393 8.273788 0.020241 -0.012784 0.010120
35.508262 36.857961 0.839821 -0.093313 8.264217 0.023969 -0.013316 0.004794
35.508437 36.862988 0.780004 -0.119633 8.276180 0.020241 -0.012251 0.007457
35.515241 36.868105 0.780004 -0.021534 8.314463 0.020773 -0.012784 0.005326
35.516158 36.873127 0.897244 -0.074172 8.290536 0.023969 -0.013316 0.006392
35.523119 36.878072 0.789575 -0.107669 8.379064 0.020773 -0.012251 0.006392
35.525126 36.883057 0.713010 -0.124418 8.304892 0.020241 -0.012251 0.007990
35.533250 36.888079 0.839821 -0.038282 8.261824 0.020241 -0.013849 0.004261
35.535232 36.893204 0.894852 -0.026319 8.359923 0.020241 -0.012784 0.009055
35.543361 36.899468 0.856569 -0.014356 8.261824 0.021306 -0.012784 0.008522
35.546376 36.904294 0.760863 -0.098099 8.388635 0.023437 -0.013316 0.006392
35.557139 36.909195 0.741722 -0.131596 8.292929 0.022371 -0.013316 0.005326
35.557323 36.914151 0.887674 -0.064602 8.240291 0.022904 -0.010653 0.009055
