timu_ground timu_onboard ax_meas ay_meas az_meas wx_meas wy_meas wz_meas
111.702125 113.041013 5.220765 -0.425892 7.488998 0.389366 0.981138 0.235963
111.702246 113.046042 5.010211 -0.325401 7.414826 0.396823 0.994455 0.208266
111.702369 113.051029 4.790088 -0.334971 7.546422 0.399486 1.008304 0.190688
111.702491 113.056047 4.778124 -0.239265 7.668447 0.400552 1.018424 0.180035
111.707317 113.061079 4.814014 -0.055031 7.618201 0.402682 1.039730 0.170448
111.707992 113.066056 4.694382 -0.119633 7.553600 0.393095 1.037599 0.162990
111.715439 113.071245 4.526896 -0.157915 7.376543 0.385637 1.023218 0.160327
111.717113 113.076191 4.613031 -0.145952 7.445930 0.366462 0.999781 0.163523
111.725642 113.081768 4.713523 -0.131596 7.467464 0.357940 0.971018 0.166719
111.729566 113.086862 4.725486 -0.193805 7.283230 0.334503 0.939592 0.169382
111.737275 113.091802 4.711130 -0.150737 7.307157 0.321187 0.912427 0.168317
111.738688 113.096817 4.881008 -0.119633 7.323905 0.297218 0.888990 0.162990
111.743006 113.101804 4.916898 -0.023927 7.429182 0.273249 0.886327 0.153935
111.751688 113.106824 4.945610 0.117240 7.503354 0.242888 0.900176 0.129434
111.758822 113.111864 4.938432 0.244050 7.481820 0.210396 0.922547 0.104399
111.759419 113.117856 4.773339 0.375646 7.496176 0.160860 0.957169 0.070842
111.771287 113.122040 4.627387 0.361290 7.512925 0.115052 0.980073 0.047938
111.771421 113.126978 4.428797 0.361290 7.477035 0.072440 1.004575 0.034622
111.776567 113.132001 4.337877 0.260799 7.716300 0.032492 1.028012 0.031959
111.971261 113.142006 4.414441 0.150737 7.926853 -0.013849 1.070623 0.048471
111.971397 113.147381 4.201495 0.119633 7.802435 -0.028763 1.063166 0.051667
111.971522 113.152022 4.313950 0.141166 7.950780 -0.030361 1.040262 0.058059
111.971648 113.157172 4.390515 0.035890 7.960350 -0.027698 1.008836 0.057526
111.971772 113.162114 4.244563 -0.045460 7.977099 -0.015979 0.973681 0.055395
111.971894 113.167147 4.270882 -0.090921 8.012989 -0.005326 0.958767 0.055928
111.972016 113.172133 4.407263 0.107669 8.094339 -0.000533 0.955039 0.053797
111.972137 113.177149 4.400085 0.191412 8.120658 0.003729 0.952908 0.039416
111.972258 113.182419 4.225422 0.308652 7.960350 0.000533 0.953441 0.027165
111.972379 113.187309 4.165606 0.366076 7.941209 -0.010120 0.953973 0.012251
111.972500 113.192476 4.069900 0.495279 7.888571 -0.031959 0.947582 0.000000
111.972620 113.197464 3.768426 0.545524 7.879000 -0.059124 0.952375 0.000000
111.972741 113.202641 3.402350 0.320615 8.075198 -0.091616 0.966757 0.009055
111.972862 113.207655 3.419098 0.272762 8.211579 -0.119846 0.995520 0.025567
111.972983 113.213017 3.387994 0.220124 8.242683 -0.137956 1.026946 0.048471
111.973106 113.219533 3.287503 0.016749 8.331211 -0.139554 1.049850 0.069244
111.973226 113.223207 2.981243 -0.131596 8.474770 -0.128901 1.064232 0.083093
111.973351 113.228225 3.026704 -0.167486 8.615937 -0.101736 1.086070 0.100138
111.973473 113.233420 3.328178 -0.167486 8.836061 -0.060722 1.116431 0.099605
111.973594 113.238410 3.387994 -0.133988 8.723606 -0.010653 1.128149 0.091083
111.973715 113.243591 3.316214 -0.193805 8.639863 0.044210 1.119094 0.071908
111.973836 113.248578 3.208545 -0.124418 8.510660 0.089485 1.086603 0.053797
111.973957 113.253770 3.167870 -0.153130 8.539372 0.135293 1.037067 0.033024
111.974078 113.258805 3.019526 -0.107669 8.625507 0.173111 0.988596 0.013849
111.974199 113.263928 2.974065 0.086135 8.630293 0.199743 0.951843 -0.011718
111.974319 113.268944 2.871181 0.184234 8.694894 0.212527 0.925743 -0.033557
111.974443 113.274225 2.808972 0.342149 8.728391 0.217853 0.912427 -0.050602
111.974564 113.279004 2.598419 0.378039 8.764281 0.224778 0.891121 -0.067114
111.974690 113.284242 2.292160 0.406751 8.802564 0.234365 0.875674 -0.080430
111.974815 113.289062 2.107926 0.456996 8.855202 0.245551 0.847976 -0.092681
111.974936 113.294165 1.959581 0.437855 8.685324 0.256737 0.817083 -0.094279
111.975057 113.299080 1.818415 0.358898 8.879128 0.260465 0.780330 -0.089485
111.975178 113.304105 1.878231 0.299081 8.809742 0.265792 0.745175 -0.083093
111.975299 113.309128 2.048109 0.423499 8.730784 0.271651 0.704694 -0.074571
111.975420 113.314124 2.014612 0.471352 8.525016 0.275912 0.659419 -0.067646
111.975543 113.320369 1.859090 0.497671 8.395813 0.279108 0.613078 -0.064450
111.975665 113.324808 1.720316 0.624482 8.467592 0.270585 0.588044 -0.069244
111.975787 113.329563 1.710746 0.780004 8.400598 0.261530 0.581119 -0.079365
112.111543 113.334567 1.746635 0.751292 8.307285 0.240757 0.597632 -0.099073
112.111679 113.339563 1.741850 0.899637 8.381457 0.217853 0.626395 -0.119313
112.111804 113.344690 1.883016 0.937919 8.479556 0.188025 0.669006 -0.134760
112.111926 113.349612 1.883016 0.990558 8.558513 0.157131 0.721739 -0.145946
112.112048 113.354636 1.866268 0.918778 8.486734 0.133162 0.761687 -0.151272
112.112222 113.359629 1.780132 1.007306 8.417347 0.108128 0.778199 -0.148609
112.112347 113.364656 1.746635 1.112583 8.288144 0.086289 0.774471 -0.149674
112.112469 113.369666 1.701175 1.205896 8.273788 0.058591 0.751567 -0.141684
112.112590 113.374659 1.634181 1.100620 8.245076 0.035155 0.731326 -0.133695
112.112718 113.379997 1.749028 1.198718 8.178082 -0.004261 0.713216 -0.111324
112.112840 113.384779 1.954796 1.244179 8.259432 -0.042612 0.704161 -0.092681
112.112962 113.389783 1.952403 1.306388 8.209186 -0.083093 0.697769 -0.073505
112.113083 113.394785 1.763384 1.091049 8.106302 -0.117715 0.697237 -0.054330
112.113206 113.399792 1.528904 0.992950 8.161333 -0.147011 0.702031 -0.027698
112.113328 113.404834 1.710746 0.823072 8.405383 -0.164056 0.708422 -0.009055
112.113453 113.409799 1.811237 0.880496 8.362316 -0.165654 0.716945 0.004261
112.113577 113.415035 1.878231 0.796753 8.400598 -0.160860 0.713216 0.008522
112.113699 113.420022 2.036146 0.894852 8.276180 -0.145946 0.707890 0.012251
112.113820 113.424917 2.136637 0.870925 8.237898 -0.128368 0.697237 0.010120
112.113941 113.429983 2.079214 0.942705 8.288144 -0.111856 0.692443 0.012251
112.114062 113.434894 1.861483 0.928349 8.395813 -0.104399 0.702563 0.018110
112.114185 113.439938 1.660500 1.069515 8.405383 -0.104399 0.722804 0.025567
112.114308 113.445031 1.710746 1.098227 8.300107 -0.116117 0.749436 0.036753
112.114430 113.449860 1.734672 1.119761 8.228327 -0.140087 0.765948 0.054863
112.114552 113.454861 1.579150 1.119761 8.044093 -0.174709 0.776601 0.078832
112.114672 113.460027 1.689212 1.119761 8.029737 -0.213059 0.785656 0.105997
112.114793 113.464847 1.782525 1.093442 7.962743 -0.253008 0.793114 0.141684
112.114921 113.469869 1.760991 0.916385 7.986670 -0.302012 0.802169 0.171513
112.121650 113.474854 1.830378 0.902029 8.020167 -0.343026 0.806962 0.202406
112.123288 113.479876 1.940440 0.823072 7.945994 -0.375517 0.812822 0.226376
112.127584 113.484915 1.954796 0.669942 7.778509 -0.400552 0.820811 0.248747
112.135543 113.489893 1.866268 0.507242 7.922068 -0.411737 0.827203 0.264726
112.135684 113.495060 1.825593 0.368468 8.101517 -0.418129 0.855433 0.282836
112.141504 113.500001 2.105533 0.368468 8.103909 -0.408009 0.893784 0.290293
112.151184 113.505014 2.107926 0.344542 8.225935 -0.395758 0.932667 0.289228
112.152590 113.510013 1.933262 0.325401 8.015381 -0.379246 0.972616 0.276977
112.159285 113.515111 1.844734 0.315830 8.079983 -0.357407 1.008304 0.267922
112.177154 113.520066 1.617432 0.387609 8.046486 -0.345156 1.039730 0.259932
112.177309 113.529561 1.036018 0.421107 8.302499 -0.344624 1.129747 0.238627
112.179966 113.531799 1.107797 0.435463 8.273788 -0.343558 1.151586 0.238094
112.180102 113.536749 1.050374 0.378039 8.331211 -0.349950 1.192067 0.226908
112.312148 113.542075 1.205896 0.454604 8.362316 -0.363799 1.212308 0.225843
112.312284 113.546747 1.050374 0.378039 8.206793 -0.374985 1.215504 0.230637
112.312409 113.551778 0.796753 0.165093 8.441273 -0.381376 1.209112 0.243420
112.315543 113.556754 0.856569 -0.059816 8.553728 -0.370723 1.192067 0.246084
112.315680 113.561771 1.170006 -0.069387 8.575262 -0.351015 1.172892 0.258867
112.315804 113.566885 1.248964 -0.217731 8.709250 -0.307338 1.138802 0.268455
112.315925 113.571792 1.201111 -0.346934 8.831275 -0.254606 1.104180 0.262063
112.316047 113.576798 1.225037 -0.318223 8.824097 -0.192286 1.070623 0.256204
112.316168 113.581795 1.402094 -0.256014 8.876736 -0.124107 1.047187 0.238094
112.316290 113.586860 1.320743 -0.177056 8.778637 -0.060189 1.016293 0.221582
112.316411 113.591801 1.248964 -0.083743 8.804956 -0.001065 0.994455 0.201874
112.316532 113.596822 1.222645 0.093313 8.761888 0.039949 0.979008 0.188558
112.316653 113.601812 1.100620 0.217731 8.627900 0.061787 0.968888 0.181100
112.316773 113.606830 0.622089 0.277548 8.582440 0.062320 0.960365 0.181100
112.316894 113.611855 0.122025 0.306259 8.649434 0.038883 0.959300 0.190156
112.317015 113.616839 -0.028712 0.344542 8.659004 0.005859 0.965159 0.208798
112.317136 113.622171 -0.033497 0.291903 8.594403 -0.032492 0.952908 0.221049
112.317262 113.626961 -0.031104 0.244050 8.424525 -0.075636 0.911362 0.238094
112.317383 113.631997 0.078957 0.129203 8.216364 -0.110791 0.847976 0.255671
112.317516 113.636985 0.390002 0.052638 8.395813 -0.143815 0.785124 0.260465
112.317638 113.642070 0.409143 -0.157915 8.544157 -0.166186 0.726533 0.257269
112.317759 113.647067 0.490493 -0.258406 8.381457 -0.167252 0.682323 0.245551
112.317881 113.652246 0.552702 -0.370861 8.637471 -0.150207 0.655158 0.224245
112.318002 113.657244 0.624482 -0.478530 8.757103 -0.117183 0.633852 0.184829
112.318123 113.662404 0.447426 -0.461782 8.733177 -0.055395 0.625862 0.129434
112.318247 113.667423 0.251228 -0.421107 8.654219 -0.003196 0.630656 0.076169
112.327357 113.672774 0.150737 -0.291903 8.764281 0.044210 0.636515 0.025034
112.328636 113.677585 0.062209 -0.153130 8.716428 0.086822 0.654092 -0.013849
112.330139 113.682764 -0.131596 -0.016749 8.532194 0.109726 0.673268 -0.047938
112.330820 113.687751 -0.392395 0.122025 8.568084 0.121976 0.695639 -0.071908
112.338869 113.692937 -0.425892 0.222517 8.558513 0.115585 0.714814 -0.080963
112.339545 113.698066 -0.425892 0.382824 8.513053 0.095344 0.729196 -0.082028
112.345367 113.703117 -0.643623 0.421107 8.438881 0.073505 0.732392 -0.080963
112.351215 113.708120 -0.657979 0.600555 8.209186 0.039416 0.723869 -0.069244
112.357183 113.713371 -0.710617 0.629267 8.108695 -0.012784 0.699900 -0.053797
112.359074 113.718289 -0.701047 0.576629 8.170904 -0.056993 0.679127 -0.037285
112.368561 113.723638 -0.823072 0.492886 8.113480 -0.096409 0.672202 -0.018643
112.377211 113.728570 -0.887674 0.361290 8.233113 -0.125172 0.664745 -0.000533
112.377962 113.733764 -0.693869 0.330186 8.331211 -0.145413 0.664213 0.006924
112.379454 113.738784 -0.691476 0.265584 8.446059 -0.156599 0.667941 0.019708
112.387592 113.743645 -0.844606 0.148344 8.508267 -0.149142 0.670604 0.022371
112.390359 113.748601 -0.801538 0.145952 8.615937 -0.134227 0.669539 0.018643
112.518991 113.753759 -0.657979 0.064602 8.541765 -0.117183 0.663147 0.010120
112.519141 113.758799 -0.715403 0.131596 8.364708 -0.092148 0.656223 0.007990
112.519275 113.763726 -0.794360 0.098099 8.407776 -0.075103 0.633852 -0.001598
112.519407 113.768728 -0.715403 0.117240 8.266610 -0.059124 0.615209 -0.001065
112.519542 113.773729 -0.593377 0.181841 8.388635 -0.054863 0.602425 0.005326
112.519676 113.778734 -0.696261 0.160308 8.402991 -0.054863 0.600827 0.007990
112.519808 113.783758 -0.825465 0.198590 8.405383 -0.052200 0.588577 0.017045
112.519939 113.788758 -0.799145 0.279940 8.400598 -0.055928 0.572064 0.022904
112.520070 113.793921 -0.921171 0.342149 8.443666 -0.058591 0.551824 0.026632
112.520200 113.798837 -1.038411 0.251228 8.479556 -0.061255 0.528387 0.034090
112.520331 113.803867 -1.126939 0.232087 8.374279 -0.062853 0.508147 0.041547
112.520462 113.808852 -1.033625 0.167486 8.269002 -0.061787 0.481514 0.060189
112.520592 113.813875 -1.043196 0.100491 8.245076 -0.054330 0.450621 0.065516
112.520727 113.818890 -1.222645 -0.035890 8.113480 -0.038351 0.421325 0.072973
112.520860 113.823898 -1.103012 0.047853 8.161333 -0.017045 0.402682 0.073505
112.520995 113.829073 -1.119761 0.129203 8.132621 0.009055 0.392562 0.066581
112.521127 113.834939 -1.148473 0.150737 8.084768 0.037818 0.405878 0.050602
112.521260 113.839867 -1.260927 0.306259 7.977099 0.051134 0.425586 0.035687
112.521392 113.844910 -1.385345 0.370861 7.859859 0.053265 0.450621 0.022904
112.521524 113.849872 -1.382952 0.528776 7.883786 0.049536 0.484177 0.010120
112.521657 113.854912 -1.526511 0.622089 7.658876 0.032492 0.516669 0.005326
112.521789 113.859902 -1.660500 0.655586 7.503354 0.001598 0.545432 0.008522
112.521922 113.864909 -1.847127 0.744115 7.575134 -0.038883 0.578989 0.016512
112.522054 113.870061 -1.844734 0.607733 7.651698 -0.077234 0.607752 0.034090
112.522186 113.875011 -1.744243 0.626875 7.706729 -0.111856 0.642374 0.058591
112.529636 113.880007 -1.600684 0.459389 7.589489 -0.133162 0.670072 0.080963
112.529773 113.885022 -1.557616 0.447426 7.572741 -0.152870 0.679659 0.107595
112.532554 113.890031 -1.447554 0.394787 7.467464 -0.159262 0.686584 0.132097
112.537051 113.895072 -1.404486 0.244050 7.417219 -0.160860 0.674866 0.156599
112.540782 113.900041 -1.509763 0.062209 7.642128 -0.146478 0.666343 0.172578
112.548472 113.905245 -1.461910 0.004785 7.544029 -0.128368 0.665278 0.187492
112.550829 113.910169 -1.256142 -0.035890 7.601453 -0.098007 0.674866 0.199743
112.557365 113.915200 -1.275283 -0.177056 7.922068 -0.065516 0.696172 0.209331
112.561885 113.920186 -1.650929 -0.244050 8.017774 -0.027698 0.739849 0.213592
112.569238 113.925344 -1.911728 -0.196197 8.245076 0.013849 0.786189 0.208266
112.577198 113.930223 -1.930869 -0.110062 8.328819 0.054330 0.825605 0.196547
112.577877 113.936481 -2.069643 -0.081350 8.269002 0.103334 0.849042 0.176839
112.583688 113.941029 -2.186883 -0.026319 8.060842 0.134760 0.838921 0.164588
112.587021 113.946241 -2.232344 -0.026319 8.173296 0.160327 0.806962 0.158197
112.591660 113.951036 -2.239521 0.057424 8.156548 0.177372 0.759024 0.157664
112.927267 113.956132 -2.184490 0.021534 8.106302 0.191221 0.704161 0.159795
112.927418 113.961116 -2.194061 -0.007178 8.123051 0.203472 0.639178 0.167252
112.927553 113.966150 -2.110318 -0.002393 8.180474 0.213059 0.576326 0.178970
112.927685 113.971210 -1.971545 -0.004785 8.314463 0.225843 0.510277 0.191221
112.927816 113.976284 -2.124674 -0.136381 8.161333 0.237029 0.452219 0.198678
112.927947 113.981259 -2.060073 -0.229695 8.077590 0.251943 0.400552 0.214125
112.928077 113.986158 -1.897372 -0.186627 8.118265 0.271651 0.366462 0.224778
112.928212 113.991204 -1.839949 -0.248836 8.206793 0.290293 0.351548 0.229039
112.928334 113.996145 -1.926084 -0.258406 8.355138 0.319589 0.362201 0.228506
112.928456 114.001167 -2.021790 -0.258406 8.412561 0.345156 0.378713 0.225843
112.928577 114.006159 -2.074429 -0.102884 8.367101 0.364332 0.402150 0.213592
112.928698 114.011184 -2.284982 -0.105277 8.280966 0.377648 0.422390 0.205602
112.928843 114.016177 -2.481179 0.011963 8.168511 0.380311 0.435174 0.196547
112.928978 114.021192 -2.378295 0.081350 8.123051 0.376050 0.430913 0.187492
112.929112 114.026315 -2.383081 0.136381 7.902927 0.355277 0.410672 0.185894
112.929246 114.031260 -2.540996 0.267977 7.718693 0.321720 0.378180 0.186427
112.929380 114.038245 -2.478787 0.370861 7.532066 0.260998 0.319589 0.186960
112.929516 114.041685 -2.426148 0.382824 7.546422 0.234365 0.291359 0.181100
112.929654 114.046673 -2.438112 0.411536 7.486605 0.180035 0.250877 0.180568
112.929786 114.051727 -2.490750 0.363683 7.529673 0.129434 0.220516 0.177372
112.929917 114.056672 -2.481179 0.461782 7.532066 0.079365 0.207733 0.170980
112.930048 114.061895 -2.462038 0.406751 7.687588 0.038351 0.211994 0.164588
112.930181 114.066682 -2.550566 0.299081 7.797650 0.001065 0.221582 0.146478
112.930315 114.071693 -2.782653 0.241658 7.584704 -0.021306 0.235431 0.129966
112.930449 114.076725 -2.909464 0.191412 7.773724 -0.034622 0.237561 0.113987
112.930589 114.081755 -2.871181 0.272762 7.689981 -0.045275 0.234898 0.100138
112.930731 114.086889 -3.026704 0.256014 7.654091 -0.043677 0.234898 0.075636
112.930865 114.091820 -3.074557 0.224909 7.666054 -0.048471 0.230104 0.056993
112.930998 114.096823 -3.024311 0.236872 7.697159 -0.055928 0.232235 0.044210
112.931131 114.101817 -2.945354 0.256014 7.699551 -0.059657 0.233833 0.030361
112.931265 114.106831 -2.890323 0.306259 7.761760 -0.071375 0.230637 0.028230
112.931398 114.111867 -2.954924 0.267977 7.704337 -0.082028 0.224245 0.024502
112.931539 114.116841 -2.895108 0.236872 7.606238 -0.095877 0.209331 0.022904
112.931686 114.122042 -2.849648 0.320615 7.639735 -0.107062 0.196547 0.027698
112.931821 114.126983 -2.832899 0.208161 7.737834 -0.116117 0.190156 0.031426
112.931954 114.132007 -2.873574 0.138774 7.694766 -0.123574 0.180035 0.036220
112.932087 114.137823 -2.780261 0.181841 7.651698 -0.122509 0.177372 0.037818
112.932220 114.142013 -2.768297 0.098099 7.587097 -0.123574 0.161925 0.041547
112.932353 114.147034 -2.890323 0.102884 7.515317 -0.117183 0.151805 0.039949
112.932488 114.152246 -3.024311 0.047853 7.615809 -0.110258 0.144880 0.033557
112.932620 114.157246 -2.907071 0.009571 7.603845 -0.099073 0.139554 0.032492
112.932753 114.162386 -2.887930 -0.069387 7.455501 -0.079365 0.135293 0.027698
112.932886 114.167406 -2.866396 -0.078957 7.505747 -0.064450 0.133162 0.020241
112.933020 114.172770 -2.962102 0.033497 7.412433 -0.042079 0.129966 0.005859
112.933153 114.177559 -2.880752 0.074172 7.443538 -0.024502 0.125705 -0.005859
112.933286 114.182740 -2.885537 0.057424 7.527280 -0.011718 0.120911 -0.021839
112.933418 114.187726 -2.969280 -0.007178 7.500961 0.001065 0.110791 -0.025034
112.933551 114.193051 -2.995599 0.033497 7.493783 0.014382 0.096409 -0.030894
112.933688 114.198189 -2.947746 -0.031104 7.503354 0.023437 0.077234 -0.029296
112.933821 114.203202 -3.127195 -0.069387 7.393292 0.036220 0.052200 -0.024502
112.933954 114.209062 -3.172655 -0.074172 7.371758 0.045275 0.029296 -0.026100
112.934087 114.214006 -3.155907 -0.078957 7.426789 0.058591 0.012784 -0.021839
112.934220 114.219004 -2.945354 -0.129203 7.443538 0.070842 -0.000533 -0.020241
112.934354 114.224023 -2.873574 -0.052638 7.445930 0.086289 -0.001065 -0.023437
112.934490 114.229039 -2.907071 -0.014356 7.601453 0.104399 0.001598 -0.024502
112.934626 114.234024 -2.974065 0.052638 7.589489 0.125172 0.016512 -0.033024
112.934759 114.240454 -2.914249 0.186627 7.654091 0.145946 0.043145 -0.040481
112.934892 114.244019 -2.990814 0.227302 7.678018 0.156599 0.056993 -0.046340
112.935025 114.249263 -2.962102 0.299081 7.649306 0.164056 0.076701 -0.048471
112.935158 114.254182 -2.993207 0.433070 7.558385 0.161925 0.091616 -0.049536
112.935291 114.259206 -2.930998 0.492886 7.491391 0.144348 0.102801 -0.050602
112.935424 114.264557 -3.084127 0.476138 7.388507 0.122509 0.110258 -0.041014
112.935549 114.269351 -3.273147 0.557488 7.321512 0.092681 0.113454 -0.034622
112.935672 114.274536 -3.239650 0.610126 7.400470 0.060722 0.109193 -0.022904
112.935794 114.279525 -3.237257 0.557488 7.340654 0.033024 0.103334 -0.005326
112.935917 114.284705 -3.244435 0.437855 7.426789 0.004794 0.106530 0.012784
112.936039 114.289713 -3.297073 0.337364 7.546422 -0.013316 0.107595 0.025034
112.936882 114.294877 -3.373638 0.342149 7.579919 -0.021839 0.111856 0.034622
112.948036 114.299887 -3.301859 0.272762 7.596667 -0.021306 0.113454 0.049004
112.948729 114.305159 -3.457381 0.150737 7.438752 -0.015979 0.111324 0.051134
112.951446 114.310058 -3.505234 0.172271 7.457894 -0.011186 0.104399 0.062853
112.958188 114.315390 -3.521982 0.224909 7.532066 -0.001598 0.095877 0.069244
112.961708 114.320336 -3.452596 0.160308 7.649306 0.010120 0.099073 0.069777
112.966628 114.325394 -3.490878 0.138774 7.594275 0.015979 0.091083 0.069777
112.975463 114.330381 -3.538731 0.169878 7.529673 0.028230 0.088420 0.072973
112.978195 114.335564 -3.572228 0.143559 7.510532 0.035155 0.080430 0.064450
112.985090 114.342228 -3.646400 0.129203 7.419611 0.032492 0.069777 0.063385
112.986459 114.345738 -3.703824 0.050246 7.340654 0.031959 0.056461 0.060189
112.994902 114.350745 -3.813886 0.026319 7.223414 0.029828 0.041547 0.059124
113.007178 114.356004 -3.847383 0.038282 7.249733 0.023969 0.028763 0.058059
113.199667 114.371219 -3.998120 -0.181841 7.414826 0.030894 0.015979 0.046873
113.199815 114.376387 -3.983764 -0.169878 7.366973 0.041547 0.027165 0.039416
113.199953 114.381390 -3.955052 -0.220124 7.412433 0.060722 0.035687 0.023437
113.200088 114.386570 -4.019654 -0.291903 7.299979 0.080963 0.043145 0.005859
113.200253 114.391618 -4.124931 -0.246443 7.316727 0.099605 0.050602 -0.005326
113.200391 114.396730 -3.969408 -0.244050 7.247340 0.117183 0.059657 -0.025034
113.200527 114.401753 -3.964623 -0.220124 7.175561 0.130499 0.071375 -0.040481
113.200667 114.407028 -4.105789 -0.311045 7.216236 0.136358 0.086822 -0.049004
113.200807 114.411920 -4.084256 -0.265584 7.194702 0.141684 0.099605 -0.060189
113.200944 114.417092 -4.053151 -0.275155 7.132493 0.141152 0.110258 -0.069244
113.201082 114.422074 -4.122538 -0.320615 7.122922 0.143815 0.110258 -0.074038
113.201218 114.427268 -4.203888 -0.399573 7.060714 0.144348 0.104932 -0.077767
113.201357 114.432280 -3.981372 -0.442640 7.041572 0.140087 0.093213 -0.087887
113.201538 114.437447 -3.935911 -0.361290 7.036787 0.137423 0.084158 -0.098540
113.201705 114.444255 -3.655971 -0.346934 6.965007 0.138489 0.075103 -0.112389
113.201843 114.448245 -3.648793 -0.368468 6.993719 0.135293 0.074571 -0.127303
113.201979 114.453148 -3.627259 -0.323008 7.012860 0.134227 0.073505 -0.144880
113.202116 114.458188 -3.490878 -0.177056 6.967400 0.135293 0.079897 -0.168317
113.202253 114.463165 -3.543516 -0.160308 7.098996 0.135293 0.094279 -0.187492
113.202362 114.468395 -3.617689 -0.200983 7.027216 0.133162 0.109726 -0.199743
113.202498 114.473193 -3.658364 -0.169878 7.058321 0.128901 0.118248 -0.204537
113.202633 114.478203 -3.557872 -0.102884 6.950652 0.115585 0.120911 -0.210396
113.202770 114.483357 -3.737321 -0.169878 6.893228 0.098007 0.120379 -0.207200
113.202909 114.488316 -3.792352 -0.189019 6.670711 0.077234 0.104932 -0.197613
113.203046 114.493331 -3.821064 -0.126811 6.718564 0.058591 0.087887 -0.184829
113.203179 114.498576 -3.835420 -0.074172 6.689853 0.037818 0.063918 -0.176307
113.203314 114.503503 -3.978979 -0.234480 6.594147 0.028230 0.049536 -0.161925
113.203481 114.508806 -4.153642 -0.253621 6.754454 0.020241 0.041014 -0.153935
113.203618 114.513786 -4.101004 -0.248836 6.919547 0.012784 0.044742 -0.145413
113.203753 114.518965 -4.156035 -0.177056 6.907584 0.018110 0.062320 -0.143815
113.203887 114.523968 -4.376159 -0.227302 6.933903 0.023969 0.081495 -0.147544
113.204022 114.529148 -4.629780 -0.193805 7.017646 0.031959 0.103866 -0.148076
113.204156 114.534194 -4.778124 -0.227302 6.938688 0.042612 0.118248 -0.157131
113.204289 114.539311 -4.904935 -0.157915 6.933903 0.046340 0.136891 -0.156599
113.204424 114.548035 -5.043709 -0.124418 7.003290 0.049536 0.160327 -0.157131
113.204559 114.550212 -4.998248 -0.177056 7.017646 0.044210 0.168317 -0.153935
113.204694 114.555225 -4.864260 -0.153130 6.957830 0.032492 0.169382 -0.150740
113.204831 114.560233 -4.696774 -0.119633 7.008075 0.022371 0.164056 -0.132097
113.208764 114.565375 -4.572356 -0.306259 7.017646 0.007990 0.143282 -0.116650
113.220047 114.570316 -4.648921 -0.342149 6.991327 -0.005326 0.126238 -0.095877
113.220182 114.575338 -4.660884 -0.308652 7.022431 -0.018643 0.103866 -0.079365
113.222746 114.580499 -4.469472 -0.275155 7.158812 -0.025034 0.082028 -0.061787
113.228003 114.585350 -4.438368 -0.308652 7.232984 -0.026100 0.063918 -0.052200
113.235145 114.590376 -4.452724 -0.440248 7.278445 -0.014382 0.049536 -0.049004
113.236446 114.595353 -4.495791 -0.411536 7.347832 0.005326 0.035687 -0.041547
113.242201 114.600556 -4.349840 -0.538347 7.381329 0.030361 0.019175 -0.045808
113.246875 114.605498 -4.476650 -0.528776 7.448323 0.064983 0.003196 -0.044210
113.259568 114.610553 -4.529289 -0.550310 7.429182 0.103866 -0.007990 -0.043677
113.260777 114.615538 -4.345054 -0.435463 7.410041 0.141684 -0.027698 -0.053265
113.264952 114.620724 -4.366588 -0.394787 7.314335 0.180035 -0.044742 -0.056461
113.270395 114.625903 -4.433583 -0.265584 7.240162 0.207733 -0.062853 -0.056461
113.277920 114.630873 -4.285238 -0.189019 7.278445 0.230637 -0.070842 -0.059657
113.278864 114.635900 -4.151250 0.002393 7.237770 0.240224 -0.079897 -0.063918
113.287859 114.641168 -4.215851 0.095706 7.137278 0.242888 -0.080963 -0.062320
113.288611 114.647045 -4.258919 0.198590 7.070284 0.229571 -0.083093 -0.058591
113.298902 114.651385 -4.345054 0.318223 6.991327 0.207733 -0.075636 -0.055395
113.299669 114.656383 -4.196710 0.416321 6.931510 0.174176 -0.061787 -0.038883
113.306896 114.661574 -4.213459 0.480923 6.898013 0.132629 -0.059657 -0.026632
113.307604 114.666590 -4.266097 0.373254 6.900406 0.089485 -0.055928 -0.014382
113.319353 114.671811 -4.172784 0.397180 6.780773 0.043677 -0.052732 0.014914
113.319487 114.676774 -3.902414 0.397180 6.661141 -0.000533 -0.054863 0.036220
113.326306 114.681898 -3.885665 0.337364 6.646785 -0.041014 -0.063385 0.064983
113.329603 114.686924 -3.964623 0.138774 6.711386 -0.076701 -0.072973 0.087887
113.337264 114.692288 -4.031617 -0.014356 6.737706 -0.102269 -0.084691 0.113454
113.339091 114.697086 -3.945482 -0.145952 6.871694 -0.113454 -0.085224 0.132629
113.347440 114.702262 -3.926341 -0.205768 6.905191 -0.103334 -0.094811 0.145946
113.348783 114.707247 -3.974194 -0.277548 6.792737 -0.081495 -0.099605 0.145946
113.360066 114.712427 -3.959838 -0.332579 6.991327 -0.051134 -0.106530 0.145413
113.361275 114.717453 -3.962230 -0.351720 7.027216 -0.015447 -0.105464 0.137423
113.366909 114.722605 -3.983764 -0.401965 6.936296 0.023437 -0.100671 0.119313
113.368308 114.727604 -4.132109 -0.409143 6.933903 0.066581 -0.091083 0.105464
113.376874 114.732884 -4.225422 -0.423499 7.151634 0.102269 -0.077767 0.092148
113.380139 114.737774 -4.230207 -0.330186 7.223414 0.141152 -0.056993 0.066048
