t x_meas y_meas z_meas q0_meas q1_meas q2_meas q3_meas ax_meas ay_meas az_meas wx_meas wy_meas wz_meas x y z q0 q1 q2 q3 vx vy vz ax ay az wx wy wz Fd u1 u2 u3 u4 M1 M2 M3 qdes0 qdes1 qdes2 qdes3
17.124275 0.726100 -0.028100 0.515800 0.999800 -0.009230 -0.000900 -0.017910 1.873446 -4.043580 7.778509 0.361668 0.152337 -0.162990 0.728511 -0.034358 0.513045 0.999866 -0.011542 0.001396 -0.011564 -0.043518 0.094027 0.099519 0.000000 0.000000 0.000000 0.152366 -0.014214 -0.186970 9.591115 2.648008 2.106475 2.673427 2.163205 -0.017019 0.007626 0.052588 0.999940 0.009616 0.005234 0.000050
17.135046 nan nan nan nan nan nan nan 0.122025 7.620594 17.155309 0.028230 -0.136358 -0.238627 0.728042 -0.033345 0.514117 0.999863 -0.010724 0.001298 -0.012571 -0.042927 0.089986 0.090085 0.000000 0.000000 0.000000 0.159160 -0.042681 -0.192139 9.610677 2.649934 2.097482 2.699193 2.164067 -0.019975 0.014778 0.054379 0.999944 0.009183 0.005165 0.000047
17.145714 nan nan nan nan nan nan nan -0.547917 3.239650 8.529801 0.145946 -0.413335 -0.196547 0.727584 -0.032385 0.515078 0.999858 -0.009879 0.001049 -0.013594 -0.042076 0.106773 0.117144 0.000000 0.000000 0.000000 0.152838 -0.061147 -0.193922 9.556400 2.633064 2.083349 2.698518 2.141470 -0.017436 0.019636 0.055338 0.999927 0.010995 0.005108 0.000056
17.156367 0.724900 -0.023400 0.519300 0.999670 -0.001020 0.003410 -0.025390 2.756334 -1.947618 9.977355 0.177372 -0.173643 -0.222647 0.726924 -0.030989 0.514971 0.999844 -0.008928 0.003001 -0.014963 -0.032862 0.107308 0.107417 0.000000 0.000000 0.000000 0.152879 -0.090673 -0.188740 9.576709 2.627607 2.089995 2.708011 2.151096 -0.018330 0.024121 0.054726 0.999931 0.011035 0.004139 0.000046
17.167069 nan nan nan nan nan nan nan 3.883273 -5.254262 8.103909 0.347819 -0.141684 -0.279640 0.726572 -0.029840 0.516120 0.999836 -0.008121 0.002494 -0.015971 -0.026211 0.115072 0.110910 0.000000 0.000000 0.000000 0.177906 -0.115015 -0.190360 9.569863 2.620503 2.073393 2.720697 2.155270 -0.024563 0.030058 0.055627 0.999924 0.011860 0.003450 0.000041
17.177829 0.725400 -0.022100 0.519200 0.999520 -0.007620 -0.001000 -0.030160 -0.270370 -5.280581 0.526383 0.089485 0.045275 -0.219451 0.726083 -0.027898 0.516563 0.999780 -0.007427 0.002887 -0.019403 -0.021024 0.114104 0.104314 0.000000 0.000000 0.000000 0.131409 -0.138936 -0.205173 9.583513 2.642479 2.067774 2.759704 2.113557 -0.013735 0.035167 0.061043 0.999927 0.011753 0.002907 0.000034
17.188585 nan nan nan nan nan nan nan -0.842213 5.737577 14.119034 0.171513 -0.105997 -0.217853 0.725857 -0.026671 0.517685 0.999765 -0.006738 0.002118 -0.020503 -0.016589 0.103698 0.091902 0.000000 0.000000 0.000000 0.152562 -0.131356 -0.199318 9.608940 2.646891 2.066962 2.758745 2.136342 -0.020814 0.033556 0.060117 0.999940 0.010647 0.002439 0.000026
17.199192 nan nan nan nan nan nan nan 0.265584 7.630164 6.082119 0.130499 -0.215190 -0.219984 0.725681 -0.025571 0.518660 0.999749 -0.005945 0.001398 -0.021557 -0.017914 0.116647 0.089382 0.000000 0.000000 0.000000 0.151890 -0.095757 -0.203604 9.614074 2.669475 2.061433 2.754705 2.128461 -0.020108 0.025569 0.061714 0.999925 0.011993 0.002577 0.000031
17.209745 nan nan nan nan nan nan nan 4.388122 -4.754198 3.919163 0.123574 -0.316926 -0.305208 0.725492 -0.024340 0.519603 0.999730 -0.005156 0.000869 -0.022629 -0.013123 0.123693 0.070217 0.000000 0.000000 0.000000 0.142140 -0.122523 -0.219440 9.652641 2.690303 2.052542 2.798039 2.111757 -0.017765 0.032321 0.066202 0.999917 0.012681 0.002071 0.000026
17.220424 0.727000 -0.014700 0.522300 0.999570 0.015280 -0.011710 -0.021910 -4.622602 -3.687075 -3.407135 -0.047406 -0.069777 -0.187492 0.725647 -0.023596 0.518739 0.999757 -0.001383 0.000487 -0.021980 -0.006267 0.120637 0.058175 0.000000 0.000000 0.000000 0.070026 -0.116791 -0.210065 9.679106 2.686567 2.095785 2.788198 2.108555 -0.003831 0.030489 0.063521 0.999923 0.012338 0.001357 0.000017
17.231053 nan nan nan nan nan nan nan 4.349840 -3.026704 8.740355 0.188558 0.087354 -0.270053 0.725581 -0.022314 0.519358 0.999733 -0.001025 -0.000143 -0.023095 -0.011158 0.109872 0.012717 0.000000 0.000000 0.000000 0.080663 -0.108153 -0.218109 9.770154 2.723943 2.098623 2.822020 2.125568 -0.008084 0.029423 0.066089 0.999936 0.011129 0.001846 0.000021
17.241826 0.723100 -0.012600 0.523100 0.999250 0.002240 0.007420 -0.037820 -0.358898 1.533689 19.600000 0.358472 -0.107062 -0.145946 0.725316 -0.020275 0.519895 0.999651 -0.000123 -0.000574 -0.026403 0.004849 0.110359 0.008040 0.000000 0.000000 0.000000 0.115375 -0.104874 -0.201695 9.779859 2.717361 2.097550 2.808847 2.156101 -0.017565 0.027446 0.063628 0.999937 0.011179 0.000209 0.000002
17.252354 nan nan nan nan nan nan nan 4.424012 3.596155 11.656996 0.268987 -0.302544 -0.283902 0.725367 -0.019113 0.519980 0.999622 0.000470 -0.001142 -0.027464 0.007829 0.123018 0.021448 0.000000 0.000000 0.000000 0.143764 -0.117758 -0.210361 9.753294 2.718264 2.066859 2.821579 2.146591 -0.023920 0.030995 0.066320 0.999922 0.012512 -0.000096 -0.000001
17.262910 nan nan nan nan nan nan nan 2.715659 -2.414185 14.080752 -0.062853 -0.483112 -0.208266 0.725450 -0.017815 0.520207 0.999589 0.001212 -0.001784 -0.028573 0.029920 0.133582 0.043412 0.000000 0.000000 0.000000 0.113039 -0.150744 -0.195984 9.709849 2.680988 2.084915 2.806549 2.137397 -0.015745 0.037668 0.063261 0.999904 0.013663 -0.002371 -0.000032
17.273571 nan nan nan nan nan nan nan -1.031233 -1.088656 14.336766 0.203472 -0.050602 -0.172578 0.725769 -0.016390 0.520669 0.999556 0.001794 -0.002603 -0.029617 0.034003 0.120460 0.059692 0.000000 0.000000 0.000000 0.155133 -0.143084 -0.189090 9.677465 2.669489 2.062183 2.789807 2.155986 -0.028141 0.036095 0.062056 0.999920 0.012361 -0.002803 -0.000035
17.284036 nan nan nan nan nan nan nan 6.000769 -2.670199 18.368383 0.283369 -0.067646 -0.247149 0.726125 -0.015130 0.521294 0.999523 0.002585 -0.003374 -0.030606 0.043361 0.120866 0.080726 0.000000 0.000000 0.000000 0.176396 -0.168857 -0.182841 9.635767 2.643282 2.047192 2.784400 2.160893 -0.034110 0.042335 0.060980 0.999915 0.012464 -0.003788 -0.000047
17.294613 nan nan nan nan nan nan nan -1.414057 -2.875967 -0.681906 0.265792 -0.140619 -0.142217 0.726583 -0.013851 0.522148 0.999486 0.003494 -0.004292 -0.031571 0.058437 0.108021 0.114844 0.000000 0.000000 0.000000 0.161833 -0.176354 -0.183626 9.567860 2.627789 2.029429 2.772684 2.137958 -0.032558 0.043468 0.061654 0.999923 0.011217 -0.005393 -0.000060
17.305279 0.723400 -0.009400 0.522300 0.999040 -0.000500 0.005180 -0.043600 0.849391 7.584704 10.759752 0.012251 -0.242355 -0.209863 0.725005 -0.016066 0.521453 0.999491 0.001942 0.000068 -0.031856 0.048662 0.095325 0.102839 0.000000 0.000000 0.000000 0.114166 -0.170287 -0.175066 9.590839 2.631811 2.065234 2.760461 2.133332 -0.020429 0.038595 0.059685 0.999942 0.009855 -0.004352 -0.000043
17.315998 0.720100 -0.004600 0.522800 0.999490 0.014110 0.011960 -0.026010 -0.160308 0.485708 7.278445 0.198145 -0.485775 -0.094811 0.723973 -0.012916 0.522002 0.999476 0.004485 0.002047 -0.031993 0.042787 0.125917 0.090916 0.000000 0.000000 0.000000 0.156391 -0.166543 -0.150422 9.615507 2.611208 2.085248 2.732612 2.186439 -0.030357 0.036421 0.053607 0.999908 0.013027 -0.003725 -0.000049
17.326526 nan nan nan nan nan nan nan 4.979107 -5.476778 11.183251 0.199743 -0.207733 -0.203472 0.724423 -0.011591 0.522959 0.999448 0.005278 0.001148 -0.032790 0.032523 0.134763 0.070876 0.000000 0.000000 0.000000 0.159933 -0.194473 -0.155628 9.656141 2.614865 2.085452 2.766268 2.189556 -0.031231 0.045421 0.055306 0.999900 0.013895 -0.002649 -0.000037
17.337069 nan nan nan nan nan nan nan 4.000513 -5.247084 18.782311 0.180035 -0.241290 -0.232235 0.724766 -0.010170 0.523706 0.999416 0.006086 0.000100 -0.033616 0.046155 0.140532 0.079185 0.000000 0.000000 0.000000 0.141686 -0.227553 -0.154769 9.639971 2.598530 2.087880 2.776375 2.177186 -0.026792 0.053354 0.055492 0.999886 0.014525 -0.004069 -0.000059
17.347874 0.720100 -0.003100 0.527300 0.999050 0.005130 0.002920 -0.043060 0.523991 -4.034010 2.349583 0.110258 0.032492 -0.169915 0.722992 -0.008857 0.523660 0.999376 0.007208 0.002724 -0.034481 0.043317 0.110569 0.075333 0.000000 0.000000 0.000000 0.111869 -0.199375 -0.162736 9.646678 2.628332 2.082743 2.774423 2.161181 -0.023532 0.043827 0.057942 0.999928 0.011416 -0.003763 -0.000043
17.358389 nan nan nan nan nan nan nan 2.323264 3.091305 17.696048 0.189623 -0.097475 -0.104932 0.723448 -0.007695 0.524452 0.999344 0.007758 0.001662 -0.035345 0.044424 0.094470 0.064964 0.000000 0.000000 0.000000 0.140819 -0.170402 -0.140953 9.667142 2.618997 2.097147 2.743829 2.207170 -0.033007 0.037450 0.052925 0.999945 0.009733 -0.003872 -0.000038
17.369094 0.718100 0.000700 0.527600 0.998640 0.007670 0.010560 -0.050390 -4.912113 4.110575 -0.722581 -0.021306 -0.365397 -0.096942 0.721256 -0.005888 0.524673 0.999167 0.006005 0.006921 -0.039771 0.030765 0.099302 0.077599 0.000000 0.000000 0.000000 0.104202 -0.152395 -0.144998 9.640569 2.642346 2.093371 2.739750 2.165101 -0.021519 0.029221 0.056181 0.999944 0.010268 -0.002454 -0.000025
17.379654 nan nan nan nan nan nan nan 2.785046 -2.507498 7.649306 -0.202939 -0.297750 -0.241290 0.721581 -0.004840 0.525492 0.999138 0.006517 0.006099 -0.040545 0.030280 0.100236 0.061800 0.000000 0.000000 0.000000 0.028070 -0.176212 -0.159419 9.672472 2.658876 2.112357 2.779064 2.122175 -0.002945 0.036056 0.060170 0.999944 0.010337 -0.002398 -0.000025
17.390241 nan nan nan nan nan nan nan -1.445161 -3.749284 0.827857 -0.086822 -0.058591 -0.075103 0.721902 -0.003778 0.526146 0.999108 0.006623 0.005167 -0.041395 0.026064 0.102285 0.056239 0.000000 0.000000 0.000000 -0.027558 -0.148889 -0.136698 9.683959 2.644528 2.164793 2.746577 2.128061 0.011020 0.030615 0.054913 0.999943 0.010542 -0.001962 -0.000021
17.400791 0.720900 0.004100 0.526400 0.998610 0.005730 -0.008460 -0.051750 2.019398 -4.287631 9.187780 0.108128 0.148076 -0.164056 0.720686 -0.002484 0.525426 0.999050 0.006430 0.004428 -0.042881 0.011442 0.094543 0.026391 0.000000 0.000000 0.000000 -0.033489 -0.128677 -0.136236 9.743914 2.667369 2.177845 2.759982 2.138718 0.011738 0.027784 0.055539 0.999953 0.009690 -0.000443 -0.000004
17.411378 nan nan nan nan nan nan nan 2.404614 -2.225166 13.757744 0.119846 -0.056993 -0.118781 0.720807 -0.001483 0.525705 0.999022 0.006220 0.003760 -0.043605 0.014437 0.075730 0.021128 0.000000 0.000000 0.000000 -0.046642 -0.122705 -0.140044 9.753972 2.678501 2.176441 2.766964 2.132065 0.013313 0.026539 0.056848 0.999970 0.007756 -0.000750 -0.000006
17.422101 0.724800 0.004800 0.527000 0.997910 -0.007850 -0.032600 -0.055290 -3.146336 8.010596 8.278573 -0.148609 -0.053265 -0.156066 0.720816 0.000275 0.526191 0.998961 0.005057 -0.002500 -0.045215 0.006176 0.083164 0.019149 0.000000 0.000000 0.000000 -0.070870 -0.068944 -0.153110 9.758094 2.710180 2.170213 2.777834 2.099867 0.021104 0.020296 0.060897 0.999964 0.008524 0.000097 0.000001
17.432652 nan nan nan nan nan nan nan 4.464687 2.739586 10.542021 -0.153403 -0.217853 -0.147544 0.720881 0.001152 0.526393 0.998925 0.004669 -0.002843 -0.046024 0.011948 0.095944 0.012616 0.000000 0.000000 0.000000 -0.064368 -0.053913 -0.135585 9.771344 2.700091 2.193578 2.754750 2.122926 0.021195 0.016398 0.056917 0.999952 0.009825 -0.000494 -0.000005
17.443315 nan nan nan nan nan nan nan -0.684298 -1.777740 7.515317 -0.070310 0.034090 -0.053265 0.721009 0.002175 0.526528 0.998893 0.004315 -0.003111 -0.046749 0.018976 0.112181 0.017256 0.000000 0.000000 0.000000 -0.060745 -0.036868 -0.131292 9.762311 2.701876 2.196847 2.741276 2.122312 0.022360 0.011820 0.056200 0.999933 0.011502 -0.001215 -0.000014
17.453915 0.723400 0.007800 0.527200 0.997650 -0.006770 -0.029780 -0.061410 6.799915 -2.012220 12.951421 -0.014914 0.097475 -0.167252 0.721435 0.002910 0.527061 0.998595 0.001103 -0.010655 -0.051896 0.031403 0.107203 0.011160 0.000000 0.000000 0.000000 -0.082529 -0.048154 -0.134046 9.772007 2.705057 2.196548 2.775184 2.095218 0.030399 0.021038 0.059424 0.999937 0.010982 -0.002487 -0.000027
17.464501 nan nan nan nan nan nan nan -1.088656 -5.010211 9.106430 -0.020773 -0.014382 -0.066048 0.721767 0.004045 0.527179 0.998556 0.000661 -0.010886 -0.052609 0.055649 0.096577 0.018953 0.000000 0.000000 0.000000 -0.110011 -0.043232 -0.127302 9.757207 2.700590 2.210251 2.758906 2.087460 0.036837 0.017495 0.058089 0.999938 0.009917 -0.004977 -0.000049
17.475077 nan nan nan nan nan nan nan 1.081478 4.428797 15.619227 0.001598 0.061787 -0.106530 0.722356 0.005067 0.527380 0.998518 0.000075 -0.011084 -0.053288 0.060219 0.082787 0.020704 0.000000 0.000000 0.000000 -0.085715 -0.020093 -0.115956 9.753641 2.697497 2.210377 2.735327 2.110439 0.029981 0.011349 0.055600 0.999949 0.008513 -0.005451 -0.000046
17.485677 0.722700 0.010400 0.528000 0.997590 -0.009500 -0.030760 -0.061520 2.241914 5.747148 13.551976 -0.098007 -0.253541 -0.126770 0.722081 0.005598 0.527276 0.998283 -0.001968 -0.017507 -0.055865 0.062017 0.084024 0.031497 0.000000 0.000000 0.000000 -0.073321 -0.025278 -0.110977 9.729064 2.678719 2.202376 2.741975 2.105993 0.028915 0.018977 0.055616 0.999947 0.008661 -0.005646 -0.000049
17.496246 nan nan nan nan nan nan nan 1.229823 -2.514676 13.853450 -0.172578 0.002663 -0.145946 0.722737 0.006486 0.527609 0.998247 -0.002352 -0.017619 -0.056456 0.066270 0.090398 0.045121 0.000000 0.000000 0.000000 -0.090491 -0.032652 -0.129377 9.701788 2.693695 2.180123 2.762211 2.065759 0.034309 0.020555 0.060501 0.999938 0.009347 -0.006103 -0.000057
17.506802 nan nan nan nan nan nan nan 0.806323 -2.643880 16.971075 -0.060189 0.009588 -0.147544 0.723436 0.007441 0.528085 0.998204 -0.002826 -0.017766 -0.057146 0.071214 0.093418 0.066992 0.000000 0.000000 0.000000 -0.100352 -0.049457 -0.126815 9.658030 2.674800 2.176268 2.756190 2.050771 0.037649 0.024417 0.060198 0.999931 0.009706 -0.006646 -0.000065
17.517484 0.721200 0.014500 0.527700 0.997300 -0.014220 -0.035230 -0.062900 -5.000641 -0.803931 1.481051 0.047406 0.128368 -0.057526 0.722760 0.008332 0.527414 0.997918 -0.006207 -0.026431 -0.058504 0.064492 0.088528 0.081562 0.000000 0.000000 0.000000 -0.089062 -0.022633 -0.124152 9.621160 2.660963 2.166762 2.751412 2.042023 0.037422 0.027135 0.060180 0.999940 0.009233 -0.005965 -0.000055
17.528041 nan nan nan nan nan nan nan 3.433454 4.275668 4.627387 -0.142217 -0.004794 -0.115585 0.723441 0.009266 0.528275 0.997873 -0.006665 -0.026527 -0.059170 0.049414 0.081569 0.071197 0.000000 0.000000 0.000000 -0.113821 -0.037094 -0.128258 9.640064 2.663885 2.174182 2.771788 2.030209 0.043192 0.032371 0.061564 0.999954 0.008497 -0.004394 -0.000037
17.538577 nan nan nan nan nan nan nan -6.185003 3.457381 10.668831 -0.180568 -0.197613 -0.078299 0.723961 0.010126 0.529025 0.997824 -0.007257 -0.026691 -0.059858 0.046013 0.091105 0.056080 0.000000 0.000000 0.000000 -0.131151 -0.028760 -0.121266 9.668974 2.666445 2.198218 2.769536 2.034775 0.049033 0.030927 0.060149 0.999947 0.009460 -0.004032 -0.000038
17.549147 0.717400 0.017300 0.528600 0.997620 -0.013300 -0.026590 -0.062150 0.696261 -1.368596 7.553600 -0.013316 0.088420 -0.113987 0.722155 0.010973 0.527892 0.997640 -0.010089 -0.030574 -0.060641 0.030061 0.104035 0.039133 0.000000 0.000000 0.000000 -0.104211 -0.010630 -0.112820 9.694566 2.662096 2.208517 2.769270 2.054683 0.046150 0.032152 0.058408 0.999939 0.010761 -0.002367 -0.000025
17.559809 nan nan nan nan nan nan nan -0.693869 -6.280709 10.451100 0.054863 -0.080963 -0.044210 0.722475 0.012082 0.528309 0.997596 -0.010629 -0.030603 -0.061257 0.024039 0.106098 0.030420 0.000000 0.000000 0.000000 -0.080810 -0.024589 -0.091880 9.710604 2.634524 2.228501 2.755648 2.091931 0.040971 0.036337 0.053487 0.999938 0.010959 -0.001746 -0.000019
17.570470 nan nan nan nan nan nan nan 2.651057 -6.909977 3.639222 0.111856 0.181633 -0.108660 0.722732 0.013213 0.528633 0.997557 -0.011051 -0.030712 -0.061758 0.007072 0.093744 0.023297 0.000000 0.000000 0.000000 -0.066874 -0.013607 -0.099690 9.722897 2.650476 2.212848 2.768282 2.091292 0.036467 0.035342 0.055731 0.999953 0.009683 -0.000005 -0.000000
17.581092 0.714200 0.020500 0.528000 0.997390 -0.014930 -0.022120 -0.067160 4.641743 0.531169 19.600000 0.012251 -0.036220 -0.051134 0.720083 0.014111 0.527998 0.997524 -0.011709 -0.029084 -0.062956 0.001731 0.077575 0.015392 0.000000 0.000000 0.000000 -0.037682 -0.016345 -0.085170 9.740377 2.640721 2.218301 2.756870 2.124484 0.028145 0.034845 0.052740 0.999968 0.008016 0.000555 0.000004
17.591714 nan nan nan nan nan nan nan -1.679641 4.022047 8.333604 0.096409 0.003196 0.012784 0.720101 0.014935 0.528162 0.997490 -0.011901 -0.029163 -0.063412 0.002478 0.068167 0.034734 0.000000 0.000000 0.000000 0.015085 0.025077 -0.063498 9.702106 2.622647 2.211399 2.704047 2.164013 0.014216 0.024420 0.047564 0.999975 0.007085 0.000481 0.000003
17.602411 0.713300 0.024100 0.528200 0.997150 -0.013640 -0.033440 -0.066220 3.053023 4.502969 14.468361 -0.069244 0.006392 -0.154468 0.717997 0.017190 0.528143 0.997429 -0.012987 -0.029569 -0.063967 -0.023238 0.082718 0.033488 0.000000 0.000000 0.000000 0.010280 0.009832 -0.071265 9.699457 2.621395 2.205430 2.726284 2.146348 0.017724 0.031467 0.049795 0.999958 0.008590 0.003134 0.000027
17.613175 nan nan nan nan nan nan nan -1.512156 -4.132109 0.098099 -0.009055 0.021306 -0.014382 0.717747 0.018081 0.528504 0.997407 -0.012917 -0.029525 -0.064348 -0.017040 0.095089 0.050618 0.000000 0.000000 0.000000 -0.001702 0.027042 -0.067095 9.665318 2.616552 2.208412 2.705306 2.135048 0.022009 0.026626 0.048920 0.999948 0.009901 0.002507 0.000025
17.623775 nan nan nan nan nan nan nan 3.560265 -2.935783 9.400726 0.119313 0.170448 -0.030894 0.717566 0.019089 0.529040 0.997388 -0.012906 -0.029386 -0.064705 -0.031846 0.097345 0.028250 0.000000 0.000000 0.000000 -0.001554 0.025043 -0.053082 9.708267 2.607608 2.235672 2.702657 2.162329 0.022003 0.028515 0.045613 0.999941 0.010092 0.004017 0.000041
17.634521 0.708900 0.026800 0.528300 0.997080 -0.016860 -0.027020 -0.069370 -5.455245 -0.476138 5.297330 0.162990 -0.007457 0.036753 0.715222 0.020589 0.528278 0.997329 -0.014421 -0.028918 -0.065504 -0.020698 0.091122 0.025196 0.000000 0.000000 0.000000 0.025594 0.032936 -0.034547 9.715293 2.594147 2.248928 2.677310 2.194910 0.016205 0.024949 0.041381 0.999951 0.009455 0.002883 0.000027
17.645190 nan nan nan nan nan nan nan 2.184490 1.684426 0.966631 0.126238 -0.014382 -0.020241 0.715002 0.021562 0.528547 0.997324 -0.014268 -0.028754 -0.065686 -0.036580 0.086907 -0.000386 0.000000 0.000000 0.000000 0.033672 0.030579 -0.039684 9.765177 2.610334 2.249717 2.700088 2.205037 0.013404 0.026926 0.042783 0.999950 0.008981 0.004490 0.000040
17.655741 nan nan nan nan nan nan nan 4.639351 -2.148601 11.448836 -0.012784 -0.151805 0.009055 0.714616 0.022479 0.528543 0.997317 -0.014074 -0.028608 -0.065892 -0.036969 0.090044 -0.024320 0.000000 0.000000 0.000000 0.044639 0.003201 -0.009153 9.813064 2.573407 2.294918 2.685638 2.259101 0.010745 0.033669 0.035251 0.999947 0.009260 0.004509 0.000042
17.666296 nan nan nan nan nan nan nan 0.770434 2.610382 4.328306 0.174709 0.196015 -0.045808 0.714225 0.023429 0.528286 0.997318 -0.013837 -0.028607 -0.065934 -0.030117 0.084342 -0.037886 0.000000 0.000000 0.000000 0.078811 0.038065 -0.011393 9.841492 2.599212 2.283621 2.679832 2.278827 0.001438 0.024186 0.035830 0.999955 0.008662 0.003805 0.000033
17.676851 nan nan nan nan nan nan nan 4.201495 -1.519333 19.600000 0.292424 0.097475 0.014382 0.713907 0.024319 0.527887 0.997325 -0.013407 -0.028435 -0.065985 -0.020063 0.086385 -0.055854 0.000000 0.000000 0.000000 0.113378 0.028387 0.000214 9.878969 2.592076 2.292800 2.676796 2.317296 -0.007349 0.025416 0.032939 0.999957 0.008841 0.002778 0.000025
17.687580 0.704800 0.031100 0.528100 0.997300 -0.012120 -0.026990 -0.067280 -1.055159 -7.273659 5.864388 0.437304 0.056461 0.014382 0.711917 0.024089 0.528145 0.997320 -0.014032 -0.027341 -0.066390 -0.018525 0.079120 -0.034715 0.000000 0.000000 0.000000 0.166202 0.045175 0.001469 9.838154 2.590488 2.261029 2.656994 2.329643 -0.020584 0.019952 0.032841 0.999963 0.008142 0.002644 0.000022
17.698399 0.701800 0.034100 0.529000 0.997190 -0.009530 -0.033990 -0.066030 4.194317 1.576757 19.600000 0.152870 -0.092148 0.032492 0.708912 0.027082 0.528265 0.997246 -0.013387 -0.028557 -0.067128 -0.065171 0.107294 -0.035399 0.000000 0.000000 0.000000 0.176264 0.032183 0.011967 9.831669 2.561946 2.269168 2.659981 2.340575 -0.021422 0.029411 0.030609 0.999912 0.011010 0.007385 0.000081
17.709019 nan nan nan nan nan nan nan -0.033497 4.610639 19.600000 0.224245 -0.137956 0.039416 0.708220 0.028222 0.527889 0.997267 -0.012443 -0.028448 -0.067040 -0.072504 0.113220 0.002442 0.000000 0.000000 0.000000 0.219935 0.039043 0.021799 9.756044 2.532165 2.244036 2.626924 2.352920 -0.032665 0.028428 0.028107 0.999898 0.011706 0.008194 0.000096
17.719570 nan nan nan nan nan nan nan 0.949883 0.739329 7.101389 0.260465 0.183764 -0.019708 0.707455 0.029417 0.527915 0.997294 -0.011276 -0.028319 -0.066895 -0.089873 0.137981 0.030325 0.000000 0.000000 0.000000 0.239726 0.038817 0.028476 9.698401 2.505735 2.232217 2.607056 2.353393 -0.036353 0.030396 0.026359 0.999847 0.014320 0.010026 0.000144
17.730234 0.696600 0.036200 0.528700 0.997080 -0.019600 -0.033680 -0.065720 -0.358898 -0.131596 10.690365 0.238094 0.075103 -0.014382 0.705222 0.030503 0.528438 0.997189 -0.013914 -0.030742 -0.066903 -0.069690 0.128390 0.049851 0.000000 0.000000 0.000000 0.231922 0.034009 0.022519 9.655869 2.499806 2.220528 2.606465 2.329071 -0.032563 0.031998 0.027834 0.999878 0.013396 0.007998 0.000107
17.740953 nan nan nan nan nan nan nan -1.725101 -4.665670 2.064858 0.338764 0.156599 0.072973 0.704475 0.031879 0.528972 0.997219 -0.012666 -0.030641 -0.066747 -0.080380 0.133971 0.058537 0.000000 0.000000 0.000000 0.213408 0.050183 0.031214 9.638297 2.489192 2.233846 2.585808 2.329451 -0.028681 0.028985 0.025585 0.999860 0.014003 0.009120 0.000128
17.751576 0.691100 0.041300 0.529100 0.997170 -0.009590 -0.034520 -0.066140 -1.488229 3.531553 19.600000 0.261530 -0.097475 0.094811 0.700938 0.033840 0.528735 0.997186 -0.013338 -0.031161 -0.066873 -0.101790 0.125656 0.038114 0.000000 0.000000 0.000000 0.231120 0.050995 0.044202 9.675460 2.478734 2.250688 2.583425 2.362613 -0.033578 0.031407 0.022443 0.999850 0.013099 0.011301 0.000148
17.762225 nan nan nan nan nan nan nan 2.277804 1.320743 18.184149 0.341960 -0.211994 -0.014382 0.699854 0.035178 0.529141 0.997225 -0.012101 -0.030970 -0.066604 -0.109902 0.131891 0.062763 0.000000 0.000000 0.000000 0.254074 0.039964 0.036814 9.626421 2.469215 2.219318 2.585525 2.352363 -0.039913 0.034893 0.024153 0.999830 0.013817 0.012202 0.000169
17.772643 nan nan nan nan nan nan nan 0.650801 -4.780517 -0.739329 0.137423 0.147544 0.059657 0.698709 0.036552 0.529795 0.997260 -0.010773 -0.030848 -0.066374 -0.120576 0.132824 0.076882 0.000000 0.000000 0.000000 0.234217 0.031459 0.049114 9.598299 2.441074 2.234345 2.567753 2.355127 -0.036235 0.038004 0.020968 0.999813 0.013961 0.013349 0.000186
17.783272 nan nan nan nan nan nan nan 0.241658 2.284982 7.209058 0.369658 0.103866 0.011186 0.697428 0.037964 0.530612 0.997295 -0.009528 -0.030761 -0.066077 -0.116739 0.130090 0.077526 0.000000 0.000000 0.000000 0.255915 0.038806 0.055886 9.598775 2.435898 2.232254 2.554626 2.375998 -0.043123 0.035618 0.019114 0.999822 0.013687 0.012960 0.000177
17.793811 nan nan nan nan nan nan nan -2.055287 -2.213202 8.661397 0.478851 0.099605 0.115052 0.696197 0.039335 0.531429 0.997332 -0.008179 -0.030643 -0.065744 -0.117588 0.127774 0.067350 0.000000 0.000000 0.000000 0.283294 0.031285 0.066198 9.620320 2.424604 2.237327 2.549172 2.409217 -0.051567 0.037370 0.016362 0.999825 0.013426 0.013028 0.000175
17.804847 0.685600 0.045400 0.529100 0.997110 -0.003160 -0.032470 -0.068590 5.814142 -0.574236 19.014399 0.339830 -0.064983 0.080963 0.695872 0.037933 0.529137 0.997207 -0.010382 -0.032155 -0.066611 -0.119951 0.114610 0.044804 0.000000 0.000000 0.000000 0.300114 0.038815 0.065388 9.661391 2.438583 2.238407 2.562361 2.422039 -0.055090 0.037134 0.017025 0.999841 0.012001 0.013213 0.000159
17.815541 nan nan nan nan nan nan nan -0.686691 2.974065 13.499338 0.212527 -0.280706 0.084691 0.694589 0.039158 0.529616 0.997252 -0.008779 -0.032051 -0.066213 -0.110525 0.115269 0.070176 0.000000 0.000000 0.000000 0.278496 0.024285 0.081059 9.613330 2.401550 2.253844 2.533950 2.423986 -0.051042 0.039720 0.012884 0.999850 0.012138 0.012314 0.000149
