t x_meas y_meas z_meas q0_meas q1_meas q2_meas q3_meas ax_meas ay_meas az_meas wx_meas wy_meas wz_meas x y z q0 q1 q2 q3 vx vy vz ax ay az wx wy wz Fd u1 u2 u3 u4 M1 M2 M3 qdes0 qdes1 qdes2 qdes3
10.170937 nan nan nan nan nan nan nan 0.299081 3.452596 11.563683 0.504418 0.338232 -0.388301 0.834928 -0.014265 0.490776 0.995615 -0.055068 -0.063766 -0.040643 0.039595 0.027228 0.022026 0.000000 0.000000 0.000000 0.525138 0.286916 -0.292453 9.619644 2.889158 1.814037 2.853879 2.062570 -0.074560 -0.010584 0.093321 0.999989 0.002718 -0.003914 -0.000011
10.181658 nan nan nan nan nan nan nan 2.304123 5.936167 11.537364 0.414401 0.337699 -0.332373 0.835352 -0.013973 0.491012 0.995798 -0.052102 -0.062435 -0.042109 0.038483 0.035046 0.024880 0.000000 0.000000 0.000000 0.513440 0.319111 -0.291609 9.621609 2.907575 1.813237 2.841506 2.059291 -0.073816 -0.019821 0.093828 0.999987 0.003523 -0.003804 -0.000013
10.192337 0.834100 -0.003300 0.493200 0.996530 -0.035690 -0.050560 -0.055630 0.435463 3.830634 14.142961 0.588044 0.042612 -0.347287 0.834752 -0.011422 0.491154 0.995770 -0.051545 -0.061516 -0.044732 0.035553 0.055145 0.031298 0.000000 0.000000 0.000000 0.530296 0.291362 -0.289636 9.607108 2.896931 1.801154 2.852600 2.056423 -0.076581 -0.013299 0.094598 0.999978 0.005605 -0.003505 -0.000020
10.203071 nan nan nan nan nan nan nan -0.313437 -1.725101 10.448708 0.355277 0.287630 -0.445294 0.835134 -0.010830 0.491490 0.995937 -0.048545 -0.060166 -0.046185 0.030114 0.081512 0.045200 0.000000 0.000000 0.000000 0.470713 0.278789 -0.311414 9.582470 2.917154 1.788730 2.881170 1.995416 -0.062006 -0.010795 0.100709 0.999961 0.008339 -0.002957 -0.000025
10.218210 0.834900 0.000500 0.493700 0.996560 -0.027840 -0.047480 -0.061910 2.701303 5.455245 11.939329 0.382442 0.084691 -0.352613 0.834753 -0.007602 0.491891 0.996107 -0.044214 -0.057396 -0.050209 0.017896 0.106655 0.052852 0.000000 0.000000 0.000000 0.422654 0.234098 -0.303660 9.575021 2.899087 1.803534 2.896064 1.976336 -0.051841 -0.000907 0.100764 0.999938 0.010962 -0.001699 -0.000019
10.228858 nan nan nan nan nan nan nan 0.165093 -0.325401 11.087545 0.205602 0.295087 -0.399486 0.834944 -0.006466 0.492454 0.996193 -0.041817 -0.056339 -0.051745 0.020112 0.127161 0.066941 0.000000 0.000000 0.000000 0.364099 0.220476 -0.311529 9.551140 2.902708 1.808175 2.907265 1.932992 -0.037445 0.001367 0.103440 0.999912 0.013120 -0.001934 -0.000025
10.239586 nan nan nan nan nan nan nan 3.005170 -5.885922 12.121171 0.544367 0.355809 -0.360603 0.835159 -0.005102 0.493172 0.996250 -0.039715 -0.055331 -0.053349 0.014413 0.140668 0.074991 0.000000 0.000000 0.000000 0.381653 0.225492 -0.314855 9.538060 2.910135 1.788253 2.909504 1.930168 -0.042574 -0.000190 0.105061 0.999893 0.014548 -0.001348 -0.000020
10.250221 0.835300 0.005800 0.495400 0.996750 -0.015450 -0.042640 -0.066600 0.181841 -3.184619 6.242427 0.422923 0.303077 -0.368060 0.834797 -0.003151 0.493025 0.996424 -0.035510 -0.052920 -0.055471 0.018278 0.134912 0.077126 0.000000 0.000000 0.000000 0.353681 0.269578 -0.321392 9.548871 2.949599 1.781124 2.902627 1.915521 -0.040319 -0.014092 0.107779 0.999901 0.013968 -0.001747 -0.000024
10.261168 nan nan nan nan nan nan nan 2.481179 1.222645 9.211707 0.341428 0.300946 -0.353679 0.834997 -0.001674 0.493869 0.996469 -0.033406 -0.051620 -0.057173 0.014463 0.122016 0.073238 0.000000 0.000000 0.000000 0.348393 0.271446 -0.305430 9.564066 2.940449 1.796747 2.888548 1.938322 -0.042472 -0.015570 0.104696 0.999919 0.012630 -0.001352 -0.000017
10.271904 nan nan nan nan nan nan nan 0.734544 4.129716 10.888955 0.110258 0.366462 -0.290826 0.835153 -0.000364 0.494656 0.996509 -0.031375 -0.050329 -0.058759 0.018046 0.119433 0.068857 0.000000 0.000000 0.000000 0.298869 0.317213 -0.299260 9.579728 2.962538 1.821216 2.866884 1.929090 -0.032362 -0.028696 0.103956 0.999922 0.012358 -0.001722 -0.000021
10.282573 0.837200 0.009900 0.495300 0.996510 -0.009670 -0.048000 -0.067620 2.615168 1.686819 12.188165 0.127836 0.195482 -0.257802 0.835143 0.001117 0.494013 0.996601 -0.027192 -0.049460 -0.060010 0.018789 0.130396 0.068338 0.000000 0.000000 0.000000 0.279930 0.297390 -0.275651 9.587989 2.931391 1.852597 2.849168 1.954833 -0.030671 -0.024667 0.098656 0.999907 0.013498 -0.001799 -0.000024
10.293276 nan nan nan nan nan nan nan 0.674728 -3.029096 5.907456 0.245551 0.303077 -0.338232 0.835344 0.002513 0.494744 0.996628 -0.025530 -0.048003 -0.061450 0.023218 0.138405 0.073695 0.000000 0.000000 0.000000 0.224251 0.282330 -0.277192 9.582382 2.932215 1.867693 2.856409 1.926064 -0.017511 -0.022742 0.099743 0.999894 0.014349 -0.002260 -0.000032
10.303978 nan nan nan nan nan nan nan 0.593377 -6.429054 4.266097 0.224245 0.311599 -0.231169 0.835592 0.003994 0.495533 0.996637 -0.024170 -0.046609 -0.062909 0.023232 0.136273 0.065480 0.000000 0.000000 0.000000 0.182935 0.279733 -0.256683 9.603363 2.916830 1.909406 2.838499 1.938628 -0.008766 -0.023499 0.095365 0.999898 0.014112 -0.002259 -0.000032
10.314680 0.838900 0.012200 0.494800 0.995990 -0.018220 -0.044110 -0.075720 -0.447426 -3.062593 10.274044 0.441033 0.289761 -0.190156 0.836056 0.005063 0.494655 0.996547 -0.021542 -0.046426 -0.065377 0.026318 0.127973 0.053694 0.000000 0.000000 0.000000 0.196742 0.279100 -0.225868 9.632288 2.892551 1.937229 2.812801 1.989706 -0.015743 -0.023925 0.088921 0.999909 0.013228 -0.002574 -0.000034
10.325394 nan nan nan nan nan nan nan 4.593890 2.942961 17.088314 0.266324 0.245551 -0.200276 0.836338 0.006434 0.495231 0.996558 -0.020337 -0.045031 -0.066566 0.022716 0.115796 0.047259 0.000000 0.000000 0.000000 0.226207 0.260282 -0.206623 9.649491 2.870086 1.945967 2.802181 2.031257 -0.025587 -0.020371 0.084752 0.999926 0.011963 -0.002202 -0.000026
10.336105 0.840500 0.017700 0.497200 0.996190 -0.003930 -0.040890 -0.076870 -0.416321 5.414570 7.283230 0.160860 0.250877 -0.198145 0.837282 0.009065 0.495326 0.996465 -0.015419 -0.044538 -0.069537 0.032425 0.119188 0.044857 0.000000 0.000000 0.000000 0.235087 0.271142 -0.194997 9.662176 2.873198 1.945083 2.791113 2.052782 -0.032310 -0.024625 0.083322 0.999919 0.012320 -0.003205 -0.000039
10.346794 nan nan nan nan nan nan nan 5.290152 -2.749156 7.295193 0.128901 0.125705 -0.224245 0.837629 0.010339 0.495805 0.996474 -0.014020 -0.043198 -0.070542 0.036022 0.127836 0.044843 0.000000 0.000000 0.000000 0.214971 0.237203 -0.176491 9.665791 2.841999 1.974329 2.782733 2.066731 -0.027721 -0.017780 0.079184 0.999906 0.013217 -0.003577 -0.000047
10.357492 nan nan nan nan nan nan nan 0.011963 -3.261184 -0.600555 0.137956 0.259932 -0.191221 0.838014 0.011707 0.496285 0.996477 -0.012744 -0.042028 -0.071451 0.050940 0.128555 0.034360 0.000000 0.000000 0.000000 0.197432 0.226149 -0.171054 9.692151 2.843903 1.991086 2.784838 2.072325 -0.024371 -0.017719 0.078266 0.999899 0.013269 -0.005104 -0.000068
10.368178 0.840700 0.019900 0.497600 0.995870 -0.006030 -0.033010 -0.084410 2.107926 -4.416834 13.104550 0.222647 0.222647 -0.188558 0.838524 0.013098 0.496119 0.996326 -0.010751 -0.041650 -0.074056 0.052580 0.125229 0.020319 0.000000 0.000000 0.000000 0.156373 0.209963 -0.174872 9.723052 2.857247 2.000566 2.809750 2.055490 -0.016477 -0.014249 0.080547 0.999903 0.012898 -0.005260 -0.000068
10.378870 nan nan nan nan nan nan nan 2.019398 -7.390899 2.529032 0.282304 0.300946 -0.092148 0.839086 0.014437 0.496336 0.996311 -0.009796 -0.040603 -0.074965 0.060285 0.106114 0.017283 0.000000 0.000000 0.000000 0.155151 0.219812 -0.155531 9.733647 2.845760 2.020753 2.783187 2.083948 -0.018959 -0.018772 0.076212 0.999922 0.010940 -0.006049 -0.000066
10.389639 nan nan nan nan nan nan nan 1.631788 0.323008 7.699551 0.144348 0.107595 -0.099605 0.839735 0.015580 0.496523 0.996303 -0.008841 -0.039495 -0.075777 0.062242 0.084786 -0.004853 0.000000 0.000000 0.000000 0.152054 0.193711 -0.138104 9.781331 2.829929 2.048247 2.783937 2.119218 -0.021291 -0.013798 0.072320 0.999943 0.008723 -0.006225 -0.000054
10.400334 0.840500 0.021500 0.497300 0.995720 -0.007240 -0.022800 -0.089270 1.842341 4.636958 5.737577 0.004261 0.181100 -0.144880 0.839644 0.016265 0.496443 0.996151 -0.008909 -0.037842 -0.078555 0.061823 0.074109 -0.007116 0.000000 0.000000 0.000000 0.129307 0.201408 -0.126093 9.788351 2.829837 2.065692 2.771827 2.120995 -0.016591 -0.017403 0.070749 0.999952 0.007634 -0.006179 -0.000047
10.410998 nan nan nan nan nan nan nan 1.749028 6.304636 16.851442 0.042612 0.026100 -0.087354 0.840303 0.017055 0.496367 0.996144 -0.008113 -0.036832 -0.079208 0.068442 0.076878 -0.023843 0.000000 0.000000 0.000000 0.109876 0.157375 -0.109340 9.824323 2.803905 2.101394 2.777090 2.141934 -0.012162 -0.008044 0.066883 0.999945 0.007894 -0.006833 -0.000054
10.421759 nan nan nan nan nan nan nan -1.835163 -1.574364 7.433967 -0.038351 0.218919 -0.063385 0.841040 0.017882 0.496111 0.996133 -0.007435 -0.036040 -0.079779 0.071610 0.099320 -0.008828 0.000000 0.000000 0.000000 0.060957 0.151812 -0.091701 9.795295 2.774945 2.138183 2.749836 2.132331 0.001756 -0.007533 0.062713 0.999922 0.010207 -0.007180 -0.000073
10.432422 0.845700 0.025900 0.496500 0.995290 0.001970 -0.038100 -0.089140 0.837428 -3.148729 10.520487 0.071375 0.206135 -0.069777 0.841314 0.019390 0.496614 0.995902 -0.006724 -0.035732 -0.082805 0.061261 0.097835 -0.008265 0.000000 0.000000 0.000000 0.018113 0.130461 -0.091958 9.793532 2.772406 2.145885 2.767591 2.107650 0.011471 -0.001445 0.064323 0.999931 0.010065 -0.006128 -0.000062
10.443165 nan nan nan nan nan nan nan 0.425892 -4.591498 10.070669 0.120911 0.272716 -0.042612 0.841972 0.020441 0.496525 0.995887 -0.006552 -0.035046 -0.083298 0.054371 0.093534 0.001333 0.000000 0.000000 0.000000 0.009621 0.159334 -0.082549 9.774533 2.769349 2.154024 2.740298 2.110863 0.012948 -0.008715 0.062238 0.999939 0.009651 -0.005441 -0.000053
10.453799 nan nan nan nan nan nan nan 1.576757 1.134117 17.930528 0.094279 0.112921 -0.022904 0.842551 0.021436 0.496539 0.995880 -0.006415 -0.034209 -0.083739 0.043445 0.078775 0.005524 0.000000 0.000000 0.000000 0.024976 0.148597 -0.059058 9.766319 2.734651 2.170729 2.714812 2.146126 0.007381 -0.005952 0.056630 0.999957 0.008157 -0.004333 -0.000035
10.464488 0.847200 0.028700 0.497200 0.995540 -0.001020 -0.025870 -0.090740 0.253621 4.735057 3.160692 -0.019708 0.258867 0.006924 0.842930 0.022694 0.497104 0.995776 -0.003546 -0.032265 -0.085886 0.055008 0.079505 0.014660 0.000000 0.000000 0.000000 0.015288 0.189526 -0.043056 9.753224 2.739198 2.181796 2.674570 2.157661 0.007240 -0.019388 0.053716 0.999951 0.008254 -0.005526 -0.000046
10.475285 nan nan nan nan nan nan nan 1.923692 6.845375 17.035676 -0.148076 0.080963 -0.079897 0.843523 0.023552 0.497262 0.995789 -0.003368 -0.031254 -0.086118 0.056111 0.088196 0.011938 0.000000 0.000000 0.000000 -0.005431 0.162622 -0.048100 9.759718 2.738123 2.186495 2.692540 2.142560 0.013180 -0.013675 0.055080 0.999942 0.009142 -0.005638 -0.000052
10.485976 0.850300 0.030000 0.498300 0.995610 -0.000590 -0.026090 -0.089940 1.701175 0.311045 4.837941 -0.129966 0.325448 -0.036220 0.844804 0.025130 0.497381 0.995644 -0.002655 -0.029296 -0.088470 0.069313 0.113413 0.015686 0.000000 0.000000 0.000000 -0.043738 0.180268 -0.045891 9.755502 2.752297 2.201972 2.682144 2.119088 0.024865 -0.021046 0.055669 0.999907 0.011738 -0.007000 -0.000082
10.496606 nan nan nan nan nan nan nan -0.404358 -4.768554 8.613544 -0.155533 0.262063 0.003729 0.845541 0.026335 0.497548 0.995650 -0.002795 -0.028322 -0.088722 0.075804 0.124557 0.006487 0.000000 0.000000 0.000000 -0.097317 0.172993 -0.042907 9.775130 2.753412 2.234703 2.684447 2.102568 0.039640 -0.020690 0.055029 0.999888 0.012860 -0.007653 -0.000098
10.507307 nan nan nan nan nan nan nan 2.631916 -4.641743 4.529289 0.023969 0.384040 -0.052200 0.846352 0.027668 0.497617 0.995654 -0.003225 -0.027355 -0.088968 0.078922 0.122052 0.006202 0.000000 0.000000 0.000000 -0.115314 0.219994 -0.049980 9.776616 2.785017 2.233527 2.672566 2.085506 0.044407 -0.033735 0.056927 0.999889 0.012610 -0.007975 -0.000101
10.517986 0.851700 0.031000 0.498900 0.995330 -0.005400 -0.018480 -0.094610 3.258791 -1.854305 17.861141 -0.038351 0.242355 0.014914 0.847092 0.027575 0.497644 0.995538 -0.002583 -0.026255 -0.090594 0.082132 0.102712 -0.004390 0.000000 0.000000 0.000000 -0.120465 0.216507 -0.049057 9.799731 2.795294 2.234063 2.680167 2.090207 0.043157 -0.034538 0.057560 0.999909 0.010612 -0.008289 -0.000088
10.528676 nan nan nan nan nan nan nan -3.866524 6.941081 8.819312 -0.147011 0.317991 -0.007990 0.847969 0.028673 0.497597 0.995543 -0.003112 -0.025045 -0.090874 0.086228 0.090880 0.009689 0.000000 0.000000 0.000000 -0.120789 0.259140 -0.036146 9.772847 2.793980 2.241941 2.637381 2.099544 0.042719 -0.046980 0.054494 0.999917 0.009438 -0.008737 -0.000082
10.539348 nan nan nan nan nan nan nan 5.699295 3.600940 12.432215 -0.339830 0.283902 -0.071908 0.848890 0.029643 0.497701 0.995556 -0.003623 -0.023611 -0.091087 0.087599 0.100143 0.015820 0.000000 0.000000 0.000000 -0.158598 0.247880 -0.046351 9.761158 2.801980 2.244134 2.649993 2.065050 0.053725 -0.045596 0.057139 0.999906 0.010403 -0.008893 -0.000093
10.550054 0.856300 0.031400 0.497600 0.995670 -0.010870 -0.016580 -0.090810 0.126811 -0.662764 12.767186 -0.211994 0.413335 -0.044742 0.850199 0.029532 0.497717 0.995530 -0.003298 -0.024744 -0.091082 0.086451 0.101478 0.029307 0.000000 0.000000 0.000000 -0.172530 0.273716 -0.056469 9.733546 2.816404 2.230055 2.646976 2.040111 0.056983 -0.050828 0.059661 0.999905 0.010568 -0.008806 -0.000093
10.560842 nan nan nan nan nan nan nan 1.861483 -4.531681 8.012989 -0.046873 0.402682 0.008522 0.851131 0.030626 0.498033 0.995535 -0.004083 -0.023190 -0.091413 0.084952 0.106580 0.036766 0.000000 0.000000 0.000000 -0.186670 0.275658 -0.046953 9.718869 2.804641 2.245648 2.629254 2.039326 0.061897 -0.052616 0.057446 0.999901 0.011115 -0.008670 -0.000096
10.571535 nan nan nan nan nan nan nan -1.165221 -4.452724 0.253621 -0.039949 0.327046 0.004794 0.852040 0.031766 0.498426 0.995540 -0.004936 -0.021633 -0.091692 0.089655 0.090760 0.041286 0.000000 0.000000 0.000000 -0.188367 0.290732 -0.048944 9.710985 2.815980 2.240057 2.620610 2.034338 0.061716 -0.058611 0.058110 0.999913 0.009503 -0.009167 -0.000087
10.582243 0.860400 0.033600 0.497700 0.995560 -0.003970 -0.016610 -0.092530 4.593890 -0.617304 14.571245 -0.199211 0.346222 0.005859 0.853162 0.031120 0.498033 0.995557 -0.004512 -0.020653 -0.091753 0.089239 0.074600 0.024873 0.000000 0.000000 0.000000 -0.197933 0.294857 -0.047408 9.744943 2.826518 2.250700 2.623833 2.043893 0.062042 -0.060805 0.057788 0.999928 0.007811 -0.009100 -0.000071
10.592940 nan nan nan nan nan nan nan -0.634053 7.063106 5.201624 -0.280173 0.387235 0.046873 0.854117 0.031918 0.498299 0.995560 -0.005416 -0.018987 -0.092034 0.097280 0.062099 0.020010 0.000000 0.000000 0.000000 -0.188151 0.314436 -0.025050 9.755850 2.814587 2.276217 2.586887 2.078159 0.059417 -0.068310 0.052355 0.999929 0.006527 -0.009920 -0.000065
10.603638 nan nan nan nan nan nan nan 3.804315 0.177056 5.529417 -0.195482 0.381909 -0.013849 0.855157 0.032582 0.498513 0.995572 -0.006261 -0.017220 -0.092196 0.103174 0.066810 0.006044 0.000000 0.000000 0.000000 -0.184204 0.309174 -0.019094 9.784160 2.816115 2.291178 2.585351 2.091515 0.059899 -0.069229 0.050939 0.999920 0.006993 -0.010499 -0.000073
10.614321 0.859100 0.039800 0.497500 0.995760 0.008120 0.014670 -0.090450 0.729759 -5.620338 2.363939 -0.333971 0.441033 0.020773 0.855630 0.033174 0.498058 0.995695 -0.002997 -0.012906 -0.091744 0.118661 0.066636 0.000594 0.000000 0.000000 0.000000 -0.235486 0.310949 -0.022017 9.798378 2.833076 2.308694 2.580729 2.075879 0.069844 -0.075704 0.051462 0.999903 0.006970 -0.012069 -0.000084
10.625009 nan nan nan nan nan nan nan 0.820679 -2.186883 15.119163 -0.123574 0.427717 -0.033024 0.856898 0.033886 0.498064 0.995699 -0.004096 -0.011137 -0.091882 0.122878 0.056511 -0.028748 0.000000 0.000000 0.000000 -0.255656 0.327052 -0.030841 9.856978 2.869573 2.320609 2.596395 2.070400 0.075063 -0.081953 0.053748 0.999905 0.005905 -0.012432 -0.000073
10.635692 0.864500 0.040200 0.497200 0.995350 0.006020 0.015340 -0.094940 0.500064 -2.792224 12.970562 -0.045275 0.361668 0.042079 0.858381 0.035129 0.497778 0.995688 -0.001628 -0.004827 -0.092621 0.117342 0.061119 -0.025487 0.000000 0.000000 0.000000 -0.229959 0.332402 -0.021752 9.850345 2.870494 2.314624 2.573503 2.091724 0.066870 -0.089097 0.051882 0.999909 0.006383 -0.011886 -0.000076
10.646373 nan nan nan nan nan nan nan 2.079214 1.481051 12.118778 -0.125705 0.414933 0.031426 0.859634 0.035782 0.497505 0.995682 -0.002685 -0.002946 -0.092745 0.112439 0.059187 -0.019267 0.000000 0.000000 0.000000 -0.199594 0.340424 -0.021496 9.836957 2.872812 2.300104 2.564524 2.099517 0.060176 -0.092486 0.051886 0.999916 0.006198 -0.011409 -0.000071
10.657064 nan nan nan nan nan nan nan -4.380944 6.409912 13.106943 -0.348885 0.308936 -0.034622 0.860837 0.036415 0.497299 0.995672 -0.003579 -0.001035 -0.092867 0.111976 0.068884 -0.004079 0.000000 0.000000 0.000000 -0.224177 0.324831 -0.027693 9.805433 2.869337 2.297738 2.568308 2.070049 0.068307 -0.090309 0.053493 0.999909 0.007209 -0.011403 -0.000082
10.667767 0.869300 0.041600 0.496400 0.995620 0.004330 0.021930 -0.090760 1.928477 0.614911 13.083016 -0.307338 0.414933 0.021306 0.861931 0.037303 0.497278 0.995751 0.000192 0.003456 -0.092025 0.112179 0.066173 0.005525 0.000000 0.000000 0.000000 -0.221833 0.320367 -0.027363 9.785591 2.868103 2.287773 2.554925 2.074789 0.063895 -0.093953 0.053023 0.999910 0.006951 -0.011452 -0.000080
10.678620 nan nan nan nan nan nan nan -1.796881 -2.567315 10.025208 -0.066581 0.337166 0.015979 0.863149 0.038021 0.497338 0.995729 -0.000847 0.005298 -0.092168 0.112281 0.078026 0.020844 0.000000 0.000000 0.000000 -0.211343 0.305117 -0.017493 9.753499 2.844529 2.291302 2.538485 2.079183 0.063636 -0.091813 0.050626 0.999900 0.008191 -0.011504 -0.000094
10.689409 nan nan nan nan nan nan nan 2.969280 -5.139415 3.507627 -0.087354 0.368593 -0.025034 0.864360 0.038863 0.497562 0.995709 -0.001831 0.007042 -0.092257 0.105276 0.079390 0.029199 0.000000 0.000000 0.000000 -0.217869 0.305711 -0.030226 9.735407 2.858074 2.275204 2.548242 2.053888 0.066395 -0.092950 0.053861 0.999907 0.008349 -0.010811 -0.000090
10.699980 0.876100 0.040600 0.495900 0.995270 -0.004850 0.016710 -0.095600 -1.490622 -1.004913 13.420380 -0.158197 0.407476 0.055928 0.865839 0.039214 0.497033 0.995629 0.001454 0.010244 -0.092821 0.111935 0.065106 0.020816 0.000000 0.000000 0.000000 -0.224369 0.303719 -0.026466 9.750707 2.864983 2.277357 2.542758 2.065610 0.063524 -0.096668 0.053239 0.999910 0.006873 -0.011483 -0.000079
10.710702 nan nan nan nan nan nan nan -0.248836 8.615937 19.600000 -0.221049 0.373387 -0.009588 0.867039 0.039912 0.497256 0.995599 0.000406 0.011977 -0.092947 0.106769 0.061718 0.025864 0.000000 0.000000 0.000000 -0.202011 0.317556 -0.019724 9.739048 2.861780 2.274427 2.523949 2.078892 0.058660 -0.101349 0.051620 0.999918 0.006536 -0.010971 -0.000072
10.721366 nan nan nan nan nan nan nan -2.526640 3.507627 2.512284 -0.125705 0.062320 0.009055 0.868178 0.040570 0.497532 0.995567 -0.000510 0.013763 -0.093038 0.111091 0.076356 0.043447 0.000000 0.000000 0.000000 -0.167086 0.257578 -0.018437 9.701787 2.829467 2.256238 2.534908 2.081174 0.052519 -0.088368 0.051348 0.999902 0.008070 -0.011461 -0.000092
10.732181 0.880700 0.042500 0.494800 0.995470 0.005130 0.025790 -0.091410 2.811365 -0.476138 13.145225 -0.343026 0.196015 0.007990 0.869884 0.040986 0.496524 0.995518 0.003247 0.018523 -0.092683 0.120940 0.075670 0.045381 0.000000 0.000000 0.000000 -0.213360 0.227543 -0.024502 9.693460 2.831716 2.260759 2.542302 2.058683 0.060623 -0.086824 0.052729 0.999890 0.008005 -0.012488 -0.000100
10.742729 nan nan nan nan nan nan nan -2.019398 -3.299466 3.579406 -0.070310 0.255671 -0.034090 0.871160 0.041784 0.497003 0.995486 0.002236 0.019822 -0.092787 0.130915 0.081199 0.050088 0.000000 0.000000 0.000000 -0.214912 0.207062 -0.026287 9.681504 2.826368 2.258913 2.546668 2.049556 0.062807 -0.083910 0.053228 0.999872 0.008586 -0.013534 -0.000116
10.753537 nan nan nan nan nan nan nan 4.656099 -5.582055 13.228968 0.058059 0.392029 -0.044210 0.872575 0.042661 0.497544 0.995452 0.001180 0.021044 -0.092903 0.133500 0.066715 0.030768 0.000000 0.000000 0.000000 -0.176137 0.208159 -0.040435 9.717753 2.856503 2.233273 2.570556 2.057422 0.052755 -0.085784 0.056818 0.999880 0.007070 -0.013754 -0.000097
10.764183 0.886800 0.041000 0.495600 0.995230 -0.004840 0.027600 -0.093410 -1.280068 -2.105533 1.868661 0.089485 0.289761 0.029828 0.875332 0.041399 0.496169 0.995412 0.001077 0.021551 -0.093213 0.139868 0.057876 0.032604 0.000000 0.000000 0.000000 -0.116375 0.199083 -0.027364 9.712853 2.838084 2.221590 2.555395 2.097785 0.037141 -0.084807 0.053705 0.999877 0.006158 -0.014427 -0.000089
10.774874 nan nan nan nan nan nan nan 0.679513 5.455245 19.600000 -0.094811 0.112389 -0.040481 0.876827 0.042018 0.496518 0.995376 0.000554 0.022668 -0.093344 0.139922 0.045450 0.008265 0.000000 0.000000 0.000000 -0.104855 0.209247 -0.035128 9.759606 2.866052 2.217266 2.570842 2.105446 0.033546 -0.088563 0.055709 0.999885 0.004861 -0.014369 -0.000070
10.785540 0.891800 0.043900 0.496000 0.995800 0.011930 0.030430 -0.085570 -2.409400 1.519333 9.462935 0.005326 -0.134227 0.018110 0.880678 0.041978 0.495827 0.995497 0.002116 0.024427 -0.091570 0.166440 0.030872 0.012082 0.000000 0.000000 0.000000 -0.041003 0.156189 -0.026921 9.746930 2.834028 2.197789 2.567143 2.147969 0.014946 -0.080066 0.052771 0.999848 0.003373 -0.017110 -0.000058
10.796224 nan nan nan nan nan nan nan 2.110318 -0.624482 6.713779 -0.171513 0.051134 -0.049004 0.882456 0.042308 0.495956 0.995463 0.001971 0.025278 -0.091706 0.167977 0.033245 0.015122 0.000000 0.000000 0.000000 -0.052854 0.118187 -0.030791 9.739325 2.823129 2.196393 2.584632 2.135170 0.018367 -0.071549 0.053810 0.999844 0.003619 -0.017287 -0.000063
10.807056 nan nan nan nan nan nan nan -3.919163 -4.689596 9.905576 0.116650 0.305740 -0.002131 0.884276 0.042668 0.496119 0.995432 0.001740 0.025941 -0.091863 0.181316 0.028944 0.016314 0.000000 0.000000 0.000000 -0.043489 0.103591 -0.022280 9.734347 2.809021 2.201527 2.575765 2.148034 0.016048 -0.069977 0.051761 0.999821 0.003182 -0.018664 -0.000059
10.817640 0.899300 0.043200 0.492800 0.995270 0.003590 0.030550 -0.092170 5.043709 -1.179577 11.467977 0.177905 0.326514 -0.037818 0.886865 0.042313 0.495147 0.995441 0.002129 0.026246 -0.091669 0.166684 0.029505 0.014761 0.000000 0.000000 0.000000 -0.026640 0.111892 -0.032772 9.738575 2.824249 2.182033 2.587937 2.144356 0.011303 -0.070894 0.054290 0.999847 0.003236 -0.017176 -0.000056
10.828326 nan nan nan nan nan nan nan -2.895108 1.002521 4.223029 0.119846 0.147544 -0.068179 0.888647 0.042629 0.495305 0.995410 0.002037 0.026855 -0.091839 0.176839 0.021338 0.015389 0.000000 0.000000 0.000000 0.013678 0.122252 -0.033725 9.735033 2.832223 2.161806 2.581420 2.159584 0.000667 -0.075241 0.054613 0.999831 0.002402 -0.018225 -0.000044
10.838997 nan nan nan nan nan nan nan 4.007691 3.318607 19.600000 0.092148 0.088952 0.033024 0.890534 0.042856 0.495469 0.995375 0.002165 0.027498 -0.092018 0.174558 0.020667 0.012979 0.000000 0.000000 0.000000 0.033327 0.164389 -0.029076 9.738932 2.846123 2.159619 2.558783 2.174407 -0.004436 -0.086202 0.053544 0.999835 0.002334 -0.017993 -0.000042
10.849705 0.905500 0.042500 0.492500 0.995200 0.001290 0.031670 -0.092630 -5.756719 3.471737 14.999530 -0.028763 -0.164056 0.039949 0.892778 0.042666 0.494467 0.995405 0.003320 0.029123 -0.091153 0.189581 0.021665 0.012465 0.000000 0.000000 0.000000 0.060981 0.128420 -0.010299 9.735471 2.810034 2.171458 2.542008 2.211971 -0.012154 -0.080408 0.048431 0.999806 0.002434 -0.019537 -0.000048
10.860379 nan nan nan nan nan nan nan 5.426533 -2.919034 5.608374 0.074571 0.086822 -0.135293 0.894802 0.042897 0.494600 0.995379 0.003705 0.029776 -0.091215 0.183966 0.032579 0.023919 0.000000 0.000000 0.000000 0.056164 0.088533 -0.034750 9.712287 2.818396 2.138051 2.583604 2.172237 -0.010256 -0.070438 0.054586 0.999813 0.003560 -0.019018 -0.000068
10.871074 nan nan nan nan nan nan nan -0.363683 -3.931126 -1.799274 0.023437 0.283902 -0.079365 0.896769 0.043245 0.494856 0.995347 0.004041 0.030221 -0.091407 0.198537 0.028000 0.025089 0.000000 0.000000 0.000000 0.027880 0.078034 -0.045057 9.707235 2.829513 2.134235 2.596754 2.146733 -0.003749 -0.069828 0.057265 0.999785 0.003093 -0.020525 -0.000064
