DfilX DfilY DfilZ DfilQ1 DfilQ2 DfilQ3 DfilQ4 DfildX DfildY DfildZ DfildQ1 DfildQ2 DfildQ3 DfildQ4 w1 w2 w3 fF fL fB fR Eul0 Eul1 Eul2 Fpwm Lpwm Bpwm Rpwm My
-0.328900 0.066343 0.905464 0.980571 -0.019646 -0.191039 -0.039985 -0.007420 -0.065147 -0.063027 0.084390 0.326016 0.458471 -0.266671 0.504127 0.967920 -0.622780 17.203368 0.000000 0.000000 0.000000 -0.076609 -0.385718 -0.025097 1963388.000000 1000000.000000 1000000.000000 1000000.000000 -5.822021
-0.328806 0.066370 0.905563 0.980994 -0.019468 -0.188834 -0.040160 0.003857 -0.052376 -0.049014 0.087656 0.275251 0.475040 -0.233582 0.417082 0.996330 -0.536702 17.751839 0.000000 0.000000 0.000000 -0.077042 -0.381220 -0.024812 1994102.000000 1000000.000000 1000000.000000 1000000.000000 -6.151103
-0.328613 0.066448 0.905817 0.981328 -0.019595 -0.187276 -0.039225 0.025650 -0.020865 0.004043 0.058459 0.114695 0.280008 0.052061 0.224931 0.578413 0.074778 10.839621 0.000000 4.160379 0.000000 -0.075007 -0.378036 -0.025575 1607018.000000 1000000.000000 1232981.000000 1000000.000000 -2.003772
-0.328514 0.066159 0.905733 0.982081 -0.019006 -0.183359 -0.039188 0.024599 -0.035903 -0.007660 0.083688 0.152856 0.423441 0.003188 0.271397 0.874256 -0.027139 15.903883 0.000000 0.000000 0.000000 -0.075155 -0.370023 -0.024629 1890617.000000 1000000.000000 1000000.000000 1000000.000000 -5.042330
-0.328237 0.065731 0.905679 0.982988 -0.017570 -0.178559 -0.039267 0.027736 -0.042054 -0.007257 0.090032 0.160700 0.457378 0.006856 0.285626 0.943726 -0.020768 17.226122 0.000000 0.000000 0.000000 -0.075858 -0.360158 -0.021928 1964662.000000 1000000.000000 1000000.000000 1000000.000000 -5.835673
-0.327897 0.065631 0.905830 0.983271 -0.017533 -0.176960 -0.039432 0.034138 -0.007126 0.014325 0.021090 0.011849 0.116010 -0.001457 0.014376 0.236588 -0.001327 5.494597 0.000000 9.505403 0.000000 -0.076212 -0.356912 -0.021906 1307697.000000 1000000.000000 1532302.000000 1000000.000000 1.203242
-0.327457 0.065560 0.905861 0.983602 -0.017573 -0.174844 -0.040594 0.051617 -0.000682 0.002685 0.027604 -0.020921 0.192057 -0.141509 -0.105262 0.390744 -0.262071 8.134981 0.000000 6.865019 0.000000 -0.078626 -0.352645 -0.021712 1455558.000000 1000000.000000 1384441.000000 1000000.000000 -0.380989
-0.326964 0.065469 0.905774 0.984035 -0.017556 -0.171922 -0.042543 0.054065 0.000383 -0.008459 0.037759 -0.026943 0.273189 -0.235467 -0.155908 0.556613 -0.441347 10.997639 0.000000 4.002361 0.000000 -0.082702 -0.346755 -0.021186 1615867.000000 1000000.000000 1224132.000000 1000000.000000 -2.098583
-0.326378 0.065578 0.905919 0.984150 -0.018622 -0.170620 -0.044621 0.065237 0.021091 0.017021 0.006533 -0.143351 0.120616 -0.260640 -0.381618 0.236553 -0.459025 5.705001 0.000000 9.294999 0.000000 -0.086659 -0.344253 -0.022765 1319480.000000 1000000.000000 1520519.000000 1000000.000000 1.076999
-0.325791 0.065792 0.906024 0.984134 -0.019893 -0.169881 -0.047173 0.065618 0.027133 0.014370 -0.001037 -0.156401 0.088087 -0.291509 -0.415234 0.169869 -0.517223 4.615655 0.000000 10.384345 0.000000 -0.091541 -0.342929 -0.024559 1258476.000000 1000000.000000 1581523.000000 1000000.000000 1.730607
-0.325312 0.065902 0.906050 0.984166 -0.020983 -0.168980 -0.049227 0.052890 0.015950 0.005690 0.004133 -0.135739 0.103714 -0.241711 -0.358906 0.202320 -0.425133 5.184358 0.000000 9.815642 0.000000 -0.095443 -0.341259 -0.026178 1290324.000000 1000000.000000 1549675.000000 1000000.000000 1.389385
-0.324904 0.065973 0.906099 0.984089 -0.021556 -0.169020 -0.050368 0.040920 0.009800 0.009114 -0.011105 -0.062022 -0.025979 -0.108594 -0.156642 -0.056452 -0.195004 0.868681 0.000000 14.131319 0.000000 -0.097628 -0.341427 -0.026959 1048646.000000 1000000.000000 1791353.000000 1000000.000000 3.978791
-0.324566 0.066125 0.906177 0.983830 -0.022140 -0.170121 -0.051449 0.033307 0.017410 0.014173 -0.025816 -0.071307 -0.113372 -0.096125 -0.162492 -0.234941 -0.172556 0.000000 0.000000 17.144813 0.000000 -0.099689 -0.343748 -0.027682 1000000.000000 1000000.000000 1960109.000000 1000000.000000 5.786888
-0.324277 0.066247 0.906206 0.983721 -0.022532 -0.170694 -0.051476 0.024433 0.009849 0.001752 -0.011349 -0.020755 -0.062639 -0.000636 -0.035113 -0.129222 0.001844 0.000000 0.000000 15.402871 0.000000 -0.099607 -0.344950 -0.028435 1000000.000000 1000000.000000 1862560.000000 1000000.000000 4.741723
-0.323969 0.066360 0.906315 0.983696 -0.022805 -0.170971 -0.050912 0.027344 0.008963 0.008397 -0.004029 -0.013573 -0.034669 0.044251 -0.008225 -0.072986 0.089709 0.524860 0.000000 14.475140 0.000000 -0.098327 -0.345522 -0.029187 1029392.000000 1000000.000000 1810607.000000 1000000.000000 4.185084
-0.323596 0.066612 0.906479 0.983323 -0.022655 -0.173288 -0.050338 0.035020 0.022972 0.014043 -0.038503 0.026638 -0.233959 0.047085 0.090515 -0.472910 0.068891 0.000000 0.000000 21.218355 0.000000 -0.097188 -0.350191 -0.028865 1000000.000000 1000000.000000 2188227.000000 1000000.000000 8.231013
-0.323325 0.066484 0.906338 0.983887 -0.021913 -0.169968 -0.050960 0.023539 -0.005708 -0.007343 0.030374 0.063303 0.192361 -0.038225 0.093297 0.396976 -0.085211 8.392927 0.000000 6.607073 0.000000 -0.098745 -0.343401 -0.027399 1470003.000000 1000000.000000 1369996.000000 1000000.000000 -0.535756
-0.322443 0.066053 0.906570 0.985560 -0.019573 -0.160605 -0.049952 0.033887 -0.011753 0.004003 0.053652 0.082163 0.333390 0.006214 0.132743 0.682351 0.004267 13.469586 0.000000 1.530414 0.000000 -0.097393 -0.324175 -0.023776 1754296.000000 1000000.000000 1085703.000000 1000000.000000 -3.581752
-0.320958 0.065933 0.906769 0.987395 -0.018331 -0.148869 -0.050525 0.068533 0.005714 0.001055 0.063965 0.022750 0.469625 -0.090045 -0.026995 0.952056 -0.160913 18.362061 0.000000 0.000000 0.000000 -0.098900 -0.300332 -0.022149 2028275.000000 1000000.000000 1000000.000000 1000000.000000 -6.517237
-0.319101 0.066076 0.906748 0.989240 -0.015666 -0.136047 -0.051473 0.081182 0.017339 -0.010689 0.065096 0.084416 0.499896 -0.116494 0.085896 1.019088 -0.231087 19.914747 0.000000 0.000000 0.000000 -0.101537 -0.274203 -0.017649 2115225.000000 1000000.000000 1000000.000000 1000000.000000 -7.448848
-0.317000 0.066258 0.906839 0.991327 -0.014686 -0.119872 -0.051820 0.080978 0.008683 -0.011613 0.103827 0.005575 0.739447 -0.103684 -0.087390 1.494584 -0.174426 25.000000 0.000000 0.000000 0.000000 -0.102365 -0.241529 -0.017194 2400000.000000 1000000.000000 1000000.000000 1000000.000000 -12.530550
-0.315949 0.066758 0.907361 0.991590 -0.018620 -0.118411 -0.048796 0.066436 0.033444 0.012440 0.025463 -0.108715 0.221187 0.015114 -0.232660 0.433512 0.066442 10.743285 0.000000 4.256715 0.000000 -0.095206 -0.238915 -0.026115 1601623.000000 1000000.000000 1238376.000000 1000000.000000 -1.945971
-0.315897 0.067610 0.907378 0.990691 -0.024117 -0.124839 -0.048621 0.019517 0.044282 -0.014666 -0.031285 -0.113844 -0.110578 -0.155810 -0.255227 -0.230464 -0.288671 0.000000 0.000000 15.547217 0.000000 -0.093405 -0.252369 -0.036821 1000000.000000 1000000.000000 1870644.000000 1000000.000000 4.828330
-0.317523 0.068215 0.907253 0.988667 -0.027181 -0.139862 -0.047297 -0.070426 0.028745 -0.022662 -0.096653 0.022278 -0.563421 -0.089349 0.067099 -1.134142 -0.222676 0.000000 0.000000 25.000000 0.000000 -0.089595 -0.282883 -0.042206 1000000.000000 1000000.000000 2400000.000000 1000000.000000 14.170254
-0.320068 0.068245 0.907063 0.986033 -0.032371 -0.156653 -0.046367 -0.116091 -0.000046 -0.028599 -0.111363 -0.078314 -0.646318 -0.114630 -0.137629 -1.309314 -0.253691 0.000000 0.000000 25.000000 0.000000 -0.085670 -0.317227 -0.051923 1000000.000000 1000000.000000 2400000.000000 1000000.000000 16.265407
-0.323393 0.068139 0.906765 0.982251 -0.036118 -0.178154 -0.046249 -0.144479 -0.004172 -0.031755 -0.144101 -0.030410 -0.825378 -0.142804 -0.044686 -1.665299 -0.342655 0.000000 0.000000 25.000000 0.000000 -0.083460 -0.361123 -0.058263 1000000.000000 1000000.000000 2400000.000000 1000000.000000 20.264224
-0.326671 0.067723 0.906191 0.979400 -0.032204 -0.192956 -0.050064 -0.180523 -0.021314 -0.041509 -0.155999 0.210409 -0.818303 -0.264537 0.381948 -1.624988 -0.667699 0.000000 0.000000 25.000000 0.000000 -0.092764 -0.391080 -0.047353 1000000.000000 1000000.000000 2400000.000000 1000000.000000 20.160672
-0.330175 0.066578 0.905601 0.976402 -0.027148 -0.207491 -0.053373 -0.173866 -0.058283 -0.031288 -0.140760 0.247252 -0.693953 -0.166848 0.480031 -1.378115 -0.481131 0.000000 0.000000 25.000000 0.000000 -0.102003 -0.420359 -0.033815 1000000.000000 1000000.000000 2400000.000000 1000000.000000 17.984745
-0.332702 0.065090 0.905025 0.974849 -0.021122 -0.214860 -0.055297 -0.124783 -0.077466 -0.030786 -0.066258 0.312859 -0.320293 -0.082516 0.607145 -0.614861 -0.316182 0.000000 0.000000 24.994706 0.000000 -0.109083 -0.434822 -0.019208 1000000.000000 1000000.000000 2399703.000000 1000000.000000 10.496824
-0.335104 0.063689 0.904769 0.972907 -0.012610 -0.223657 -0.057190 -0.128500 -0.079449 -0.010536 -0.099452 0.503406 -0.456196 -0.097367 0.985652 -0.872124 -0.437520 0.000000 0.000000 25.000000 0.000000 -0.117697 -0.451857 0.001161 1000000.000000 1000000.000000 2400000.000000 1000000.000000 13.239815
-0.337111 0.061925 0.904323 0.971732 -0.003802 -0.228623 -0.058772 -0.113888 -0.119075 -0.027664 -0.059648 0.547439 -0.274061 -0.071098 1.063179 -0.495014 -0.397587 0.000000 0.000000 23.432146 0.000000 -0.125921 -0.460915 0.021755 1000000.000000 1000000.000000 2312200.000000 1000000.000000 9.559288
-0.338189 0.060294 0.904275 0.971900 0.003133 -0.227903 -0.058823 -0.064567 -0.108179 -0.012017 -0.008369 0.421556 -0.040865 0.010960 0.829276 -0.033586 -0.171573 0.000000 0.000000 15.701930 0.000000 -0.129465 -0.458530 0.036701 1000000.000000 1000000.000000 1879308.000000 1000000.000000 4.921158
-0.338299 0.059137 0.904510 0.973105 0.010055 -0.223060 -0.056662 -0.016119 -0.086963 0.001707 0.042601 0.430231 0.168873 0.123948 0.872621 0.398914 0.050726 6.685277 0.000000 8.314723 0.000000 -0.127660 -0.447798 0.049774 1374375.000000 1000000.000000 1465624.000000 1000000.000000 0.488834
-0.338057 0.058298 0.904799 0.974899 0.016054 -0.215055 -0.055370 0.006990 -0.067164 0.005209 0.078074 0.379395 0.385961 0.075665 0.727039 0.830570 -0.019397 14.163973 0.000000 0.836027 0.000000 -0.126751 -0.430732 0.060696 1793182.000000 1000000.000000 1046817.000000 1000000.000000 -3.998384
-0.337364 0.057640 0.904984 0.977267 0.020950 -0.203766 -0.054688 0.043938 -0.050841 -0.003339 0.130978 0.274274 0.641120 0.043201 0.478073 1.338277 -0.039874 23.019118 0.000000 0.000000 0.000000 -0.126036 -0.407130 0.068919 2289070.000000 1000000.000000 1000000.000000 1000000.000000 -9.311471
-0.336310 0.057322 0.905256 0.979669 0.024909 -0.191725 -0.053565 0.068941 -0.011159 0.008864 0.135468 0.189971 0.669239 0.063177 0.317998 1.386710 0.032112 24.241424 0.000000 0.000000 0.000000 -0.123725 -0.382225 0.074808 2357519.000000 1000000.000000 1000000.000000 1000000.000000 -10.044854
-0.334861 0.057529 0.905607 0.981545 0.026292 -0.182412 -0.051026 0.132695 0.060059 0.068372 0.142328 -0.065840 0.631010 0.323131 -0.083244 1.300927 0.639700 23.126278 0.000000 0.000000 0.000000 -0.117699 -0.363351 0.075206 2295071.000000 1000000.000000 1000000.000000 1000000.000000 -9.375767
-0.333477 0.058158 0.906012 0.983272 0.026234 -0.173374 -0.049281 0.131866 0.084460 0.072013 0.135764 -0.143200 0.631756 0.284258 -0.252435 1.290252 0.588896 23.251275 0.000000 0.000000 0.000000 -0.112895 -0.345176 0.073048 2302071.000000 1000000.000000 1000000.000000 1000000.000000 -9.450765
-0.332130 0.059018 0.906358 0.984390 0.023049 -0.167402 -0.049220 0.123271 0.092034 0.068736 0.086370 -0.299261 0.401781 0.196356 -0.566971 0.799527 0.476756 15.267895 0.000000 0.000000 0.000000 -0.110946 -0.333453 0.065510 1855002.000000 1000000.000000 1000000.000000 1000000.000000 -4.660737
-0.330619 0.060108 0.906536 0.985377 0.017883 -0.162593 -0.047698 0.140086 0.111711 0.052810 0.079816 -0.464745 0.326899 0.302539 -0.851556 0.636679 0.743282 12.704914 0.000000 2.295086 0.000000 -0.105504 -0.324384 0.053571 1711475.000000 1000000.000000 1128524.000000 1000000.000000 -3.122948
-0.329567 0.061414 0.906856 0.985910 0.011938 -0.160301 -0.046298 0.109607 0.125213 0.061886 0.050596 -0.511330 0.163473 0.292179 -0.930921 0.298190 0.740840 7.129260 0.000000 7.870740 0.000000 -0.100388 -0.320434 0.040452 1399238.000000 1000000.000000 1440761.000000 1000000.000000 0.222444
-0.328798 0.062450 0.906605 0.986306 0.005761 -0.158295 -0.045942 0.049551 0.062775 -0.017522 0.022700 -0.366182 0.105879 0.047171 -0.717391 0.182942 0.209846 5.265568 0.000000 9.734432 0.000000 -0.097451 -0.317008 0.027271 1294871.000000 1000000.000000 1545128.000000 1000000.000000 1.340659
-0.328754 0.063743 0.906184 0.985672 -0.001372 -0.161982 -0.047017 0.008302 0.074438 -0.027451 -0.035960 -0.416969 -0.211803 -0.032631 -0.812742 -0.468306 0.066793 0.000000 0.000000 20.724264 0.000000 -0.097498 -0.325150 0.013219 1000000.000000 1000000.000000 2160558.000000 1000000.000000 7.934558
-0.329114 0.064965 0.905940 0.984193 -0.006953 -0.170910 -0.045883 -0.017208 0.089182 -0.009942 -0.122115 -0.397319 -0.693372 0.138696 -0.672738 -1.444954 0.387971 0.000000 0.000000 25.000000 0.000000 -0.093541 -0.343787 0.002121 1000000.000000 1000000.000000 2400000.000000 1000000.000000 17.887411
-0.329855 0.066096 0.905786 0.982457 -0.012230 -0.180833 -0.043902 -0.051962 0.081027 -0.001758 -0.139836 -0.370070 -0.785026 0.215844 -0.583585 -1.630855 0.526476 0.000000 0.000000 25.000000 0.000000 -0.087705 -0.364408 -0.008726 1000000.000000 1000000.000000 2400000.000000 1000000.000000 19.952628
-0.330945 0.067062 0.905486 0.980251 -0.016512 -0.192310 -0.043044 -0.058671 0.067785 -0.009826 -0.147265 -0.296655 -0.784615 0.166340 -0.454932 -1.625912 0.401620 0.000000 0.000000 25.000000 0.000000 -0.084407 -0.388116 -0.017089 1000000.000000 1000000.000000 2400000.000000 1000000.000000 20.140277
-0.332437 0.067878 0.905291 0.977539 -0.019853 -0.205301 -0.043308 -0.147265 0.041132 -0.029322 -0.237246 -0.299514 -1.130602 -0.054704 -0.519527 -2.331599 -0.049409 0.000000 0.000000 25.000000 0.000000 -0.083710 -0.414901 -0.022983 1000000.000000 1000000.000000 2400000.000000 1000000.000000 27.465005
-0.333724 0.068291 0.905095 0.975549 -0.022320 -0.214492 -0.042415 -0.167294 0.031529 -0.040718 -0.197154 -0.263202 -0.926756 0.038961 -0.427004 -1.916834 0.130832 0.000000 0.000000 25.000000 0.000000 -0.080742 -0.433873 -0.027945 1000000.000000 1000000.000000 2400000.000000 1000000.000000 23.507074
-0.335089 0.068601 0.904826 0.974092 -0.024639 -0.220747 -0.042529 -0.174494 0.019291 -0.049215 -0.144357 -0.243431 -0.602839 -0.070284 -0.461115 -1.255416 -0.071439 0.000000 0.000000 25.000000 0.000000 -0.079899 -0.446877 -0.032414 1000000.000000 1000000.000000 2400000.000000 1000000.000000 17.022931
-0.336475 0.068735 0.904650 0.972747 -0.025672 -0.226324 -0.043371 -0.177187 0.002745 -0.040672 -0.132209 -0.124610 -0.541942 -0.134871 -0.263255 -1.118073 -0.245281 0.000000 0.000000 25.000000 0.000000 -0.081225 -0.458427 -0.033810 1000000.000000 1000000.000000 2400000.000000 1000000.000000 15.765000
-0.337384 0.068676 0.904417 0.972343 -0.025891 -0.227975 -0.043657 -0.160675 -0.016230 -0.053773 -0.075435 -0.039587 -0.303799 -0.128140 -0.112790 -0.622010 -0.253460 0.000000 0.000000 25.000000 0.000000 -0.081739 -0.461846 -0.034014 1000000.000000 1000000.000000 2400000.000000 1000000.000000 10.838552
-0.337814 0.068511 0.904296 0.972548 -0.025545 -0.227133 -0.043684 -0.064685 -0.011219 -0.024738 0.032198 0.049301 0.129027 0.021537 0.096050 0.268803 0.028900 4.311918 0.000000 10.688082 0.000000 -0.081972 -0.460088 -0.033312 1241467.000000 1000000.000000 1598532.000000 1000000.000000 1.912849
-0.337932 0.068015 0.903934 0.973373 -0.025134 -0.223447 -0.044559 -0.011409 -0.052650 -0.040668 0.089346 0.062870 0.410959 -0.086254 0.051712 0.849900 -0.167390 14.122981 0.000000 0.877019 0.000000 -0.084063 -0.452521 -0.032269 1790886.000000 1000000.000000 1049113.000000 1000000.000000 -3.973788
-0.337701 0.067201 0.903649 0.974773 -0.023334 -0.217346 -0.045088 0.019138 -0.080523 -0.037786 0.137412 0.179581 0.610356 -0.067002 0.272350 1.268971 -0.167811 21.318181 0.000000 0.000000 0.000000 -0.086045 -0.439880 -0.028619 2193818.000000 1000000.000000 1000000.000000 1000000.000000 -8.290909
-0.336249 0.066691 0.903644 0.977146 -0.021147 -0.206222 -0.047022 0.077450 -0.063112 -0.025825 0.174542 0.180997 0.822259 -0.146381 0.223400 1.702137 -0.309529 25.000000 0.000000 0.000000 0.000000 -0.091094 -0.416987 -0.023992 2400000.000000 1000000.000000 1000000.000000 1000000.000000 -12.851500
-0.334672 0.066144 0.903765 0.979456 -0.017685 -0.194975 -0.048354 0.089820 -0.062033 -0.008175 0.162996 0.292947 0.787221 -0.078800 0.472765 1.636774 -0.224989 25.000000 0.000000 0.000000 0.000000 -0.095246 -0.393744 -0.017097 2400000.000000 1000000.000000 1000000.000000 1000000.000000 -12.430302
-0.333141 0.065452 0.903910 0.981848 -0.014361 -0.182813 -0.048462 0.087056 -0.087652 -0.006132 0.187724 0.285205 0.933314 0.050355 0.493399 1.927577 0.039606 25.000000 0.000000 0.000000 0.000000 -0.096540 -0.368676 -0.011238 2400000.000000 1000000.000000 1000000.000000 1000000.000000 -15.589013
-0.331450 0.065022 0.904533 0.983777 -0.010859 -0.172815 -0.046902 0.093558 -0.061517 0.035998 0.138617 0.296940 0.694178 0.183084 0.585418 1.437621 0.285676 25.000000 0.000000 0.000000 0.000000 -0.094315 -0.348024 -0.005483 2400000.000000 1000000.000000 1000000.000000 1000000.000000 -10.895966
-0.329724 0.064921 0.905200 0.985499 -0.008944 -0.163112 -0.045901 0.097262 -0.037354 0.040518 0.127983 0.180761 0.681592 0.143714 0.342880 1.399190 0.248233 25.000000 0.000000 0.000000 0.000000 -0.092622 -0.328172 -0.002804 2400000.000000 1000000.000000 1000000.000000 1000000.000000 -10.710178
-0.329068 0.064693 0.905556 0.986291 -0.006580 -0.159066 -0.043420 0.053681 -0.040573 0.026929 0.085709 0.223708 0.434985 0.214943 0.473016 0.901909 0.365991 17.202406 0.000000 0.000000 0.000000 -0.088132 -0.319764 0.000878 1963334.000000 1000000.000000 1000000.000000 1000000.000000 -5.821444
-0.328754 0.064720 0.905940 0.986529 -0.006533 -0.158161 -0.041272 0.025176 -0.017803 0.027488 0.038456 -0.000469 0.182901 0.172195 0.038949 0.370749 0.345463 8.380351 0.000000 6.619649 0.000000 -0.083651 -0.317928 0.000173 1469299.000000 1000000.000000 1370700.000000 1000000.000000 -0.528211
-0.328590 0.065233 0.906134 0.986335 -0.007191 -0.159453 -0.040822 0.008506 0.040714 0.007337 -0.015730 -0.077897 -0.085833 -0.018056 -0.152642 -0.180437 -0.013295 0.000000 0.000000 15.850601 0.000000 -0.082528 -0.320599 -0.001229 1000000.000000 1000000.000000 1887633.000000 1000000.000000 5.010360
-0.329059 0.065879 0.906004 0.985619 -0.008998 -0.163344 -0.042338 -0.043809 0.053379 -0.018684 -0.063482 -0.182614 -0.313875 -0.176882 -0.392325 -0.651742 -0.300043 0.000000 0.000000 23.839611 0.000000 -0.085174 -0.328635 -0.004126 1000000.000000 1000000.000000 2335018.000000 1000000.000000 9.803767
-0.330043 0.066431 0.905860 0.984123 -0.013066 -0.171788 -0.042662 -0.091422 0.048617 -0.015336 -0.143338 -0.431666 -0.746108 -0.057597 -0.809500 -1.553097 0.003217 0.000000 0.000000 25.000000 0.000000 -0.084590 -0.346105 -0.011757 1000000.000000 1000000.000000 2400000.000000 1000000.000000 18.992019
-0.331759 0.066792 0.905390 0.981887 -0.016759 -0.183878 -0.042489 -0.141737 0.035943 -0.037950 -0.195343 -0.399690 -1.000636 -0.020773 -0.714056 -2.070130 0.056056 0.000000 0.000000 25.000000 0.000000 -0.083012 -0.370970 -0.018547 1000000.000000 1000000.000000 2400000.000000 1000000.000000 24.411005
-0.333620 0.067288 0.904811 0.979199 -0.021421 -0.197298 -0.042227 -0.155357 0.047763 -0.045697 -0.236315 -0.481390 -1.126841 -0.011607 -0.862290 -2.340212 0.098991 0.000000 0.000000 25.000000 0.000000 -0.080651 -0.398675 -0.027443 1000000.000000 1000000.000000 2400000.000000 1000000.000000 27.388868
-0.336939 0.067940 0.903771 0.973981 -0.026760 -0.221095 -0.041968 -0.208674 0.046143 -0.052220 -0.346817 -0.472807 -1.531556 0.064194 -0.782635 -3.179894 0.223037 0.000000 0.000000 25.000000 0.000000 -0.077643 -0.447741 -0.037250 1000000.000000 1000000.000000 2400000.000000 1000000.000000 36.276346
-0.340657 0.068688 0.902652 0.968228 -0.031169 -0.244349 -0.043085 -0.234777 0.051617 -0.055905 -0.353515 -0.383809 -1.463417 -0.030826 -0.654230 -3.037757 0.006183 0.000000 0.000000 25.000000 0.000000 -0.077619 -0.495938 -0.044701 1000000.000000 1000000.000000 2400000.000000 1000000.000000 35.336953
-0.344898 0.069247 0.901101 0.962107 -0.031356 -0.267366 -0.043379 -0.251456 0.036456 -0.089152 -0.337971 -0.005226 -1.306797 -0.030868 0.065619 -2.693800 -0.167875 0.000000 0.000000 25.000000 0.000000 -0.078015 -0.543563 -0.043407 1000000.000000 1000000.000000 2400000.000000 1000000.000000 32.373637
-0.349021 0.069934 0.899979 0.957153 -0.033139 -0.283924 -0.046331 -0.219202 0.044272 -0.062114 -0.264275 -0.110339 -0.946971 -0.147760 -0.224895 -1.963293 -0.307455 0.000000 0.000000 25.000000 0.000000 -0.083539 -0.578285 -0.044353 1000000.000000 1000000.000000 2400000.000000 1000000.000000 25.415772
-0.352605 0.070439 0.899106 0.953199 -0.032436 -0.296596 -0.048886 -0.171526 0.032139 -0.036801 -0.177761 0.111712 -0.631046 -0.097261 0.205441 -1.291240 -0.310002 0.000000 0.000000 25.000000 0.000000 -0.090025 -0.604804 -0.039928 1000000.000000 1000000.000000 2400000.000000 1000000.000000 18.960447
-0.354318 0.070565 0.898812 0.953444 -0.029107 -0.295901 -0.050399 -0.075995 0.010547 -0.017399 0.033550 0.304062 0.094258 -0.058851 0.537437 0.233668 -0.283299 1.343092 0.000000 13.656908 0.000000 -0.095922 -0.603083 -0.031183 1075213.000000 1000000.000000 1764786.000000 1000000.000000 3.694145
-0.354471 0.070696 0.899311 0.954975 -0.026238 -0.291369 -0.049388 0.036074 0.007496 0.037424 0.122550 0.274910 0.364631 0.139067 0.576519 0.787698 0.136649 10.740142 0.000000 4.259858 0.000000 -0.095475 -0.593290 -0.025734 1601447.000000 1000000.000000 1238552.000000 1000000.000000 -1.944085
-0.353680 0.070561 0.899919 0.958610 -0.022268 -0.279313 -0.050543 0.089264 0.000910 0.047298 0.213940 0.283540 0.698691 0.017513 0.492292 1.486939 -0.072074 22.819439 0.000000 0.000000 0.000000 -0.100349 -0.567773 -0.017150 2277888.000000 1000000.000000 1000000.000000 1000000.000000 -9.191664
-0.351901 0.070569 0.900829 0.961881 -0.018463 -0.268422 -0.048914 0.128667 0.009718 0.066384 0.212567 0.270345 0.686659 0.129505 0.530278 1.456750 0.150155 22.700336 0.000000 0.000000 0.000000 -0.098594 -0.544730 -0.010826 2271218.000000 1000000.000000 1000000.000000 1000000.000000 -9.120202
-0.350043 0.070511 0.901475 0.965378 -0.015996 -0.255952 -0.047724 0.118905 0.002638 0.042233 0.209662 0.151709 0.716682 0.066578 0.265297 1.503416 0.093825 23.912758 0.000000 0.000000 0.000000 -0.096818 -0.518650 -0.007432 2339114.000000 1000000.000000 1000000.000000 1000000.000000 -9.847655
-0.348607 0.070571 0.901944 0.967754 -0.015119 -0.247142 -0.046319 0.079327 0.014015 0.030480 0.105329 -0.003497 0.368677 0.085099 0.004325 0.762742 0.187344 11.872957 0.000000 3.127043 0.000000 -0.093797 -0.500364 -0.007258 1664885.000000 1000000.000000 1175114.000000 1000000.000000 -2.623774
-0.348005 0.070560 0.901912 0.969205 -0.014761 -0.241621 -0.045203 0.024993 0.011563 -0.001187 0.041689 -0.050511 0.144355 0.065077 -0.078282 0.293477 0.158585 4.242207 0.000000 10.757793 0.000000 -0.091297 -0.488945 -0.007669 1237563.000000 1000000.000000 1602436.000000 1000000.000000 1.954676
-0.348013 0.071069 0.901707 0.968198 -0.018528 -0.245314 -0.045490 0.001293 0.029995 -0.008940 -0.054345 -0.200607 -0.193848 0.008219 -0.368800 -0.420586 0.102211 0.000000 0.000000 22.791594 0.000000 -0.089987 -0.496910 -0.015425 1000000.000000 1000000.000000 2276329.000000 1000000.000000 9.174956
-0.350041 0.071141 0.900352 0.964909 -0.022715 -0.257406 -0.046653 -0.054998 0.014764 -0.046519 -0.117090 -0.198650 -0.400448 -0.049238 -0.376662 -0.849369 -0.021870 0.000000 0.000000 25.000000 0.000000 -0.090513 -0.522289 -0.022868 1000000.000000 1000000.000000 2400000.000000 1000000.000000 13.716587
-0.352020 0.071232 0.899526 0.961216 -0.025920 -0.270349 -0.047986 -0.060839 0.015051 -0.036483 -0.131568 -0.173778 -0.464950 -0.057773 -0.327512 -0.978656 -0.053833 0.000000 0.000000 25.000000 0.000000 -0.091867 -0.549448 -0.028008 1000000.000000 1000000.000000 2400000.000000 1000000.000000 15.281037
-0.353243 0.071093 0.898930 0.958874 -0.026097 -0.278438 -0.048502 0.122197 -0.043819 -0.023934 0.242159 0.613764 0.680050 0.185646 1.227097 1.488863 0.073215 22.876200 0.000000 0.000000 0.000000 -0.093133 -0.566291 -0.027302 2281067.000000 1000000.000000 1000000.000000 1000000.000000 -9.225720
-0.354182 0.070517 0.898491 0.957248 -0.024823 -0.283996 -0.049051 0.139043 -0.072470 -0.016017 0.288387 0.718241 0.844100 0.185742 1.412080 1.841067 0.017844 25.000000 0.000000 0.000000 0.000000 -0.095416 -0.577756 -0.023476 2400000.000000 1000000.000000 1000000.000000 1000000.000000 -12.633109
-0.354450 0.069688 0.898521 0.957563 -0.019974 -0.283573 -0.047554 0.180462 -0.091399 0.017605 0.393961 1.023420 1.196515 0.309439 2.037413 2.599884 0.097455 25.000000 0.000000 0.000000 0.000000 -0.095253 -0.576361 -0.013457 2400000.000000 1000000.000000 1000000.000000 1000000.000000 -20.235226
