what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1402680442553
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1402680445338
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1402680448099
started,bundle,org.eclipse.cdt.managedbuilder.ui,7.0.0.201102110609,"org.eclipse.cdt.managedbuilder.ui",1402680451545
executed,command,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.project.properties",1402680461278
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1402680461312
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1402680461315
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1402680462001
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1402680466067
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1402680466266
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1402680467719
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1402680469127
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1402680470186
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1402680471586
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1402680474365
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1402680477064
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1402680479798
executed,command,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.project.properties",1402680491264
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1402680491299
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1402680495069
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1402680515838
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1402680516052
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1402680519986
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1402680557348
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1402680559704
