t ax ay az w1 w2 w3
6.117824 -4.562786 1.892587 8.895877 21.698660 23.071993 -2.960295
6.126781 -4.670455 1.811237 8.692502 18.250069 27.100436 -0.213630
6.135705 -4.847511 1.641359 8.441273 15.472884 32.807398 1.892148
6.144776 -4.912113 1.478658 8.489126 11.078219 40.864284 1.068148
6.153699 -5.070028 1.466695 8.541765 8.667257 48.371838 -1.831111
6.162416 -5.311686 1.674856 8.769066 7.385479 53.041169 -4.516739
6.171319 -5.620338 1.576757 8.694894 6.164739 54.536576 -7.660146
6.180074 -6.230464 1.495407 8.661397 6.317331 52.705466 -10.742515
6.189040 -6.756847 1.387738 8.496304 6.775109 48.585467 -14.007996
6.197959 -7.189917 0.691476 8.113480 7.904294 42.664876 -17.700735
6.206882 -7.084640 0.064602 7.725871 12.726218 32.898953 -20.661031
6.215802 -6.273531 -0.275155 7.740226 17.822810 21.179846 -21.668142
6.224745 -5.070028 -0.260799 7.816791 22.156438 9.216590 -20.447401
6.233701 -4.223029 -0.019141 8.008203 26.154363 -1.312296 -19.714957
6.242474 -3.452596 0.488101 8.278573 26.612140 -9.704886 -16.846217
6.251419 -4.110575 0.210553 7.587097 25.666066 -13.519700 -13.977477
6.260533 -3.450203 0.717795 7.352617 22.827845 -22.583697 -9.765923
6.269447 -3.340141 1.189148 6.871694 21.179846 -37.446211 -15.625477
6.278365 -2.079214 1.753813 6.632429 18.646809 -42.970061 -27.222510
6.287302 -1.172399 1.892587 6.419483 13.306070 -38.056581 -38.209174
6.296244 -0.110062 2.088784 6.364452 7.477035 -27.039399 -41.749321
6.304776 1.107797 2.110318 6.706601 1.831111 -11.535997 -35.706656
6.313766 1.746635 1.452339 6.948259 -1.983703 1.098666 -27.100436
6.322622 2.380688 1.277676 7.254518 -2.716147 5.554369 -17.853328
6.331522 2.919034 1.540867 7.575134 -2.349925 5.188147 -12.817774
6.340274 2.710874 1.734672 7.821577 -6.195257 5.737480 -10.956145
6.349175 2.452467 2.232344 8.132621 -14.923551 7.873775 -12.329478
6.358074 2.567315 2.648665 8.137407 -31.739250 15.015107 -13.855403
6.366989 2.371117 2.911856 7.862252 -48.707541 21.271401 -14.313181
6.375780 2.562529 2.610382 8.010596 -65.065462 27.985473 -9.765923
6.384277 3.706217 1.098227 8.314463 -76.082644 35.004730 -4.638813
6.392483 4.390515 1.574364 8.032130 -82.522050 55.543687 2.471999
6.400094 4.081863 1.519333 8.560906 -83.864864 67.445906 7.934812
6.408233 4.148857 0.643623 9.912754 -78.524125 75.136570 13.946959
6.416434 4.589105 0.272762 11.070797 -69.643239 77.608570 19.379254
6.424689 4.270882 -0.016749 11.338774 -61.647389 76.479385 29.480880
6.432518 3.744499 -0.069387 11.757488 -54.017762 65.401166 41.291543
6.440819 2.887930 0.007178 11.616321 -48.707541 50.996429 55.848872
6.449177 2.280197 0.433070 11.286135 -41.383099 39.124729 68.788720
6.457411 1.423627 -0.392395 11.068404 -31.769768 32.807398 75.685904
6.466591 1.514548 -0.112455 10.975091 -19.104587 18.738365 80.538347
6.475650 2.311301 0.279940 10.936808 -6.622517 -3.295999 84.139531
6.484177 3.486093 -0.083743 10.958342 8.697775 -27.680288 86.886196
6.492390 4.034010 -0.971416 10.888955 23.377178 -43.641469 85.573901
6.500939 4.124931 -1.576757 10.738218 33.936583 -56.001465 81.087680
6.509489 4.871438 -1.493014 9.955821 39.124729 -68.300424 68.056276
6.517853 5.503098 -1.036018 9.331339 39.155248 -76.448866 49.256874
6.526322 6.101260 -0.521598 8.525016 38.056581 -76.052126 25.940733
6.534689 6.244819 0.086135 8.130229 33.661916 -68.178350 10.467849
6.542879 6.036659 0.894852 7.670840 21.637623 -58.900723 1.098666
6.551107 5.682546 1.026447 7.371758 3.875851 -48.188726 -5.676443
6.559434 5.716044 0.555095 7.228199 -7.873775 -36.744285 -10.986663
6.567255 5.775860 0.129203 7.400470 -13.428144 -25.299844 -18.097476
6.575626 6.247212 0.050246 7.644520 -14.862514 -15.472884 -26.306955
6.583331 6.244819 -0.287118 7.833540 -14.313181 -3.295999 -35.523545
6.591547 5.431318 -0.189019 7.484213 -11.230811 8.667257 -40.711692
6.599182 4.567571 -0.131596 7.893356 -8.178961 20.386364 -41.413617
6.607395 3.445418 0.401965 8.489126 -4.119999 30.823695 -38.331248
6.615027 2.368725 1.040803 9.094467 -0.579852 36.988433 -34.607990
6.623212 1.287246 1.359026 9.403119 1.983703 37.293619 -28.290658
6.631708 0.466567 1.457125 9.541893 2.349925 31.983398 -18.280587
6.640051 0.066994 0.820679 9.446187 1.678518 25.025178 -6.469924
6.648245 -0.165093 0.059816 9.465328 3.967406 20.386364 3.082369
6.655866 -0.038282 -0.062209 9.446187 8.362072 16.724143 7.812738
6.664009 -0.011963 -0.011963 9.549071 13.519700 11.444441 10.254219
6.672231 -0.313437 0.009571 9.556249 15.106662 4.547258 13.245033
6.680652 -0.401965 0.466567 9.422260 12.207404 -3.662221 14.679403
6.689169 -0.162700 0.818287 9.032258 6.408887 -9.857479 14.648885
6.697349 -0.019141 0.868532 8.874343 1.037629 -11.291849 13.824885
6.704982 0.239265 1.069515 8.592010 -3.692740 -10.559404 12.390515
6.712622 0.390002 0.801538 8.367101 -5.767998 -9.216590 10.315256
6.720823 0.342149 0.569451 7.989062 -6.653035 -6.408887 7.141331
6.728417 0.234480 0.612519 7.838325 -5.767998 -2.563555 5.218665
6.736587 0.093313 0.478530 7.792865 -4.486221 3.448592 3.906369
6.744180 -0.217731 0.224909 8.046486 -3.143406 10.406812 3.295999
6.751802 -0.440248 0.222517 8.273788 -2.319407 15.503403 1.861629
6.759997 -0.736937 0.110062 8.702072 -1.159703 16.571551 0.579852
6.767633 -0.768041 -0.090921 8.893484 -0.366222 13.092441 0.335704
6.775266 -0.765648 -0.172271 9.113608 0.701926 5.340739 0.335704
6.783439 -0.760863 -0.258406 9.161461 2.166814 -2.960295 0.671407
6.791036 -0.576629 -0.129203 8.943730 3.814814 -8.697775 -0.183111
6.798636 -0.648408 0.119633 8.642256 4.852443 -11.108737 -1.373333
6.806833 -0.748900 0.454604 8.508267 6.103702 -11.963256 -2.288888
6.814452 -0.758470 0.653194 8.324033 6.561480 -12.115848 -2.288888
6.822061 -0.875710 0.681906 8.235505 7.904294 -11.902219 -1.739555
6.830250 -0.746507 0.559880 8.261824 10.284738 -11.230811 -1.007111
6.837877 -0.669942 0.464174 8.168511 12.451552 -11.597034 0.061037
6.845508 -0.523991 0.514420 8.146977 13.824885 -11.993774 0.640889
6.853712 -0.284725 0.425892 8.010596 14.893033 -12.909330 0.885037
6.861352 -0.088528 0.382824 7.881393 14.770959 -13.214515 0.915555
6.868982 0.162700 0.473745 7.857466 13.855403 -12.421033 0.000000
6.877174 0.373254 0.571844 7.969921 11.322367 -10.986663 -1.892148
6.884802 0.437855 0.708225 7.943602 7.843257 -8.331553 -4.425184
6.892388 0.445033 0.854176 7.778509 4.516739 -5.676443 -6.500443
6.900546 0.392395 0.756078 7.862252 1.495407 -0.824000 -7.934812
6.908146 0.449818 0.722581 7.905319 0.457778 3.814814 -7.263405
6.915733 0.203375 0.799145 8.156548 0.854518 9.308145 -6.195257
6.923330 -0.064602 0.887674 8.405383 1.129185 12.024293 -4.882962
6.931664 -0.433070 0.966631 8.431703 1.251259 11.597034 -3.204443
6.939841 -0.629267 0.897244 8.539372 1.007111 8.362072 -1.739555
6.947438 -0.564666 0.753685 8.534587 0.366222 4.669332 -0.152593
6.955035 -0.323008 0.713010 8.546550 0.244148 1.648000 1.190222
6.962624 -0.296689 0.653194 8.407776 -0.122074 1.312296 2.502518
6.970803 -0.193805 0.629267 8.405383 -0.427259 2.655110 2.685629
6.978397 -0.150737 0.780004 8.405383 -1.342814 4.272591 2.471999
6.985984 -0.145952 0.696261 8.434095 -2.227851 7.171850 1.739555
6.994271 -0.162700 0.648408 8.529801 -2.380444 8.758812 0.366222
7.001867 -0.160308 0.569451 8.608759 -2.410962 9.430219 -1.159703
7.010017 -0.318223 0.571844 8.718821 -1.586962 9.704886 -1.800592
7.017615 -0.366076 0.660372 8.795386 -0.732444 9.125034 -1.770074
7.025211 -0.480923 0.655586 8.993976 0.152593 7.629627 -1.464888
7.033313 -0.528776 0.763256 9.044221 0.762963 4.608295 -0.488296
7.042307 -0.571844 0.689084 8.879128 1.770074 -0.915555 1.220740
7.050602 -0.323008 0.512027 8.704465 1.312296 -5.340739 3.387555
7.060207 -0.162700 0.380432 8.534587 1.281777 -6.317331 3.784295
7.069299 -0.150737 0.471352 8.357530 0.030519 -5.279702 2.807703
7.078442 -0.090921 0.703439 8.331211 -3.234962 -2.624592 2.044740
7.087443 -0.172271 0.780004 8.424525 -5.493332 0.701926 1.464888
7.096357 -0.267977 0.555095 8.560906 -5.890072 4.089480 1.342814
7.105303 -0.356505 0.368468 8.687716 -3.509629 5.951109 1.007111
7.113485 -0.399573 0.203375 8.716428 0.244148 4.943999 1.037629
7.121092 -0.512027 0.155522 8.766674 2.990814 2.441481 1.007111
7.128692 -0.507242 0.220124 8.816919 5.096591 -1.800592 -0.152593
7.136860 -0.495279 0.332579 8.670968 5.615406 -5.859554 -1.800592
7.144462 -0.363683 0.454604 8.599188 3.936888 -8.331553 -3.936888
7.152053 -0.258406 0.567058 8.307285 2.014222 -9.094516 -5.890072
7.160215 0.047853 0.708225 8.237898 -0.976592 -7.080294 -7.904294
7.167822 0.172271 0.626875 8.051271 -2.746666 -4.638813 -8.453627
7.175418 0.299081 0.624482 8.079983 -3.814814 -1.983703 -8.209479
7.183584 0.282333 0.449818 7.986670 -4.486221 1.220740 -6.958220
7.191171 0.301474 0.311045 8.070412 -3.540147 6.012146 -6.225776
7.199343 0.047853 0.284725 8.280966 -1.464888 10.437330 -6.408887
7.206969 -0.062209 0.442640 8.467592 0.610370 12.787255 -5.401776
7.214596 -0.366076 0.543132 8.728391 2.533036 13.122959 -4.028443
7.222800 -0.756078 0.612519 8.982012 3.265481 9.643849 -2.990814
7.230396 -0.961846 0.502457 8.986798 2.960295 3.112888 -2.807703
7.237985 -0.739329 0.413929 8.934159 2.899258 -2.471999 -2.471999
7.246080 -0.452211 0.404358 8.663790 3.265481 -6.317331 -2.899258
7.254239 -0.167486 0.356505 8.522623 4.516739 -6.408887 -1.953185
7.261846 -0.038282 0.263192 8.548943 5.981628 -4.089480 -1.312296
7.270180 0.162700 0.325401 8.522623 7.904294 -0.854518 -0.427259
7.277757 0.000000 0.346934 8.706858 8.636738 0.549333 -0.122074
7.286071 -0.074172 0.327793 8.833668 9.338664 0.274667 -0.366222
7.293780 -0.086135 0.330186 8.752318 9.399701 -1.342814 -0.824000
7.302101 -0.016749 0.267977 8.694894 9.491256 -2.929777 -1.007111
7.309881 0.004785 0.380432 8.778637 9.063997 -2.929777 -1.495407
7.318058 -0.050246 0.519205 8.802564 7.629627 -1.953185 -2.075259
7.325656 -0.153130 0.722581 8.888699 6.439405 -1.220740 -2.471999
7.333750 -0.198590 0.662764 8.903055 5.554369 -2.075259 -3.082369
7.341911 -0.174664 0.588592 9.056185 5.371258 -4.455702 -2.929777
7.349503 -0.045460 0.466567 9.137535 5.798517 -7.141331 -2.746666
7.357654 0.124418 0.327793 9.087289 7.263405 -9.643849 -2.746666
7.365253 0.253621 0.308652 9.053792 9.491256 -11.200293 -3.387555
7.372867 0.526383 0.263192 8.867165 11.352886 -12.329478 -4.181036
7.380492 0.806323 0.287118 8.888699 13.214515 -12.329478 -4.730369
7.388684 1.146080 0.299081 9.027473 14.526811 -11.871700 -6.378368
7.396304 1.670070 0.291903 9.417475 15.808588 -10.864589 -8.728294
7.404647 2.098355 0.234480 9.659133 17.914365 -9.155553 -13.092441
7.412982 2.696518 0.241658 10.180731 21.118809 -9.643849 -19.318216
7.420747 3.160692 0.189019 10.415210 23.987548 -12.451552 -24.719993
7.429096 4.062722 0.435463 10.769323 26.123844 -17.731254 -32.197027
7.436819 4.675240 0.703439 10.972698 25.574511 -22.217475 -37.141026
7.445040 5.407392 1.464302 10.896133 20.264290 -27.527696 -42.725913
7.453261 6.196966 2.038539 10.577911 12.359996 -29.602954 -46.021912
7.460908 7.103781 2.909464 10.707114 -0.488296 -30.762658 -46.967986
7.468602 8.149370 3.773211 10.307541 -13.275552 -29.602954 -42.970061
7.477918 9.460543 3.675112 9.697415 -27.466659 -24.994659 -28.656880
7.486210 10.010852 3.096091 9.147105 -34.241768 -19.562365 -13.550218
7.493880 10.262081 2.328050 8.441273 -36.622211 -12.085330 1.586962
7.502112 10.132878 1.548045 7.433967 -33.234657 -3.692740 16.968291
7.509754 9.793121 0.947490 6.919547 -27.954955 2.960295 32.471694
7.517414 9.604102 0.763256 6.838197 -22.644734 10.956145 47.822504
7.525797 8.891092 1.181970 6.756847 -20.905179 24.536882 56.367687
7.533439 8.032130 1.047981 7.048750 -20.813623 31.891842 55.116428
7.542670 7.216236 1.251357 7.091818 -23.590808 42.268136 56.306650
7.550846 6.653963 1.868661 7.142064 -29.877621 49.684133 55.146947
7.559903 6.347703 1.591113 7.539244 -38.056581 53.071688 53.498947
7.568131 5.366717 2.253877 8.216364 -48.188726 56.642354 47.883541
7.576353 5.077206 1.772954 8.797778 -53.621021 55.146947 43.519395
7.583988 5.486349 0.476138 8.797778 -51.087985 68.239387 39.216285
7.591632 4.938432 0.205768 8.761888 -41.962951 79.989013 38.483840
7.599856 5.261440 -2.476394 9.307413 -22.614216 92.837306 44.495987
7.607507 5.371502 -3.687075 9.864901 -2.471999 98.757897 52.766503
7.615888 3.273147 -7.299979 11.927366 32.532731 106.265450 55.543687
7.624328 0.930741 -6.706601 11.917795 72.206793 95.736564 46.784875
7.632584 -1.622217 -4.519718 12.716941 102.725303 63.661611 34.821619
7.640831 -3.550694 -1.899765 13.236146 121.402631 15.839106 20.722068
7.648489 -3.687075 -0.320615 12.893997 124.515519 -27.924436 2.685629
7.656137 -4.775732 2.131852 11.764666 120.365001 -71.382794 -16.083254
7.663787 -7.075069 2.820936 12.238411 98.696860 -146.488845 -50.782800
7.672021 -4.292416 4.725486 10.410425 73.122349 -203.161718 -68.880276
7.679680 -2.930998 6.699423 8.225935 47.914060 -223.090304 -66.469314
7.687902 -1.768169 7.106174 5.859603 25.940733 -211.066012 -65.767388
7.695533 -2.112711 6.163469 4.179962 9.643849 -169.164098 -64.607685
7.703163 -2.380688 5.361931 3.529160 -0.152593 -120.731223 -61.525315
7.710794 -3.452596 1.780132 3.653578 -9.338664 -61.250649 -64.088870
7.719140 -5.110703 0.830250 3.744499 -13.550218 -8.545183 -63.875240
7.726781 -5.885922 -0.600555 4.502969 -21.912290 33.112583 -62.685018
7.735172 -6.737706 -0.705832 5.481564 -35.187841 61.464278 -65.889462
7.742989 -7.675625 -1.299210 6.352489 -50.599689 79.989013 -63.600574
7.751359 -9.302628 -2.139030 6.773595 -60.090945 86.001160 -55.757317
7.759088 -11.221534 -1.382952 7.070284 -58.168279 79.927976 -50.721763
7.767299 -13.135655 -0.791968 7.462679 -53.987243 62.807093 -42.847987
7.774966 -14.264986 0.284725 8.517838 -47.395245 48.036134 -31.647694
7.783188 -14.147746 1.801666 8.783422 -33.570360 28.321177 -15.747551
7.790802 -12.604486 1.040803 8.704465 -16.602069 3.082369 0.122074
7.799004 -10.439137 -0.471352 8.331211 2.349925 -15.930662 13.245033
7.806651 -8.462807 -1.339885 7.804828 24.140141 -26.764733 25.482955
7.814283 -6.881265 -2.007434 7.338261 37.659841 -26.825770 33.722953
7.822623 -4.890579 -2.385473 7.113352 53.224281 -17.670217 36.469619
7.830262 -3.541124 -2.514676 7.256911 60.670797 -8.972442 37.232582
7.838575 -2.450075 -0.514420 6.909977 55.055391 0.030519 37.629322
7.846943 -3.093698 0.454604 6.438624 39.033174 5.005036 35.645619
7.855151 -3.703824 1.119761 6.007947 19.470809 4.638813 31.617176
7.863356 -3.557872 1.593506 5.531809 -4.089480 3.051851 22.431104
7.871884 -2.995599 1.691604 5.192053 -22.583697 2.777184 15.106662
7.880231 -2.220380 1.655715 5.280581 -33.997620 8.178961 9.186071
7.887961 -1.945225 1.131724 5.517454 -36.286508 19.013031 6.073183
7.896159 -2.196454 0.447426 6.072549 -31.220435 30.396435 3.570666
7.903784 -2.686947 0.184234 6.953044 -20.783105 35.889767 0.213630
7.911978 -3.328178 0.000000 7.682803 -8.117924 33.936583 -3.570666
7.919576 -4.043580 0.236872 8.412561 4.089480 23.987548 -6.347850
7.927700 -4.462294 0.351720 9.053792 16.174810 8.789331 -8.606220
7.935895 -4.629780 0.476138 9.405512 27.039399 -6.530961 -10.589923
7.944313 -4.498184 0.803931 9.556249 33.906064 -20.050661 -12.573626
7.952832 -4.371374 1.086264 9.544285 33.936583 -26.093326 -13.397626
7.961053 -4.397693 1.208289 9.486862 30.274361 -24.658956 -13.519700
7.968694 -4.395300 1.162828 9.465328 25.513474 -19.074068 -13.061922
7.976913 -4.687204 1.033625 9.278701 20.538957 -13.061922 -12.543107
7.984566 -5.074813 0.842213 9.041829 16.846217 -7.568590 -10.620441
7.992187 -5.594018 0.555095 8.869558 15.442366 -3.875851 -8.056887
8.000387 -6.409912 0.516813 8.580047 14.923551 -0.976592 -6.042665
8.008008 -7.182739 0.490493 8.520231 15.747551 0.915555 -4.547258
8.015631 -7.900534 0.634053 8.175689 19.043550 2.563555 -1.434370
8.024104 -8.314463 0.880496 8.182867 23.529771 2.960295 4.455702
8.032094 -8.484341 1.153258 8.335997 27.008881 2.716147 11.322367
8.040357 -8.714035 1.129331 8.374279 28.382214 1.281777 19.470809
8.049598 -9.372015 1.220252 8.319248 28.595843 -3.479110 26.734214
8.058713 -9.958214 1.516941 8.290536 24.323252 -14.465773 34.913175
8.067278 -10.266866 1.993078 8.075198 10.803552 -39.521470 43.153172
8.075804 -10.376928 2.134245 7.197095 -3.997925 -61.708426 44.831690
8.084177 -10.338646 2.103140 6.048622 -18.829920 -77.089755 40.284433
8.092674 -9.754839 2.229951 5.560521 -30.884732 -81.148717 33.265175
8.100453 -8.340782 2.000256 5.369109 -42.176580 -74.312571 25.727103
8.108930 -6.754454 1.227430 4.818799 -47.791986 -57.069613 18.524735
8.117267 -5.364324 0.311045 4.601068 -43.488876 -25.910215 7.782220
8.124909 -4.943217 -0.028712 4.814014 -34.333323 0.976592 -1.403851
8.133059 -5.005426 0.275155 5.086776 -21.607105 32.074953 -8.331553
8.141424 -5.292544 -0.011963 5.716044 -15.259255 48.463393 -13.183996
8.149253 -5.464815 0.473745 6.199359 -16.510514 53.621021 -12.482070
8.157610 -5.333219 0.062209 6.051015 -23.163549 50.019837 -11.932737
8.165830 -4.328306 -0.327793 5.512668 -31.891842 43.336283 -12.878811
8.173486 -3.060201 -1.134117 5.309293 -39.887692 42.725913 -17.914365
8.181849 -2.356761 -1.693997 5.177697 -46.449171 51.667837 -22.614216
8.189492 -1.835163 -1.713138 5.620338 -47.914060 64.516129 -27.680288
8.198055 -2.150993 -1.282461 5.940953 -37.385174 79.592273 -35.157323
8.206422 -2.875967 -0.449818 6.981756 -21.118809 78.249458 -37.141026
8.214572 -2.385473 0.543132 8.292929 -5.615406 62.471389 -35.035249
8.222770 -0.282333 0.380432 9.840974 4.638813 40.437025 -28.473769
8.230404 1.631788 -0.346934 10.786071 12.878811 20.752586 -20.874660
8.239068 3.541124 0.138774 11.063619 17.426069 2.502518 -10.345775
8.247459 4.474258 1.579150 11.149754 13.519700 -8.880886 8.209479
8.255196 3.888058 2.883145 10.946379 7.019257 -16.174810 40.986358
8.263406 4.569964 4.120145 11.298099 1.800592 -12.756737 79.378643
8.271043 4.897757 3.976586 12.039821 -0.579852 -12.207404 112.369152
8.279266 6.857338 2.986029 12.786328 1.586962 -5.737480 129.703665
8.286906 8.297714 0.344542 13.264858 6.317331 4.333628 129.184851
8.295246 10.015638 -3.019526 13.714676 16.083254 3.967406 120.548112
8.302902 12.367614 -4.577142 13.865413 27.497177 6.408887 103.091525
8.311393 14.226704 -2.488357 13.798419 30.762658 -5.493332 87.496567
8.319765 16.203034 -0.105277 14.666952 30.518509 -30.060732 50.965911
8.328004 17.822858 0.507242 15.478060 31.922361 -42.664876 -4.882962
8.335664 18.270284 1.454732 16.224567 32.868435 -54.689169 -59.205908
8.343334 13.803204 3.129588 13.197864 23.957030 -89.419233 -118.717002
8.351573 11.353130 4.852297 9.869686 -8.514664 -136.143071 -161.717582
8.359217 9.522752 4.359410 6.180218 -53.315836 -171.971801 -177.129429
8.367434 9.159069 3.706217 3.600940 -93.417158 -179.906613 -170.964690
8.375095 10.195087 3.567443 2.775475 -121.646779 -151.738029 -152.226325
8.383477 11.231104 2.811365 2.866396 -129.581591 -95.614490 -125.736259
8.391865 10.848280 1.837556 4.270882 -119.846187 -12.573626 -84.933012
8.400625 8.400598 0.354112 5.474386 -104.068117 61.159093 -45.442061
8.409104 4.586712 -1.205896 6.577398 -77.608570 127.842036 -0.122074
8.417445 1.954796 -2.524247 7.553600 -50.477615 162.388989 33.448286
8.425148 -0.373254 -1.835163 9.151891 -19.989624 172.948393 56.825465
8.433368 -2.550566 -1.390130 10.824354 13.611255 163.304544 75.258644
8.441022 -4.483828 -0.576629 12.130741 45.167394 131.046480 88.320566
8.449385 -5.632301 -0.098099 13.520872 68.788720 81.087680 91.677602
8.457050 -5.672976 0.672335 13.461055 81.698050 18.433180 84.566790
8.465518 -5.438496 0.631660 11.913010 86.428419 -43.641469 69.734794
8.474075 -3.689468 0.485708 10.305148 87.557604 -108.462783 50.416578
8.482440 -1.354241 -0.038282 8.845631 82.827235 -131.931516 32.868435
8.491009 1.143687 0.325401 7.730656 74.465163 -134.189886 15.259255
8.499534 2.131852 0.818287 6.929118 60.213019 -110.446486 0.640889
8.507865 1.923692 1.201111 6.658748 47.639393 -80.324717 -6.805628
8.515486 1.643751 1.464302 6.725742 33.875546 -51.087985 -10.589923
8.523127 1.490622 1.569579 6.919547 22.614216 -28.168584 -12.390515
8.531482 0.928349 1.708353 7.321512 7.690664 -9.369182 -14.984588
8.539884 0.614911 1.911728 7.467464 -6.286813 -0.640889 -18.799402
8.548368 0.614911 2.136637 7.687588 -21.423994 3.204443 -21.546068
8.556570 0.703439 2.000256 7.776116 -36.500137 6.653035 -22.064882
8.564201 0.820679 1.387738 7.802435 -42.909024 9.735405 -18.707846
8.572406 1.217859 0.698654 8.230720 -45.258950 14.648885 -11.963256
8.580061 1.181970 0.031104 8.615937 -42.603839 19.135105 -5.706961
8.587704 1.045589 -0.239265 9.010724 -38.087100 21.332438 -1.312296
8.596063 0.708225 -0.236872 9.065755 -33.143101 20.722068 1.800592
8.604339 0.485708 -0.019141 9.147105 -27.008881 19.104587 3.204443
8.612897 0.081350 0.246443 9.008332 -20.020142 14.984588 2.197333
8.621126 -0.153130 0.155522 8.685324 -13.336589 8.819849 0.671407
8.628761 -0.244050 0.105277 8.515445 -7.477035 0.732444 -1.068148
8.636355 0.033497 0.100491 8.288144 -3.387555 -4.272591 -2.655110
8.644669 0.342149 0.361290 7.989062 -1.312296 -5.279702 -4.181036
8.652255 0.672335 0.428285 8.144584 -0.671407 -2.655110 -4.547258
8.659851 0.440248 0.122025 8.245076 2.471999 0.854518 -2.258370
8.668217 0.174664 -0.007178 8.484341 7.019257 3.570666 0.000000
8.675829 -0.239265 0.110062 8.666182 11.322367 3.448592 0.518815
8.684263 -0.445033 0.624482 8.895877 13.550218 -1.373333 1.403851
8.692212 -0.464174 0.949883 8.936552 12.359996 -6.591998 1.129185
8.700575 -0.246443 1.103012 8.563298 7.995849 -13.031404 -1.098666
8.708304 0.047853 1.083871 8.312070 2.746666 -17.395550 -4.516739
8.716505 0.509635 0.870925 8.187652 -2.563555 -18.097476 -6.927702
8.724129 0.818287 0.758470 8.056056 -6.225776 -14.893033 -8.117924
8.732443 1.033625 0.691476 8.142192 -8.728294 -7.263405 -7.782220
8.740032 1.110190 0.531169 8.211579 -9.491256 -0.640889 -7.232887
8.747630 1.031233 0.306259 8.589618 -8.545183 4.943999 -4.577776
8.755928 0.796753 -0.160308 8.982012 -6.500443 7.660146 -0.152593
8.763531 0.736937 0.095706 8.938945 -3.784295 6.744591 2.868740
8.771654 0.610126 0.028712 8.919803 -0.213630 3.418073 4.669332
8.780112 0.610126 0.165093 8.982012 3.295999 1.434370 5.706961
8.788432 0.488101 0.196197 9.017902 5.066073 2.349925 6.408887
8.796162 0.456996 0.334971 8.845631 5.005036 3.814814 6.225776
8.804372 0.112455 0.514420 8.958086 4.242073 5.249184 6.347850
8.811976 -0.157915 0.514420 8.962871 2.990814 4.760887 6.042665
8.820272 -0.394787 0.588592 8.970049 2.471999 1.159703 6.195257
8.827866 -0.533561 0.423499 8.862380 4.303110 -2.380444 5.920591
8.836027 -0.488101 0.356505 8.766674 7.232887 -6.744591 5.279702
8.843622 -0.189019 0.313437 8.831275 9.979553 -11.597034 5.096591
8.851249 0.217731 0.028712 8.642256 12.207404 -15.839106 5.706961
8.859597 0.528776 0.016749 8.211579 13.702811 -18.066958 5.340739
8.868064 0.677120 0.284725 7.977099 11.505478 -15.655995 3.357036
8.876535 0.897244 0.504849 7.886178 6.897183 -10.559404 1.739555
8.884142 0.930741 0.796753 7.812006 1.525925 -3.997925 0.000000
8.892447 0.689084 0.906815 7.957958 -3.723258 1.892148 -0.854518
8.900616 0.543132 0.911600 8.082376 -7.507553 4.852443 -1.586962
8.908221 0.516813 0.602948 8.146977 -9.338664 4.638813 -2.685629
8.915812 0.418714 0.399573 8.161333 -8.667257 3.051851 -3.082369
8.923982 0.332579 0.227302 8.079983 -5.615406 2.655110 -2.441481
8.931585 0.296689 0.296689 8.017774 -3.418073 2.868740 -2.380444
8.939179 0.337364 0.284725 8.029737 -0.915555 4.791406 -2.319407
8.947481 0.244050 0.224909 8.206793 1.190222 7.782220 -1.373333
8.955071 0.344542 0.179449 8.391028 2.563555 10.589923 0.427259
8.962694 0.356505 0.275155 8.517838 3.357036 12.329478 2.166814
8.970877 0.172271 0.315830 8.599188 4.791406 12.115848 3.204443
8.978496 0.066994 0.253621 8.764281 5.737480 10.498367 2.410962
8.986122 -0.153130 0.382824 8.690109 4.974517 7.812738 0.335704
8.994289 -0.133988 0.662764 8.721213 2.471999 5.310221 -2.685629
9.001879 -0.047853 0.748900 8.678146 0.366222 3.967406 -4.638813
9.009472 0.136381 0.612519 8.508267 -0.885037 4.608295 -5.706961
9.017070 0.236872 0.363683 8.694894 0.183111 6.927702 -5.310221
9.025231 0.232087 0.129203 8.737962 2.716147 9.613330 -4.486221
9.033255 0.208161 -0.172271 8.991583 5.951109 10.956145 -3.875851
9.041837 0.002393 -0.016749 9.058577 8.545183 8.575701 -3.936888
9.050192 0.011963 0.165093 9.039436 8.606220 2.380444 -4.760887
9.057910 0.129203 0.212946 9.068148 6.958220 -4.943999 -6.195257
9.066080 0.215339 0.416321 8.869558 3.631703 -10.956145 -6.530961
9.074329 0.411536 0.660372 8.687716 -0.152593 -13.458663 -5.401776
9.082038 0.624482 0.701047 8.467592 -2.777184 -10.834071 -3.418073
9.089671 0.724973 0.760863 8.242683 -4.882962 -5.890072 -1.434370
9.097299 0.583807 0.727366 8.063234 -5.676443 0.152593 1.190222
9.105511 0.435463 0.624482 8.039308 -6.012146 4.943999 3.051851
9.113112 0.330186 0.523991 8.259432 -6.469924 8.270516 3.784295
9.121227 0.244050 0.634053 8.321641 -7.873775 10.406812 2.838221
9.130321 0.217731 0.665157 8.429310 -9.216590 8.850368 1.251259
9.139077 0.332579 0.528776 8.515445 -9.186071 5.767998 0.152593
9.147431 0.411536 0.445033 8.314463 -8.148442 2.868740 -0.762963
9.155747 0.483316 0.275155 8.163726 -5.645924 0.946074 -0.549333
9.163924 0.605341 0.246443 8.173296 -2.960295 2.044740 0.946074
