t ax ay az w1 w2 w3
3.052260 -0.488101 0.222517 8.635078 -20.294809 -7.415998 -3.112888
3.060480 -0.579022 0.122025 8.563298 -16.937773 -8.148442 -4.242073
3.068164 -0.624482 0.040675 8.529801 -14.069033 -6.378368 -3.997925
3.075864 -0.768041 0.047853 8.395813 -10.437330 -4.089480 -2.655110
3.084295 -0.887674 0.323008 8.434095 -8.606220 -2.471999 -0.152593
3.092789 -0.820679 0.638838 8.548943 -9.002960 -3.601184 4.547258
3.101152 -0.715403 0.636445 8.520231 -10.315256 -5.554369 9.308145
3.108784 -0.318223 0.502457 8.278573 -10.284738 -5.829035 13.641774
3.116995 0.124418 0.516813 8.221149 -7.690664 -3.967406 16.907254
3.124627 0.244050 0.456996 8.304892 -4.791406 0.824000 18.127995
3.132245 0.066994 0.519205 8.264217 -3.479110 4.943999 17.975402
3.140448 -0.361290 0.662764 8.283358 -3.540147 7.385479 16.388440
3.148068 -0.634053 0.703439 8.225935 -4.547258 5.371258 15.594958
3.156256 -0.930741 0.631660 8.068020 -6.500443 -0.793481 15.106662
3.163884 -0.928349 0.370861 7.857466 -8.056887 -7.385479 15.167699
3.172074 -0.662764 0.275155 7.778509 -9.186071 -11.688589 15.167699
3.179709 -0.301474 0.366076 7.788079 -9.887997 -12.512589 15.381329
3.187337 -0.033497 0.461782 7.831147 -11.169774 -10.467849 15.930662
3.195555 0.105277 0.497671 7.843110 -13.061922 -7.232887 16.693625
3.203187 0.234480 0.236872 7.843110 -14.923551 -2.807703 17.883847
3.211737 0.349327 -0.122025 7.807221 -16.449477 4.028443 20.966216
3.220108 0.411536 -0.055031 7.895749 -17.242958 10.559404 23.865474
3.227843 0.390002 0.069387 8.111087 -18.921476 14.679403 26.459548
3.236074 0.136381 0.076565 8.269002 -22.583697 15.259255 27.893918
3.243720 0.035890 -0.038282 8.338389 -27.375103 12.237922 28.138066
3.251937 -0.019141 -0.181841 8.213971 -31.495102 7.080294 27.314066
3.259577 0.241658 -0.217731 8.185260 -35.340434 3.814814 25.452437
3.267883 0.588592 0.105277 7.864644 -41.657765 1.831111 20.874660
3.276806 2.203632 -2.182098 8.699680 -35.737175 10.406812 12.359996
3.285026 3.005170 -4.022047 9.898398 -9.491256 30.518509 4.455702
3.292646 2.026576 -5.101132 11.649818 24.933622 42.054506 -6.744591
3.300850 -0.461782 -2.976458 10.805213 43.641469 19.867550 -22.217475
3.308518 -1.859090 -2.033753 10.893741 45.381024 -14.160588 -27.283547
3.316167 -1.792096 -1.306388 9.917539 44.373913 -40.284433 -20.477920
3.324521 -1.330314 -0.133988 9.592138 41.566210 -48.188726 -11.078219
3.332892 -0.622089 0.409143 9.123179 34.455397 -46.510208 -1.953185
3.340643 -0.471352 0.174664 8.948515 28.473769 -39.368877 1.586962
3.349013 -0.727366 -0.397180 9.106430 26.551103 -33.265175 3.601184
3.356759 -0.715403 -0.820679 9.151891 24.903104 -32.166509 3.570666
3.364967 -0.787182 -1.057552 9.127964 24.964141 -35.218360 3.509629
3.372596 -0.653194 -0.904422 9.060970 24.811548 -38.087100 5.127110
3.380796 -0.284725 -0.581414 8.891092 23.285623 -38.605914 6.073183
3.388427 0.052638 -0.189019 8.548943 20.111698 -34.913175 5.615406
3.396631 0.294296 0.145952 8.120658 15.625477 -28.473769 5.096591
3.404257 0.684298 0.253621 7.924461 11.871700 -18.768883 4.791406
3.411879 0.540739 0.382824 7.618201 9.918516 -8.789331 5.706961
3.419992 0.327793 0.279940 7.706729 7.049776 3.357036 7.477035
3.428134 0.119633 0.119633 7.919675 6.836146 11.230811 7.995849
3.435758 -0.205768 0.167486 8.010596 8.697775 14.282662 8.392590
3.444159 -0.595770 0.179449 8.359923 10.284738 12.787255 7.171850
3.452510 -0.464174 0.117240 8.491519 9.949034 9.369182 3.692740
3.460674 -0.014356 0.078957 8.434095 9.582812 6.378368 0.549333
3.468325 0.339756 0.076565 8.371886 8.423109 4.821924 -1.953185
3.476894 0.502457 -0.014356 8.467592 6.988739 6.225776 -3.509629
3.484531 0.447426 0.021534 8.630293 6.317331 7.049776 -4.181036
3.493028 0.294296 -0.004785 8.948515 6.134220 4.760887 -6.134220
3.501483 0.325401 0.014356 9.194958 5.645924 0.122074 -7.904294
3.509807 0.279940 0.014356 9.252382 4.821924 -6.042665 -9.094516
3.517415 0.375646 0.124418 9.099252 3.448592 -13.000885 -9.887997
3.525624 0.626875 0.174664 8.888699 1.556444 -18.158513 -10.223701
3.533269 0.913993 0.315830 8.675753 -0.915555 -20.722068 -10.773034
3.541434 1.440376 0.342149 8.479556 -4.272591 -20.935698 -9.460738
3.549854 1.995471 0.155522 8.115873 -6.988739 -15.350810 -6.988739
3.558199 2.402222 -0.014356 8.156548 -7.263405 -6.866665 -5.493332
3.566522 2.505106 -0.131596 8.245076 -6.591998 1.648000 -3.875851
3.574110 2.550566 -0.205768 8.367101 -4.821924 7.568590 -2.777184
3.582274 2.548173 -0.236872 8.797778 -2.960295 10.071108 -3.265481
3.589898 2.667806 -0.155522 9.068148 -1.464888 9.247108 -4.577776
3.597486 2.820936 -0.088528 9.242811 -0.213630 6.622517 -5.920591
3.605655 3.187011 0.050246 9.288272 1.037629 4.516739 -7.721183
3.613261 3.840205 0.272762 9.398334 1.403851 3.692740 -7.843257
3.620851 4.596283 0.492886 9.580175 0.274667 4.638813 -5.493332
3.628402 5.349968 0.416321 9.704593 -0.946074 7.354961 -2.716147
3.636569 5.905063 0.016749 9.630421 -0.762963 11.108737 -0.396741
3.644198 6.120402 -0.246443 9.874471 2.502518 15.137181 0.976592
3.652391 6.082119 -0.229695 10.199872 7.965331 16.418958 2.014222
3.660024 5.905063 0.145952 10.704721 13.672292 15.015107 4.242073
3.667672 5.739970 0.533561 11.020551 19.165624 11.139256 8.301035
3.675888 5.596411 0.978594 11.302884 23.224586 4.058962 11.505478
3.683527 5.538987 1.117368 11.295706 25.177770 -3.845332 12.024293
3.691170 5.531809 1.225037 10.994232 27.314066 -11.841182 12.115848
3.699394 5.768682 1.397308 10.398462 28.992584 -18.341624 11.352886
3.707058 5.905063 0.846999 9.891220 29.358806 -24.292734 10.040590
3.715292 6.579791 0.727366 9.879257 31.037324 -26.825770 8.453627
3.722929 6.488870 0.612519 9.740483 35.920286 -28.687399 8.575701
3.731299 6.098868 0.940312 9.970177 38.758507 -30.945769 7.782220
3.739108 5.921812 1.342277 10.034779 35.187841 -33.356731 3.387555
3.747448 5.957701 1.344670 9.247597 30.732139 -35.523545 -3.112888
3.755171 5.605982 0.646016 8.735569 27.283547 -36.011841 -14.587848
3.763408 5.184875 1.189148 8.151762 25.116733 -33.753471 -21.973327
3.771631 4.763768 1.990686 8.161333 17.700735 -32.349620 -25.086215
3.779267 4.825977 2.155779 8.216364 7.110813 -29.175695 -25.666066
3.786889 5.024567 1.454732 8.077590 -4.913480 -22.156438 -24.140141
3.795070 4.414441 0.495279 7.886178 -11.780145 -13.122959 -22.400586
3.802714 3.962230 0.545524 8.627900 -11.993774 -5.645924 -23.194067
3.810339 1.476266 1.306388 8.666182 -14.404736 0.030519 -19.592883
3.818540 -0.643623 3.591369 9.209314 -18.219550 -1.068148 -17.578661
3.826172 -1.583935 4.022047 9.285879 -25.147252 -9.308145 -18.585772
3.833803 -2.136637 3.445418 8.929374 -33.143101 -23.621326 -20.905179
3.842018 -1.875838 2.316086 8.417347 -38.850063 -29.786065 -23.560289
3.849652 -2.189276 1.131724 7.969921 -43.427839 -27.222510 -27.771844
3.857293 -2.521854 0.191412 7.426789 -47.090060 -21.179846 -29.511399
3.865663 -2.921427 -0.875710 7.189917 -50.263985 -13.702811 -29.175695
3.874042 -3.526768 -1.883016 6.730528 -52.369762 -11.566515 -23.957030
3.882419 -4.191925 -2.607990 6.223286 -54.506058 -14.557329 -16.663106
3.890048 -4.507755 -2.722837 6.220893 -53.529466 -13.214515 -11.139256
3.898265 -4.699167 -2.055287 6.309421 -51.484725 -4.577776 -4.272591
3.905876 -5.194446 -1.026447 6.522367 -46.906949 11.597034 4.608295
3.914069 -6.036659 -0.375646 6.747276 -36.774804 28.778954 15.045625
3.921708 -6.811878 -0.665157 7.359795 -25.727103 40.284433 20.142216
3.929921 -7.177953 -1.385345 7.943602 -13.092441 43.885617 24.872585
3.937555 -7.297586 -2.387866 8.278573 -0.518815 40.345470 30.335398
3.945190 -7.201880 -3.141551 8.469985 10.376293 31.373028 34.669027
3.953391 -6.663533 -3.727750 8.467592 24.597919 14.984588 39.796136
3.961035 -6.232856 -3.804315 8.271395 34.638508 0.122074 42.542802
3.969290 -5.483956 -3.141551 8.022559 43.885617 -15.167699 42.817469
3.977716 -4.778124 -2.206024 7.823969 45.533616 -21.485031 41.016877
3.986061 -4.160820 -1.337492 7.405255 41.962951 -19.867550 36.652730
3.993703 -3.500449 -0.777612 6.988934 35.828730 -11.383404 29.938658
4.001916 -2.997992 -0.483316 7.036787 28.931547 2.441481 23.499252
4.009978 -2.902286 0.055031 7.168383 25.025178 15.594958 19.867550
4.018625 -2.935783 0.741722 7.555992 22.247993 25.391400 16.174810
4.027640 -3.371245 1.119761 8.269002 19.653920 27.069918 11.261330
4.036016 -3.545909 1.160436 8.613544 15.625477 22.461623 7.507553
4.044507 -3.768426 0.918778 8.721213 10.040590 15.686514 4.333628
4.052847 -3.770818 0.220124 8.623115 6.988739 10.101627 2.136296
4.061145 -3.134373 -0.480923 8.343175 6.164739 4.058962 -1.983703
4.069621 -2.753941 -0.758470 8.089554 7.507553 -0.061037 -4.882962
4.077812 -2.529032 -0.928349 7.608631 10.406812 -1.556444 -6.836146
4.085435 -2.426148 -0.753685 7.453108 13.122959 -1.556444 -8.209479
4.093626 -2.407007 -0.339756 7.163598 14.954070 1.831111 -8.911405
4.101238 -2.373510 0.007178 7.180346 15.442366 7.995849 -10.010071
4.108852 -2.414185 0.346934 7.443538 15.503403 13.794366 -10.284738
4.117085 -2.756334 0.724973 7.654091 15.655995 19.898068 -9.704886
4.124716 -2.983636 0.693869 8.017774 14.038514 22.339549 -8.209479
4.132868 -3.072164 0.392395 8.202008 11.963256 23.194067 -6.805628
4.141884 -3.143944 0.016749 8.108695 11.261330 23.987548 -4.913480
4.150103 -3.311429 -0.215339 8.230720 12.207404 24.323252 -2.594073
4.158318 -3.742106 -0.315830 8.450844 13.183996 24.353771 -1.068148
4.165957 -4.132109 -0.078957 8.580047 13.428144 24.384289 -0.701926
4.173597 -4.629780 0.480923 8.781030 12.268441 24.719993 -0.244148
4.181817 -5.079598 0.677120 8.850417 8.606220 24.781030 -0.152593
4.189442 -5.675369 0.638838 8.946123 3.906369 26.154363 0.091556
4.197073 -6.481692 0.502457 8.824097 -1.373333 28.290658 -1.098666
4.205271 -7.197095 0.509635 9.003546 -7.293924 29.602954 -3.234962
4.212891 -7.455501 0.665157 9.049007 -13.855403 30.610065 -4.852443
4.220535 -7.398077 0.552702 9.017902 -21.637623 28.199103 -5.310221
4.228889 -7.012860 0.392395 8.955693 -26.062807 23.621326 -4.333628
4.236518 -6.831019 0.351720 8.685324 -26.245918 17.578661 -1.312296
4.244953 -6.890835 0.650801 8.764281 -23.987548 5.951109 5.066073
4.253305 -7.256911 0.902029 8.747533 -23.743400 -7.873775 9.277627
4.261509 -7.065499 0.684298 8.446059 -23.285623 -22.400586 12.054811
4.269155 -6.503226 -0.038282 8.391028 -20.599994 -32.044435 13.245033
4.277382 -6.024696 -0.399573 8.429310 -14.587848 -36.439100 11.658071
4.285034 -5.649049 -0.272762 8.627900 -9.826960 -34.882656 8.880886
4.293227 -5.347575 -0.454604 8.422132 -3.540147 -29.084140 5.645924
4.300847 -5.438496 -0.519205 8.163726 8.819849 -28.534806 3.143406
4.308482 -4.955181 -0.567058 7.063106 24.506363 -30.152287 1.312296
4.316679 -4.742235 -1.091049 6.558257 42.054506 -38.972137 -2.655110
4.324433 -3.579406 -1.394916 6.390771 57.924131 -38.087100 -9.918516
4.332073 -2.806580 -1.155651 6.429054 66.896573 -33.143101 -19.104587
4.340246 -2.069643 -0.119633 6.931510 71.199683 -25.788141 -24.048585
4.348674 -1.088656 0.756078 7.536851 69.704276 -20.294809 -26.245918
4.357198 -0.023927 0.916385 8.505875 61.311686 -17.975402 -30.274361
4.365535 -0.169878 1.571972 8.024952 49.623096 -17.639698 -31.037324
4.374020 0.394787 1.538475 7.536851 35.126804 -17.365032 -30.091250
4.383100 1.205896 2.363939 7.369366 18.372143 -14.465773 -24.445326
4.392145 2.576885 2.686947 6.988934 -5.279702 -8.026368 -13.153478
4.401205 3.806708 2.555351 6.424268 -24.445326 2.594073 -4.486221
4.410234 4.876223 2.392651 6.275924 -30.549028 17.822810 -1.464888
4.418817 4.507755 2.325657 7.020038 -24.903104 35.401471 1.556444
4.427130 3.560265 2.246699 7.828755 -21.637623 48.249763 6.408887
4.434861 3.411921 2.301730 8.572869 -22.919401 56.367687 10.864589
4.443101 3.620081 2.206024 8.891092 -25.116733 58.168279 10.681478
4.451309 4.067507 2.476394 9.221278 -26.032289 52.003540 8.575701
4.458932 3.524375 2.639094 8.826490 -27.558214 38.758507 10.223701
4.466956 2.744371 2.631916 8.484341 -31.922361 23.194067 17.639698
4.475568 3.005170 2.390258 8.245076 -36.347545 10.864589 27.741325
4.484147 3.940696 1.894980 8.321641 -42.481765 7.232887 36.378063
4.492366 4.993463 1.239393 8.340782 -46.601764 11.993774 42.512284
4.500007 5.369109 0.796753 8.388635 -46.449171 20.569475 46.174505
4.507660 5.407392 0.607733 8.431703 -45.106357 29.419843 47.273171
4.516031 5.393036 0.315830 9.025080 -44.740135 35.676138 43.763543
4.523698 5.450459 -0.126811 9.515574 -46.937468 38.026063 38.148137
4.532054 5.141807 -0.033497 9.596924 -50.416578 36.072878 34.730064
4.539874 4.974322 -0.555095 9.735698 -51.423688 31.647694 34.028138
4.548236 4.546037 -1.036018 9.867293 -48.982208 27.161473 32.074953
4.555978 4.373766 -1.308780 10.063491 -43.305765 23.041475 28.138066
4.564215 4.103397 -1.227430 9.962999 -34.150212 20.050661 26.581622
4.572925 3.110446 -1.287246 11.042085 -25.452437 7.049776 22.827845
4.580896 4.048366 -1.691604 10.886563 -14.404736 -3.814814 19.592883
4.589391 4.160820 -2.052895 10.309934 -2.105777 -10.406812 16.327403
4.597605 3.115232 -2.012220 10.161589 8.880886 -18.860439 12.268441
4.605250 2.746764 -2.311301 9.965392 17.395550 -26.917325 11.108737
4.613406 2.615168 -2.550566 9.726127 27.802362 -37.507248 10.467849
4.622531 2.160564 -1.957189 9.568212 36.713767 -50.386059 7.385479
4.631410 1.969152 -1.531297 9.281094 40.284433 -62.135685 3.997925
4.640360 2.359154 -1.222645 8.477163 40.559099 -64.149907 1.678518
4.649316 2.265841 -0.724973 8.149370 36.683248 -61.006500 -0.061037
4.657776 2.442897 -0.232087 8.125443 30.701621 -53.956725 0.946074
4.666115 2.605597 0.074172 7.948387 24.964141 -45.930357 3.906369
4.674635 2.251485 0.071780 8.003418 20.874660 -36.896878 6.012146
4.683138 1.906943 -0.507242 8.024952 19.623402 -28.382214 6.103702
4.691502 1.777740 -0.138774 8.032130 21.973327 -18.768883 5.127110
4.699126 -0.473745 0.131596 9.395941 20.447401 -22.339549 3.448592
4.706722 3.129588 -0.437855 8.199615 23.743400 -17.975402 3.326518
4.715051 3.588977 0.234480 7.945994 22.431104 5.523850 5.432295
4.723499 3.340141 0.823072 8.111087 14.526811 33.539842 8.850368
4.731980 1.940440 0.765648 8.848024 4.516739 47.120579 9.887997
4.739597 0.674728 0.593377 9.618458 -4.577776 48.249763 7.873775
4.747920 -0.447426 0.557488 10.465456 -13.031404 38.666952 4.119999
4.756274 -0.191412 0.306259 10.427174 -18.158513 23.346660 -0.122074
4.763929 -0.035890 -0.107669 10.597052 -18.585772 13.550218 -3.357036
4.772434 0.354112 -0.325401 10.159197 -14.404736 2.319407 -5.737480
4.780950 0.736937 -0.339756 9.534715 -7.507553 -1.678518 -3.784295
4.789271 0.318223 -0.480923 9.427046 1.617481 -8.331553 -2.258370
4.797697 0.071780 -0.392395 9.180602 10.437330 -17.700735 -2.197333
4.805508 0.052638 -0.392395 9.092074 19.409772 -26.978362 -3.021332
4.813992 0.413929 -0.143559 8.824097 26.215400 -34.852138 -4.303110
4.822330 0.662764 0.287118 8.580047 30.823695 -39.063692 -4.028443
4.829960 0.693869 0.466567 8.156548 31.403546 -39.277322 -2.594073
4.838305 0.837428 0.559880 7.826362 29.694510 -34.730064 -1.312296
4.845939 0.882888 0.760863 7.735441 27.436140 -29.358806 -0.579852
4.854366 0.913993 0.851784 7.785687 23.957030 -20.691549 -0.091556
4.863366 0.992950 0.811109 7.998633 20.233772 -11.352886 -0.305185
4.872437 0.890066 0.808716 8.391028 16.327403 -4.974517 -1.312296
4.881486 0.815894 0.878103 8.501090 12.207404 -3.540147 -2.166814
4.890547 0.564666 0.760863 8.369494 9.674368 -5.615406 -2.044740
4.899681 0.330186 0.693869 8.300107 7.538072 -9.338664 -1.251259
4.908545 0.437855 0.488101 8.079983 6.073183 -10.406812 -0.457778
4.917575 0.698654 0.373254 7.977099 5.890072 -8.239998 0.579852
4.926644 0.634053 0.282333 8.020167 8.148442 -2.807703 2.258370
4.935624 0.409143 0.184234 8.393420 11.017182 2.075259 3.204443
4.944742 0.059816 0.404358 8.826490 13.428144 2.929777 3.662221
4.953794 -0.179449 0.526383 9.104038 13.977477 -1.251259 3.204443
4.962843 -0.200983 0.583807 8.926981 14.709922 -6.530961 2.624592
4.971944 -0.363683 0.614911 8.869558 13.245033 -12.604144 1.922666
4.980834 -0.189019 0.665157 8.666182 12.146367 -15.991699 1.251259
4.989319 -0.038282 0.906815 8.273788 11.017182 -17.242958 0.335704
4.997831 0.076565 1.033625 8.079983 10.620441 -16.754662 0.396741
5.006148 0.155522 1.167614 8.039308 9.857479 -14.557329 1.648000
5.013758 0.275155 1.052767 7.972314 9.033479 -11.658071 2.716147
5.021368 0.198590 0.827857 8.113480 8.362072 -8.789331 3.601184
5.030912 0.189019 0.739329 8.273788 7.477035 -7.415998 3.723258
5.039998 0.351720 0.784790 8.185260 5.737480 -6.378368 2.807703
5.049040 0.174664 0.964238 8.182867 2.868740 -3.906369 2.288888
5.058069 -0.004785 0.892459 8.151762 0.610370 -2.685629 2.044740
5.067128 0.143559 1.091049 8.089554 -1.251259 -1.464888 1.922666
5.076388 0.028712 1.143687 8.180474 -2.746666 0.671407 2.655110
5.085502 -0.074172 1.110190 8.295322 -3.601184 2.868740 3.601184
5.094561 -0.172271 0.935527 8.331211 -4.150517 1.525925 4.181036
5.103602 -0.031104 0.858962 8.458022 -4.394665 -3.448592 4.425184
5.112655 0.059816 0.679513 8.505875 -4.364147 -10.162664 5.188147
5.121751 0.100491 0.686691 8.326426 -5.127110 -15.259255 5.279702
5.130839 0.519205 0.710617 8.099124 -7.080294 -16.174810 5.737480
5.139964 0.705832 0.727366 7.881393 -8.575701 -13.367107 5.279702
5.148850 0.574236 0.768041 7.697159 -10.864589 -8.697775 5.218665
5.157400 0.523991 0.837428 7.591882 -12.329478 -2.960295 5.737480
5.166447 0.650801 0.732151 7.658876 -13.275552 5.462813 6.988739
5.175117 0.636445 0.545524 7.783294 -13.702811 10.620441 7.721183
5.183481 0.492886 0.504849 8.127836 -13.641774 12.054811 9.155553
5.191828 0.263192 0.277548 8.175689 -12.268441 13.336589 11.169774
5.200235 0.141166 0.086135 8.508267 -9.887997 13.031404 10.406812
5.208768 0.014356 0.021534 8.769066 -6.164739 11.200293 8.178961
5.217115 -0.019141 0.227302 8.848024 -3.662221 7.049776 6.164739
5.224718 0.004785 0.385217 8.941337 -1.709037 1.342814 4.699850
5.233214 0.208161 0.370861 8.883914 -0.274667 -3.234962 3.479110
5.241691 0.478530 0.366076 8.694894 0.640889 -3.936888 2.624592
5.249353 0.526383 0.440248 8.771459 -0.030519 -1.922666 1.556444
5.257657 0.674728 0.344542 8.589618 -0.183111 0.671407 0.000000
5.265962 0.528776 0.339756 8.462807 -0.213630 1.770074 -0.549333
5.273569 0.363683 0.220124 8.364708 0.274667 2.471999 -0.152593
5.281915 0.296689 0.236872 8.431703 1.739555 1.800592 1.617481
5.290394 0.375646 0.210553 8.498697 2.685629 0.030519 2.502518
5.298702 0.526383 0.267977 8.546550 2.533036 -1.831111 2.868740
5.307006 0.557488 0.212946 8.642256 2.410962 -2.594073 2.960295
5.314600 0.440248 0.464174 8.711643 0.885037 -2.655110 3.418073
5.322194 0.413929 0.610126 8.654219 -1.678518 -2.441481 3.051851
5.330504 0.461782 0.495279 8.917411 -3.540147 -1.464888 1.739555
5.338097 0.442640 0.413929 8.795386 -4.516739 -1.007111 -0.732444
5.345684 0.490493 0.399573 8.529801 -3.967406 -1.709037 -2.746666
5.353273 0.509635 0.320615 8.458022 -3.418073 -3.234962 -3.967406
5.361434 0.557488 0.401965 8.374279 -3.234962 -3.723258 -4.791406
5.369031 0.717795 0.490493 8.304892 -4.181036 -1.648000 -5.127110
5.376611 0.904422 0.693869 8.242683 -5.157628 2.410962 -5.096591
5.384775 0.887674 0.801538 8.235505 -6.073183 6.195257 -5.157628
5.392954 0.593377 0.746507 8.450844 -7.415998 8.941923 -4.852443
5.400544 0.485708 0.638838 8.333604 -8.941923 9.582812 -5.218665
5.408149 0.454604 0.567058 8.431703 -9.826960 9.399701 -4.394665
5.415744 0.610126 0.282333 8.534587 -10.681478 9.704886 -3.967406
5.423945 0.789575 0.114847 8.520231 -11.505478 11.474960 -3.631703
5.431578 0.897244 -0.007178 8.467592 -12.207404 14.587848 -2.655110
5.439208 0.882888 -0.002393 8.426917 -13.000885 18.097476 -1.464888
5.447423 0.935527 0.100491 8.400598 -14.160588 23.560289 -0.274667
5.455067 0.758470 0.071780 8.556120 -13.977477 27.344584 0.427259
5.463215 0.514420 0.117240 8.819312 -12.787255 29.633473 0.915555
5.471543 0.143559 0.117240 9.068148 -11.078219 27.130955 -0.305185
5.479817 0.064602 0.016749 9.182995 -9.613330 21.271401 -2.105777
5.488157 0.088528 -0.086135 9.180602 -8.270516 14.587848 -3.784295
5.496360 0.409143 -0.363683 9.154283 -7.324442 6.775109 -5.340739
5.503956 0.861354 -0.684298 9.099252 -5.493332 2.227851 -6.073183
5.511543 1.287246 -0.815894 9.151891 -2.533036 -1.617481 -7.141331
5.519696 1.780132 -0.806323 8.989190 0.793481 -4.394665 -7.599109
5.527300 2.263448 -0.851784 9.041829 4.272591 -5.951109 -8.545183
5.534888 2.698910 -0.971416 9.072933 7.415998 -6.408887 -10.681478
5.543068 3.108054 -0.969024 9.113608 10.742515 -5.951109 -14.343699
5.550705 3.610511 -0.813501 9.218885 13.092441 -5.798517 -18.921476
5.558335 4.110575 -0.485708 9.462935 14.374218 -6.378368 -24.292734
5.566534 4.534074 -0.394787 9.697415 13.977477 -7.812738 -29.175695
5.574171 5.067635 -0.215339 9.711771 12.817774 -11.017182 -33.204138
5.581818 5.656227 -0.112455 9.752446 10.284738 -14.404736 -37.079989
5.590027 6.247212 0.246443 9.891220 6.530961 -16.296884 -39.582507
5.597661 6.704209 0.413929 10.034779 3.845332 -19.318216 -39.857173
5.605807 7.355010 0.519205 10.286007 3.418073 -22.095401 -39.063692
5.614239 7.637342 0.569451 10.319504 4.943999 -21.301920 -42.756432
5.623169 7.493783 0.758470 10.159197 7.080294 -20.722068 -45.350505
5.632250 7.488998 1.552831 10.209442 4.455702 -18.341624 -44.648579
5.641019 7.551207 1.859090 10.085025 -4.882962 -16.022217 -41.077914
5.649943 7.474642 1.777740 9.678274 -18.494217 -15.350810 -31.617176
5.658152 7.924461 1.672463 9.235633 -33.021027 -14.709922 -16.846217
5.666684 8.290536 1.351848 8.668575 -43.977172 -8.819849 -2.044740
5.675616 8.266610 0.995343 8.063234 -50.691244 4.760887 12.604144
5.683891 7.555992 0.368468 7.606238 -50.538652 19.409772 22.644734
5.692291 6.979363 0.866140 8.056056 -47.181616 32.990509 31.708731
5.700076 6.357274 1.026447 8.352745 -41.810358 44.221320 38.239692
5.708431 5.639479 0.303867 8.795386 -30.152287 52.278207 43.794061
5.716160 4.378552 0.423499 9.393548 -14.313181 54.475539 45.808283
5.724400 3.502841 0.684298 10.388891 -0.335704 51.942503 49.348430
5.732056 2.753941 0.203375 10.695151 12.482070 46.449171 50.935392
5.740294 1.813630 -0.191412 10.609015 25.482955 38.789026 51.759392
5.747955 -1.280068 -1.045589 12.281478 38.361766 -6.286813 33.906064
5.756169 -0.701047 -0.428285 11.642640 59.358501 -53.193762 25.757622
5.763834 0.133988 0.200983 10.448708 64.149907 -84.200568 23.529771
5.771493 -0.131596 0.390002 10.451100 55.299539 -115.512558 15.015107
5.780059 2.545781 0.942705 8.759496 34.791101 -115.756706 10.376293
5.788571 3.167870 1.033625 7.752190 9.125034 -93.539232 14.587848
5.796772 1.883016 0.969024 7.244948 -14.252144 -64.821314 19.226661
5.804424 -0.069387 1.021662 6.553471 -30.274361 -40.925321 21.301920
5.812648 -0.961846 -0.138774 5.488742 -36.957915 -21.546068 19.318216
5.820292 -3.732536 -1.792096 6.646785 -34.028138 -17.609180 9.704886
5.827873 -4.311557 -2.844862 6.991327 -24.048585 -12.329478 -3.753777
5.836083 -3.679897 -2.316086 5.936167 -9.735405 -0.793481 -14.923551
5.843722 -5.177697 -1.847127 6.613288 -7.049776 3.814814 -17.853328
5.851331 -7.256911 -1.524119 7.474642 -9.735405 -2.105777 -18.066958
5.858938 -8.290536 0.478530 7.862252 -13.367107 -10.681478 -12.268441
5.867278 -8.752318 2.569707 8.379064 -21.057772 -12.970367 -0.427259
5.875799 -8.900662 3.017133 8.467592 -31.983398 -9.704886 12.237922
5.883615 -8.108695 1.784918 8.271395 -35.493027 0.549333 22.949919
5.891974 -7.398077 -0.162700 7.969921 -24.140141 20.081179 32.532731
5.899730 -7.331083 -2.036146 8.369494 -8.301035 27.558214 36.011841
5.907947 -7.347832 -3.222901 8.209186 18.158513 24.201178 37.629322
5.915587 -7.063106 -3.699039 8.230720 34.455397 13.000885 35.828730
5.923787 -6.225678 -3.679897 8.670968 48.860134 -2.014222 32.441176
5.931414 -5.488742 -3.268361 8.714035 55.299539 -14.221625 30.365917
5.939620 -4.936039 -2.634309 8.694894 57.954649 -26.642659 22.888882
5.947263 -4.924076 -1.720316 8.453236 55.543687 -36.500137 12.665181
5.954900 -4.876223 -0.401965 7.977099 48.677023 -42.207099 2.349925
5.963236 -4.450331 0.988165 7.663662 37.873470 -44.007691 -4.760887
5.971497 -3.632044 1.911728 7.419611 29.023103 -40.437025 -9.094516
5.979837 -2.993207 2.373510 7.206665 23.621326 -30.732139 -11.078219
5.987587 -2.557744 2.507498 7.139671 22.034364 -18.585772 -11.291849
5.995807 -2.567315 2.050502 7.216236 21.240883 -1.434370 -10.956145
6.004008 -2.703696 1.303995 7.400470 21.301920 10.864589 -10.925626
6.011635 -2.859218 0.698654 7.436360 23.743400 15.655995 -9.582812
6.019270 -3.191797 0.019141 7.472250 28.504288 13.885922 -8.117924
6.027605 -3.395172 -0.191412 7.536851 32.349620 8.514664 -7.446516
6.036473 -3.347319 -0.239265 7.510532 34.180731 4.791406 -7.934812
6.045745 -3.148729 0.256014 7.747404 33.509323 6.042665 -10.559404
6.054696 -3.172655 0.887674 7.874215 33.143101 10.376293 -12.146367
6.063845 -3.407135 1.344670 8.084768 32.776879 13.397626 -11.291849
6.072410 -3.474129 1.557616 8.319248 31.006806 16.083254 -10.956145
6.081922 -3.366460 1.737065 8.493912 29.633473 19.867550 -9.918516
6.090770 -3.730143 1.981115 8.740355 29.297769 23.926511 -8.697775
6.099857 -4.108182 2.148601 8.862380 28.351695 25.147252 -8.239998
6.108871 -4.476650 1.961974 9.034651 25.025178 24.170660 -6.347850
